property_type,society,sector,price,price_per_sqft,bedRoom,bathroom,balcony,floorNum,agePossession,built_up_area,study room,servent room,store room,pooja room,others,furnishing_type,luxury_score,coordinates,latitude,longitude
flat,ansal housing highland park,sector 103,1.25,6443.0,3.0,3,3+,2.0,New Property,1510.0,0,0,0,0,0,0,105,"28.4949° N, 76.9845° E",28.4949,76.9845
house,ansals florence villa,sector 57,6.0,22208.0,4.0,5,2,2.0,Old Property,2700.0,0,1,0,1,0,2,20,"28.4232° N, 77.0752° E",28.4232,77.0752
house,independent,sector 4,0.61,10495.0,2.0,2,2,2.0,Moderately old,61.0,0,0,0,0,1,0,14,"28.4738° N, 77.0107° E",28.4738,77.0107
flat,dlf new town heights,sector 90,1.88,6894.0,4.0,4,3+,20.0,Relatively New,2726.0,0,0,0,0,0,0,145,"28.4085° N, 76.9369° E",28.4085,76.9369
flat,mm skywalk,sector 74,1.52,12160.0,2.0,2,3,6.0,Relatively New,1250.0,0,0,0,0,0,0,174,"28.4158° N, 77.0118° E",28.4158,77.0118
flat,suncity vatsal valley,sector 59,1.53,10699.0,3.0,3,3,2.0,New Property,1589.0,0,0,0,0,0,2,117,"28.4051° N, 77.1097° E",28.4051,77.1097
house,independent,sector 26,18.0,39816.0,5.0,4,3+,4.0,Moderately old,4518.0,1,1,1,1,0,2,113,"28.4757° N, 77.1032° E",28.4757,77.1032
flat,la vida by tata housing,sector 113,1.65,10449.0,3.0,2,2,3.0,Relatively New,1420.0,0,0,0,0,0,0,49,"28.5287° N, 77.0233° E",28.5287,77.0233
flat,dlf the ultima,sector 81,2.5,11726.0,3.0,3,2,20.0,Relatively New,1700.0,0,0,0,0,0,1,174,"28.3867° N, 76.9485° E",28.3867,76.9485
flat,supertech araville,sector 79,1.45,7455.0,3.0,3,3,3.0,Relatively New,2161.0,0,0,0,0,0,0,0,"28.3624° N, 76.9787° E",28.3624,76.9787
flat,tulip violet,sector 69,1.68,8358.0,4.0,4,2,7.0,Relatively New,1914.0,0,0,0,0,0,0,127,"28.3966° N, 77.0341° E",28.3966,77.0341
flat,breez global heights,sector 48,0.25,7003.0,1.0,1,1,1.0,Relatively New,395.0,0,0,0,0,0,0,57,"28.4177° N, 77.0359° E",28.4177,77.0359
house,huda,sector 38,3.5,24086.0,3.0,2,3,2.0,Moderately old,1453.13,0,0,1,0,0,2,85,"28.4347° N, 77.0430° E",28.4347,77.043
flat,signature global grand iva,sector 103,0.23,6527.0,1.0,1,1,4.0,Relatively New,400.0,0,0,0,0,0,0,23,"28.4949° N, 76.9845° E",28.4949,76.9845
flat,ss the leaf,sector 85,1.04,5973.0,2.0,3,3+,4.0,Relatively New,1658.0,0,0,0,0,0,0,113,"28.4042° N, 76.9513° E",28.4042,76.9513
house,independent,sector 38,4.0,21732.0,6.0,6,3+,4.0,Old Property,1840.63,1,1,0,1,1,2,137,"28.4347° N, 77.0430° E",28.4347,77.043
flat,experion the heartsong,sector 108,2.28,8204.0,4.0,5,3+,8.0,Relatively New,2647.0,0,0,0,0,0,0,101,"28.5134° N, 76.9830° E",28.5134,76.983
flat,aipl joy square,sector 63,0.7,10101.0,1.0,1,0,7.0,Relatively New,693.0,0,0,0,0,0,0,0,"28.3971° N, 77.0867° E",28.3971,77.0867
flat,sidhartha ncr greens,sector 95,0.96,6201.0,3.0,3,3,8.0,New Property,1720.0,0,0,0,0,0,0,8,"28.4172° N, 76.9081° E",28.4172,76.9081
flat,puri diplomatic greens,sector 111,3.9,13000.0,4.0,5,3+,6.0,Relatively New,3067.0,0,0,0,0,0,1,160,"28.5238° N, 77.0320° E",28.5238,77.032
flat,tulip violet,sector 69,1.4,8928.0,3.0,3,1,12.0,Relatively New,1413.0,0,0,0,0,0,0,174,"28.3966° N, 77.0341° E",28.3966,77.0341
flat,corona optus,sector 37,1.25,7175.0,3.0,3,3,2.0,Relatively New,1604.0,0,0,0,0,0,0,49,"28.4375° N, 76.9999° E",28.4375,76.9999
house,not applicable,sector 4,0.75,11810.0,2.0,4,3,2.0,Moderately old,640.0,0,0,0,0,0,0,0,"28.4738° N, 77.0107° E",28.4738,77.0107
flat,alpha corp gurgaonone,sector 84,1.52,7904.0,3.0,4,3,15.0,Relatively New,1749.0,0,0,0,0,0,0,92,"28.3979° N, 76.9736° E",28.3979,76.9736
flat,smriti apartment,sector 56,0.6,10000.0,1.0,1,1,2.0,Moderately old,571.0,0,0,0,0,0,0,49,"28.4245° N, 77.0991° E",28.4245,77.0991
flat,raheja sampada,sector 92,0.9,6569.0,3.0,2,3,11.0,Relatively New,1305.0,0,0,0,0,0,0,88,"28.4079° N, 76.9153° E",28.4079,76.9153
house,independent,sector 23,4.0,16443.0,3.0,3,2,2.0,Moderately old,2430.0,0,1,0,0,0,2,115,"28.5121° N, 77.0478° E",28.5121,77.0478
house,independent,sector 92,1.8,7636.0,4.0,5,0,13.0,Relatively New,2360.0,0,0,0,0,0,0,0,"28.4079° N, 76.9153° E",28.4079,76.9153
flat,dlf new town heights,sector 86,1.3,6735.0,3.0,3,3,12.0,Moderately old,1838.0,0,0,0,0,0,2,165,"28.3986° N, 76.9384° E",28.3986,76.9384
house,independent,sector 50,12.5,40604.0,6.0,5,3,4.0,Moderately old,3078.0,1,1,0,1,0,2,23,"28.4178° N, 77.0628° E",28.4178,77.0628
flat,emaar palm heights,sector 77,2.25,11250.0,3.0,3,3,22.0,New Property,1905.0,0,0,0,0,0,2,42,"28.3801° N, 76.9845° E",28.3801,76.9845
flat,signature global city,sector 81,0.89,8279.0,2.0,2,2,3.0,Relatively New,1194.0,0,0,0,0,0,0,20,"28.3867° N, 76.9485° E",28.3867,76.9485
flat,adani mk oyster grande,sector 102,2.4,9305.0,3.0,4,3+,3.0,Relatively New,2395.0,0,0,0,0,0,2,49,"28.4750° N, 76.9715° E",28.475,76.9715
flat,hsiidc sidco aravali,sector 1,0.81,3129.0,3.0,3,3+,2.0,Moderately old,1900.0,0,0,0,0,0,0,74,"28.3663° N, 76.9456° E",28.3663,76.9456
flat,dlf regency park,sector 28,1.24,12400.0,2.0,2,3+,19.0,Moderately old,1050.0,0,0,0,0,0,2,157,"28.4728° N, 77.0865° E",28.4728,77.0865
flat,vatika iris floors,sector 82,0.63,5590.0,2.0,2,3+,2.0,Relatively New,1080.0,0,0,0,0,0,0,110,"28.3935° N, 76.9600° E",28.3935,76.96
flat,mm skywalk,sector 74,1.54,10814.0,2.0,2,3+,15.0,Relatively New,1200.0,0,0,0,0,0,0,137,"28.4158° N, 77.0118° E",28.4158,77.0118
house,ss aaron ville,sector 49,6.75,19720.0,5.0,4,2,2.0,Old Property,3420.0,1,1,1,0,0,0,78,"28.4121° N, 77.0480° E",28.4121,77.048
flat,mm woodshire,sector 107,1.35,5717.0,3.0,4,3+,8.0,Relatively New,1950.0,0,0,0,0,0,2,74,"28.5052° N, 76.9729° E",28.5052,76.9729
house,independent,sector 57,3.3,19042.0,4.0,4,2,3.0,Moderately old,1732.99,0,0,1,0,0,2,60,"28.4232° N, 77.0752° E",28.4232,77.0752
flat,orris aster court premier,sector 85,1.73,6757.0,4.0,5,3+,8.0,Relatively New,2017.0,0,0,0,0,0,0,16,"28.4042° N, 76.9513° E",28.4042,76.9513
flat,maruti vihar,sector 28,1.0,9090.0,1.0,1,1,1.0,Old Property,1048.0,0,0,0,0,0,2,80,"28.4728° N, 77.0865° E",28.4728,77.0865
flat,ss the leaf,sector 85,1.07,6524.0,2.0,2,3,21.0,Relatively New,1562.0,0,0,0,0,0,0,67,"28.4042° N, 76.9513° E",28.4042,76.9513
flat,sanskriti apartment,sector 10,1.1,6666.0,3.0,3,3,2.0,Moderately old,1833.0,0,0,0,0,0,0,22,"28.4537° N, 77.0009° E",28.4537,77.0009
flat,capital residences,sector 70,1.1,7586.0,2.0,2,2,10.0,Relatively New,1381.0,0,0,0,0,0,0,42,"28.3968° N, 77.0233° E",28.3968,77.0233
flat,dlf regal gardens,sector 90,1.13,6647.0,3.0,3,3+,8.0,Relatively New,1648.0,0,0,0,0,0,0,72,"28.4085° N, 76.9369° E",28.4085,76.9369
flat,breez global heights,sector 48,0.4,6421.0,2.0,2,1,4.0,New Property,629.0,0,0,0,0,0,0,49,"28.4177° N, 77.0359° E",28.4177,77.0359
flat,adani brahma samsara vilasa,sector 63,3.35,16470.0,3.0,3,3+,3.0,New Property,2034.0,0,0,0,0,0,2,16,"28.3971° N, 77.0867° E",28.3971,77.0867
flat,elan the presidential,sector 106,3.9,15918.0,3.0,3,0,20.0,Relatively New,2450.0,0,0,0,0,0,0,66,"28.5007° N, 77.0003° E",28.5007,77.0003
flat,parsvnath exotica,sector 53,6.5,19174.0,4.0,5,3+,10.0,Relatively New,3000.0,0,0,0,0,0,2,174,"28.4433° N, 77.0948° E",28.4433,77.0948
flat,maxworth city residences,sector 10,0.8,6400.0,2.0,3,2,9.0,New Property,1389.0,0,0,0,0,0,0,46,"28.4537° N, 77.0009° E",28.4537,77.0009
flat,shapoorji pallonji joyville gurugram,sector 102,2.5,14000.0,3.0,3,3,15.0,Relatively New,1740.0,0,0,0,0,0,0,151,"28.4750° N, 76.9715° E",28.475,76.9715
flat,signature andour heights,sector 71,0.39,9846.0,1.0,1,2,1.0,New Property,310.0,0,0,0,0,0,0,0,"28.4104° N, 77.0281° E",28.4104,77.0281
house,independent,sector 23,5.5,21836.0,8.0,8,2,3.0,Moderately old,2520.0,1,1,0,1,0,2,76,"28.5121° N, 77.0478° E",28.5121,77.0478
flat,mm woodshire,sector 107,1.8,7623.0,3.0,4,3+,2.0,Relatively New,1893.0,0,0,0,0,0,0,129,"28.5052° N, 76.9729° E",28.5052,76.9729
flat,spaze privy at,sector 84,1.24,6465.0,3.0,3,3,8.0,Relatively New,1650.0,0,0,0,0,0,2,158,"28.3979° N, 76.9736° E",28.3979,76.9736
flat,bptp freedom park life,sector 57,2.5,11111.0,3.0,3,3,9.0,Moderately old,2143.0,0,0,0,0,0,0,55,"28.4232° N, 77.0752° E",28.4232,77.0752
flat,satya the hermitage,sector 103,0.93,6404.0,2.0,3,3,3.0,Relatively New,1613.0,0,0,0,0,0,2,90,"28.4949° N, 76.9845° E",28.4949,76.9845
flat,godrej air,sector 85,2.6,12212.0,3.0,3,3,17.0,Relatively New,2129.0,0,0,0,0,0,0,44,"28.4042° N, 76.9513° E",28.4042,76.9513
flat,emaar digihomes,sector 62,2.1,13925.0,2.0,2,3,12.0,New Property,1500.0,0,0,0,0,0,2,49,"28.4139° N, 77.0886° E",28.4139,77.0886
flat,signature global solera,sector 107,0.29,5930.0,2.0,2,2,3.0,Relatively New,543.0,0,0,0,0,0,0,45,"28.5052° N, 76.9729° E",28.5052,76.9729
flat,imperia the esfera,sector 37,0.99,5454.0,3.0,4,3,9.0,Relatively New,1703.0,0,0,0,0,0,0,49,"28.4375° N, 76.9999° E",28.4375,76.9999
flat,sare crescent parc,sector 92,0.66,4977.0,3.0,2,2,15.0,Relatively New,1473.0,0,0,0,0,0,1,44,"28.4079° N, 76.9153° E",28.4079,76.9153
flat,tulip violet,sector 69,1.76,8756.0,4.0,4,2,6.0,Relatively New,1914.0,0,0,0,0,0,0,108,"28.3966° N, 77.0341° E",28.3966,77.0341
flat,shapoorji pallonji joyville gurugram,sector 102,1.3,12884.0,2.0,2,3,0.0,Relatively New,1009.0,0,0,0,0,0,0,125,"28.4750° N, 76.9715° E",28.475,76.9715
house,rajendra park sec 105,sector 15,0.8,8848.0,3.0,5,3+,3.0,Old Property,990.0,0,0,0,0,0,0,0,"28.4621° N, 77.0464° E",28.4621,77.0464
flat,alpha corp gurgaonone,sector 84,2.28,8769.0,4.0,4,3+,8.0,Relatively New,3080.0,0,0,0,0,0,0,61,"28.3979° N, 76.9736° E",28.3979,76.9736
flat,pivotal devaan,sector 84,0.37,6346.0,2.0,2,1,5.0,Relatively New,546.0,0,0,0,0,0,0,73,"28.3979° N, 76.9736° E",28.3979,76.9736
house,independent,sector 46,4.25,23090.0,5.0,4,2,3.0,Moderately old,1840.63,0,0,1,0,0,2,57,"28.4374° N, 77.0586° E",28.4374,77.0586
flat,paras dews,sector 106,1.4,9121.0,4.0,6,3+,10.0,Relatively New,1535.0,0,0,0,0,0,0,174,"28.5007° N, 77.0003° E",28.5007,77.0003
flat,gls avenue,sector 92,0.42,6562.0,3.0,3,1,2.0,Relatively New,711.0,0,0,0,0,0,0,20,"28.4079° N, 76.9153° E",28.4079,76.9153
flat,godrej oasis,sector 88,1.15,7116.0,2.0,2,3,14.0,Relatively New,1418.0,0,0,0,0,0,0,174,"28.4220° N, 76.9571° E",28.422,76.9571
flat,pioneer araya,sector 62,9.95,20995.0,4.0,6,3,12.0,Relatively New,4045.0,0,0,0,0,0,2,138,"28.4139° N, 77.0886° E",28.4139,77.0886
flat,sarahah tower,sector 12,0.6,8333.0,2.0,2,1,0.0,New Property,800.0,0,0,0,0,0,1,0,"28.4723° N, 77.0320° E",28.4723,77.032
flat,tulip violet,sector 69,1.36,8841.0,3.0,3,1,12.0,Relatively New,1465.0,0,0,0,0,0,0,86,"28.3966° N, 77.0341° E",28.3966,77.0341
flat,elan mercado,sector 80,0.85,12409.0,1.0,1,1,15.0,Relatively New,761.0,0,0,0,0,0,0,60,"28.3659° N, 76.9557° E",28.3659,76.9557
flat,mm merlin,sector 67,3.4,14418.0,3.0,4,3,16.0,Relatively New,2072.0,0,0,0,0,0,2,174,"28.3859° N, 77.0608° E",28.3859,77.0608
flat,smart world gems,sector 89,0.95,8600.0,2.0,2,2,4.0,New Property,1226.0,0,0,0,0,0,0,38,"28.4253° N, 76.9439° E",28.4253,76.9439
flat,tulip violet,sector 69,1.9,9452.0,4.0,4,2,0.0,Relatively New,1914.0,0,0,0,0,0,0,49,"28.3966° N, 77.0341° E",28.3966,77.0341
flat,dlf regal gardens,sector 90,1.76,7945.0,4.0,4,3+,8.0,Relatively New,2020.0,0,0,0,0,0,2,135,"28.4085° N, 76.9369° E",28.4085,76.9369
house,unitech nirvana birch court,sector 50,6.8,31430.0,4.0,4,3+,2.0,Old Property,2160.0,1,1,0,1,0,0,105,"28.4178° N, 77.0628° E",28.4178,77.0628
flat,ansal api esencia,sector 67,1.2,7407.0,3.0,3,2,1.0,Relatively New,200.0,0,0,0,0,0,0,49,"28.3859° N, 77.0608° E",28.3859,77.0608
flat,vipul lavanya,sector 81,0.6,6666.0,2.0,2,1,0.0,Under Construction,857.0,0,0,0,0,0,0,0,"28.3867° N, 76.9485° E",28.3867,76.9485
house,international city by sobha phase 1,sector 109,6.3,9004.0,4.0,5,3+,2.0,Relatively New,7000.0,0,0,0,0,0,2,122,"28.5073° N, 77.0089° E",28.5073,77.0089
flat,godrej air,sector 85,1.3,14541.0,2.0,2,3,30.0,Relatively New,1163.0,0,0,0,0,0,0,111,"28.4042° N, 76.9513° E",28.4042,76.9513
flat,ats kocoon,sector 109,1.7,9742.0,3.0,3,3,22.0,Relatively New,1550.0,0,0,0,0,0,0,74,"28.5073° N, 77.0089° E",28.5073,77.0089
flat,chd avenue,sector 71,0.95,7917.0,2.0,2,0,5.0,Moderately old,1200.0,0,0,0,0,0,0,0,"28.4104° N, 77.0281° E",28.4104,77.0281
flat,mm heights,sector 65,3.67,17990.0,3.0,3,2,27.0,Relatively New,2040.0,0,0,0,0,0,0,43,"28.4030° N, 77.0690° E",28.403,77.069
house,independent,sector 7,0.9,9954.0,2.0,4,3,3.0,Old Property,900.0,0,1,0,0,1,2,44,"28.4644° N, 77.0143° E",28.4644,77.0143
flat,rof ananda,sector 95,0.2,5599.0,1.0,1,1,2.0,Relatively New,407.0,0,0,0,0,0,0,53,"28.4172° N, 76.9081° E",28.4172,76.9081
flat,umang winter hills,sector 77,1.4,6340.0,3.0,3,3,10.0,Relatively New,1735.0,0,0,0,0,0,0,28,"28.3801° N, 76.9845° E",28.3801,76.9845
flat,tulip violet,sector 69,3.25,10105.0,4.0,5,3+,14.0,Relatively New,3063.0,0,0,0,0,0,0,20,"28.3966° N, 77.0341° E",28.3966,77.0341
flat,godrej summit,sector 104,1.35,5000.0,4.0,5,3+,0.0,Relatively New,3000.0,0,0,0,0,0,0,112,"28.4788° N, 76.9960° E",28.4788,76.996
flat,apex our homes,sector 37,0.38,4108.0,2.0,2,1,9.0,Relatively New,925.0,0,0,0,0,0,0,65,"28.4375° N, 76.9999° E",28.4375,76.9999
flat,mm sierra,sector 68,1.1,8986.0,2.0,2,3,1.0,Relatively New,1150.0,0,0,0,0,0,2,127,"28.3853° N, 77.0484° E",28.3853,77.0484
house,independent,sector 4,1.25,8602.0,2.0,3,0,1.0,Moderately old,160.0,0,0,0,0,0,0,0,"28.4738° N, 77.0107° E",28.4738,77.0107
flat,signature global solera,sector 107,0.28,5725.0,2.0,2,2,6.0,Relatively New,543.0,0,0,0,0,0,0,45,"28.5052° N, 76.9729° E",28.5052,76.9729
house,unitech espace,sector 50,10.45,32254.0,5.0,7,3+,3.0,Moderately old,3240.0,1,1,0,1,1,2,153,"28.4178° N, 77.0628° E",28.4178,77.0628
flat,mm sierra,sector 68,1.05,8536.0,2.0,2,2,11.0,New Property,1200.0,0,0,0,0,0,2,127,"28.3853° N, 77.0484° E",28.3853,77.0484
flat,tata primanti,sector 72,4.1,14100.0,4.0,5,3+,39.0,New Property,2767.0,0,0,0,0,0,0,103,"28.4225° N, 77.0211° E",28.4225,77.0211
house,smart world gems,sector 89,1.25,8798.0,3.0,3,2,1.0,New Property,1423.0,1,0,0,0,1,0,45,"28.4253° N, 76.9439° E",28.4253,76.9439
flat,parsvnath exotica,sector 53,4.8,16580.0,3.0,4,3+,8.0,Relatively New,2500.0,0,0,0,0,0,2,174,"28.4433° N, 77.0948° E",28.4433,77.0948
flat,emaar mgf palm terraces select,sector 66,3.4,14107.0,4.0,4,3+,2.0,Relatively New,2210.0,0,0,0,0,0,2,157,"28.3925° N, 77.0541° E",28.3925,77.0541
flat,bestech park view ananda,sector 81,1.45,8734.0,3.0,2,3+,3.0,Relatively New,1392.0,0,0,0,0,0,0,45,"28.3867° N, 76.9485° E",28.3867,76.9485
flat,kw royal court,sector 39,2.0,6250.0,5.0,4,3,9.0,Old Property,3556.0,0,0,0,0,0,1,49,"28.4434° N, 77.0515° E",28.4434,77.0515
flat,dlf new town heights,sector 90,1.51,6387.0,4.0,4,3+,6.0,Relatively New,2362.0,0,0,0,0,0,2,142,"28.4085° N, 76.9369° E",28.4085,76.9369
flat,godrej oasis,sector 88,1.0,6896.0,2.0,2,3,7.0,Relatively New,1611.0,0,0,0,0,0,0,72,"28.4220° N, 76.9571° E",28.422,76.9571
flat,emaar mgf emerald floors premier,sector 65,2.35,14242.0,3.0,3,3,2.0,Relatively New,1571.0,0,0,0,0,0,2,168,"28.4030° N, 77.0690° E",28.403,77.069
flat,smart world orchard,sector 61,2.2,13500.0,3.0,3,2,1.0,New Property,1778.0,0,0,0,0,0,0,49,"28.4050° N, 77.0963° E",28.405,77.0963
flat,tulip lemon,sector 69,0.62,12863.0,2.0,2,1,4.0,Relatively New,536.0,0,0,0,0,0,2,108,"28.3966° N, 77.0341° E",28.3966,77.0341
flat,today callidora,sector 73,0.9,5548.0,3.0,3,3,3.0,Under Construction,1622.0,0,0,0,0,0,0,63,"28.4072° N, 77.0118° E",28.4072,77.0118
flat,smart world gems,sector 89,1.2,8433.0,3.0,3,2,2.0,New Property,1423.0,0,0,0,0,0,0,45,"28.4253° N, 76.9439° E",28.4253,76.9439
house,independent,sector 9,3.2,13513.0,3.0,3,2,1.0,Old Property,2367.0,0,0,0,0,0,2,36,"28.4603° N, 77.0000° E",28.4603,77.0
flat,experion the heartsong,sector 108,1.65,8237.0,3.0,4,3,3.0,Moderately old,1771.32,0,0,0,0,0,2,75,"28.5134° N, 76.9830° E",28.5134,76.983
flat,mm woodshire,sector 107,1.45,6141.0,3.0,4,3+,7.0,Relatively New,1900.0,0,0,0,0,0,0,67,"28.5052° N, 76.9729° E",28.5052,76.9729
flat,tulip monsella,sector 53,7.4,33199.0,4.0,4,3,21.0,Relatively New,2477.0,0,0,0,0,0,0,35,"28.4433° N, 77.0948° E",28.4433,77.0948
flat,shree vardhman victoria,sector 70,1.65,8461.0,3.0,5,3,6.0,Relatively New,1574.0,0,0,0,0,0,0,167,"28.3968° N, 77.0233° E",28.3968,77.0233
flat,raheja vedaanta,sector 108,0.65,4761.0,2.0,2,2,5.0,Relatively New,1300.0,0,0,0,0,0,2,174,"28.5134° N, 76.9830° E",28.5134,76.983
flat,ireo victory valley,sector 67,3.49,13000.0,3.0,3,3,19.0,Relatively New,2724.0,0,0,0,0,0,0,103,"28.3859° N, 77.0608° E",28.3859,77.0608
house,independent,sector 102,0.7,9706.0,1.0,3,2,3.0,Relatively New,720.0,0,0,1,1,0,0,12,"28.4750° N, 76.9715° E",28.475,76.9715
flat,ansal maple heights,sector 43,1.5,10830.0,3.0,3,3+,7.0,Old Property,1385.0,0,0,0,0,0,2,174,"28.4629° N, 77.0772° E",28.4629,77.0772
flat,eldeco accolade,sector 48,1.1,7549.0,2.0,2,3+,17.0,Relatively New,1388.0,0,0,0,0,0,2,7,"28.4177° N, 77.0359° E",28.4177,77.0359
house,bptp astaire gardens,sector 70,1.04,7157.0,3.0,3,3+,2.0,Relatively New,1611.0,0,0,0,0,1,2,145,"28.3968° N, 77.0233° E",28.3968,77.0233
flat,godrej habitat,sector 3,1.3,9002.0,2.0,2,2,6.0,Under Construction,1604.0,0,0,0,0,0,0,36,"28.4909° N, 77.0176° E",28.4909,77.0176
flat,ats triumph,sector 104,1.85,8078.0,3.0,3,3+,24.0,Relatively New,2181.0,0,0,0,0,0,0,174,"28.4788° N, 76.9960° E",28.4788,76.996
house,independent,sector 11,1.2,4442.0,7.0,3,0,3.0,Moderately old,300.0,0,0,0,0,0,0,0,"28.4531° N, 77.0202° E",28.4531,77.0202
flat,bestech altura,sector 79,1.9,8837.0,3.0,4,3,11.0,Under Construction,2048.0,0,0,0,0,0,0,96,"28.3624° N, 76.9787° E",28.3624,76.9787
flat,tata primanti,sector 72,3.2,12190.0,4.0,4,3+,8.0,Moderately old,2600.0,0,0,0,0,0,2,168,"28.4225° N, 77.0211° E",28.4225,77.0211
flat,signature global solera,sector 107,0.25,7862.0,1.0,1,0,0.0,Relatively New,318.0,0,0,0,0,0,0,55,"28.5052° N, 76.9729° E",28.5052,76.9729
flat,the khushboo cooperative housing society ltd,sector 9,0.88,4888.0,3.0,3,2,2.0,Old Property,1481.0,0,0,0,0,0,2,31,"28.4603° N, 77.0000° E",28.4603,77.0
house,nirvana cedar crest,sector 50,7.1,32817.0,5.0,4,3,2.0,Moderately old,2163.54,1,0,1,1,0,2,110,"28.4178° N, 77.0628° E",28.4178,77.0628
house,row house,sector 105,0.43,4095.0,3.0,3,3,2.0,Relatively New,1050.0,0,0,0,0,0,0,0,"28.4952° N, 77.0114° E",28.4952,77.0114
house,satya the legend,sector 57,9.25,16003.0,5.0,5,3+,4.0,Relatively New,5780.21,1,1,1,1,0,2,160,"28.4232° N, 77.0752° E",28.4232,77.0752
flat,sare homes,sector 92,1.18,5207.0,4.0,4,3,8.0,Relatively New,2518.0,0,0,0,0,0,0,108,"28.4079° N, 76.9153° E",28.4079,76.9153
flat,mm woodshire,sector 107,0.82,6002.0,2.0,2,3+,7.0,Relatively New,1301.0,0,0,0,0,0,0,111,"28.5052° N, 76.9729° E",28.5052,76.9729
flat,mm golfestate,sector 65,5.9,17484.0,3.0,3,3,18.0,Relatively New,3203.0,0,0,0,0,0,0,76,"28.4030° N, 77.0690° E",28.403,77.069
flat,puri emerald bay,sector 104,2.55,10408.0,4.0,4,3+,5.0,Relatively New,2361.0,0,0,0,0,0,0,49,"28.4788° N, 76.9960° E",28.4788,76.996
flat,sare crescent parc,sector 92,0.51,4080.0,3.0,2,2,2.0,Relatively New,1190.0,0,0,0,0,0,0,72,"28.4079° N, 76.9153° E",28.4079,76.9153
flat,vatika gurgaon,sector 83,1.42,7100.0,4.0,4,3,7.0,Relatively New,2000.0,0,0,0,0,0,0,103,"28.3986° N, 76.9647° E",28.3986,76.9647
flat,the serenas,sector 36,0.42,7910.0,2.0,2,1,3.0,New Property,590.0,0,0,0,0,0,0,0,"28.4160° N, 76.9914° E",28.416,76.9914
flat,supertech araville,sector 79,0.78,6023.0,2.0,2,3+,17.0,Relatively New,1233.0,0,0,0,0,0,0,24,"28.3624° N, 76.9787° E",28.3624,76.9787
flat,chd avenue,sector 71,1.15,6526.0,3.0,3,2,15.0,Moderately old,1583.0,0,0,0,0,0,2,66,"28.4104° N, 77.0281° E",28.4104,77.0281
flat,adani mk oyster grande,sector 102,2.5,7817.0,4.0,5,3+,5.0,Relatively New,3046.0,0,0,0,0,0,0,76,"28.4750° N, 76.9715° E",28.475,76.9715
flat,the penthouses at the hibiscus,sector 50,8.5,8500.0,4.0,4,3,9.0,Moderately old,11111.0,0,0,0,0,0,0,35,"28.4178° N, 77.0628° E",28.4178,77.0628
flat,radhakrishna society,sector 23,0.55,5000.0,2.0,2,1,1.0,Moderately old,1048.0,0,0,0,0,0,2,29,"28.5121° N, 77.0478° E",28.5121,77.0478
flat,dlf new town heights,sector 90,1.95,7150.0,4.0,4,3+,24.0,Relatively New,2521.0,0,0,0,0,0,0,174,"28.4085° N, 76.9369° E",28.4085,76.9369
flat,karmyogi apartment,sector 10,2.3,6467.0,6.0,4,2,6.0,Moderately old,3951.0,0,0,0,0,0,0,0,"28.4537° N, 77.0009° E",28.4537,77.0009
flat,signature global city a,sector 63,1.65,15264.0,2.0,2,2,1.0,Relatively New,1030.0,0,0,0,0,0,0,0,"28.3971° N, 77.0867° E",28.3971,77.0867
flat,ss the leaf,sector 85,1.1,6318.0,2.0,2,3+,3.0,Relatively New,1506.0,0,0,0,0,0,0,143,"28.4042° N, 76.9513° E",28.4042,76.9513
flat,professors enclave cghs,sector 56,1.54,8324.0,3.0,3,2,6.0,Old Property,1920.0,0,0,0,0,0,2,104,"28.4245° N, 77.0991° E",28.4245,77.0991
flat,ats kocoon,sector 109,1.7,9742.0,3.0,3,3,21.0,Moderately old,1550.0,0,0,0,0,0,0,49,"28.5073° N, 77.0089° E",28.5073,77.0089
flat,dlf the ultima,sector 81,3.5,11686.0,4.0,5,3+,7.0,Relatively New,2648.0,0,0,0,0,0,1,174,"28.3867° N, 76.9485° E",28.3867,76.9485
house,independent,sector 55,3.55,24430.0,4.0,4,3+,2.0,Old Property,1453.13,0,0,0,0,0,2,27,"28.4281° N, 77.1100° E",28.4281,77.11
house,vatika signature villas,sector 82,5.0,15432.0,4.0,4,3+,3.0,Relatively New,3240.0,0,1,1,1,0,0,24,"28.3935° N, 76.9600° E",28.3935,76.96
flat,signature andour heights,sector 71,0.37,7400.0,1.0,1,2,2.0,Relatively New,425.0,0,0,0,0,0,2,37,"28.4104° N, 77.0281° E",28.4104,77.0281
flat,godrej,sector 79,1.28,8504.0,3.0,3,3,7.0,Relatively New,1433.0,0,0,0,0,0,0,158,"28.3624° N, 76.9787° E",28.3624,76.9787
house,independent,sector 12,3.5,15939.0,3.0,3,1,2.0,Old Property,2000.0,0,0,0,0,0,0,0,"28.4723° N, 77.0320° E",28.4723,77.032
flat,vatika gurgaon,sector 83,0.98,8166.0,2.0,2,3,5.0,Relatively New,1300.0,0,0,0,0,0,2,96,"28.3986° N, 76.9647° E",28.3986,76.9647
house,independent,sector 12,0.38,4203.0,3.0,3,3,3.0,Relatively New,900.0,0,0,0,0,0,0,0,"28.4723° N, 77.0320° E",28.4723,77.032
flat,greenopolis,sector 89,1.3,6806.0,3.0,3,3+,1.0,New Property,2122.0,0,0,0,0,0,0,35,"28.4253° N, 76.9439° E",28.4253,76.9439
