property_type,society,sector,price,price_per_sqft,bedRoom,bathroom,balcony,floorNum,agePossession,built_up_area,study room,servent room,store room,pooja room,others,furnishing_type,luxury_score,coordinates,latitude,longitude
flat,shree vardhman victoria,sector 70,1.6,8205.0,3.0,5,3,6.0,Relatively New,1574.0,0,0,0,0,0,0,108,"28.3968° N, 77.0233° E",28.3968,77.0233
flat,shapoorji pallonji joyville gurugram,sector 102,1.35,9933.0,2.0,2,2,9.0,Relatively New,1294.0,0,0,0,0,0,0,100,"28.4750° N, 76.9715° E",28.475,76.9715
flat,shree vardhman flora,sector 90,0.65,4814.0,2.0,2,3,3.0,Relatively New,1286.0,0,0,0,0,0,0,106,"28.4085° N, 76.9369° E",28.4085,76.9369
house,independent,sector 14,3.5,18065.0,6.0,4,2,2.0,Old Property,1937.5,0,0,0,0,1,2,27,"28.4711° N, 77.0454° E",28.4711,77.0454
flat,"ganpati apartment  , laxman vihar phase",sector 4,0.45,4705.0,2.0,2,1,0.0,Relatively New,944.0,0,0,0,0,0,0,46,"28.4738° N, 77.0107° E",28.4738,77.0107
flat,godrej air,sector 85,1.75,9589.0,3.0,3,2,27.0,Relatively New,1825.0,0,0,0,0,0,0,44,"28.4042° N, 76.9513° E",28.4042,76.9513
flat,shree vardhman flora,sector 90,1.25,4854.0,4.0,4,3,10.0,Relatively New,2861.0,0,0,0,0,0,0,174,"28.4085° N, 76.9369° E",28.4085,76.9369
flat,tulip violet,sector 69,1.72,8730.0,4.0,4,1,12.0,Relatively New,1876.0,0,0,0,0,0,0,86,"28.3966° N, 77.0341° E",28.3966,77.0341
flat,shree vardhman flora,sector 90,0.75,5769.0,2.0,2,3,8.0,Relatively New,1444.0,0,0,0,0,0,0,60,"28.4085° N, 76.9369° E",28.4085,76.9369
house,nirvana country,sector 50,10.0,14293.0,5.0,7,2,4.0,Moderately old,7000.0,0,1,0,0,0,1,0,"28.4178° N, 77.0628° E",28.4178,77.0628
flat,orchid petals,sector 49,2.51,12178.0,3.0,3,3+,7.0,Old Property,2061.1,0,0,0,0,0,2,72,"28.4121° N, 77.0480° E",28.4121,77.048
flat,ss the leaf,sector 85,1.1,6875.0,2.0,2,3,10.0,Relatively New,1600.0,0,0,0,0,0,0,150,"28.4042° N, 76.9513° E",28.4042,76.9513
flat,tata primanti,sector 72,4.1,13725.0,3.0,3,3,8.0,Moderately old,2429.0,0,0,0,0,0,0,38,"28.4225° N, 77.0211° E",28.4225,77.0211
flat,smart world orchard,sector 61,1.47,12783.0,2.0,2,2,4.0,New Property,1278.0,0,0,0,0,0,0,53,"28.4050° N, 77.0963° E",28.405,77.0963
flat,ss the leaf,sector 85,2.15,10924.0,4.0,5,3+,6.0,Relatively New,2432.0,0,0,0,0,0,0,156,"28.4042° N, 76.9513° E",28.4042,76.9513
flat,orchid petals,sector 49,2.38,11497.0,3.0,4,3,1.0,Relatively New,2061.0,0,0,0,0,0,0,49,"28.4121° N, 77.0480° E",28.4121,77.048
house,ansal api esencia,sector 67,1.85,8303.0,3.0,3,3,1.0,Moderately old,278.0,0,0,0,0,0,0,49,"28.3859° N, 77.0608° E",28.3859,77.0608
flat,smart world gems,sector 89,1.1,9972.0,3.0,1,0,0.0,New Property,1103.0,0,0,0,0,0,0,45,"28.4253° N, 76.9439° E",28.4253,76.9439
flat,mrg skyline,sector 106,1.82,13392.0,3.0,2,2,4.0,Relatively New,1359.0,0,0,0,0,0,0,0,"28.5007° N, 77.0003° E",28.5007,77.0003
flat,emaar mgf the palm drive,sector 66,3.0,15384.0,3.0,3,2,12.0,Relatively New,1950.1,0,0,0,0,0,0,96,"28.3925° N, 77.0541° E",28.3925,77.0541
house,unitech uniworld resorts,sector 33,9.55,19288.0,6.0,7,3+,2.0,Relatively New,4950.0,1,1,1,1,0,2,126,"28.4420° N, 77.0207° E",28.442,77.0207
flat,signature global synera,sector 81,0.5,6802.0,2.0,2,3,6.0,Relatively New,700.0,0,0,0,0,0,0,117,"28.3867° N, 76.9485° E",28.3867,76.9485
house,unitech espace,sector 50,7.42,23188.0,4.0,4,3,2.0,Old Property,3200.0,0,0,0,0,0,2,88,"28.4178° N, 77.0628° E",28.4178,77.0628
flat,adani brahma samsara vilasa,sector 63,3.25,12037.0,3.0,3,3,4.0,New Property,2700.0,0,0,0,0,0,0,41,"28.3971° N, 77.0867° E",28.3971,77.0867
flat,sare homes,sector 92,0.82,5384.0,3.0,3,3+,12.0,Relatively New,1221.18,0,0,0,0,0,0,114,"28.4079° N, 76.9153° E",28.4079,76.9153
flat,mm skywalk,sector 74,1.6,9512.0,2.0,2,2,26.0,Relatively New,1548.0,0,0,0,0,0,2,158,"28.4158° N, 77.0118° E",28.4158,77.0118
flat,nbcc heights,sector 89,1.5,7058.0,3.0,3,3,8.0,Relatively New,2024.0,0,0,0,0,0,0,105,"28.4253° N, 76.9439° E",28.4253,76.9439
house,independent,sector 55,2.8,18714.0,4.0,4,0,2.0,Old Property,1500.0,0,0,0,0,0,0,0,"28.4281° N, 77.1100° E",28.4281,77.11
house,independent,sector 7,0.27,11945.0,2.0,2,1,2.0,Moderately old,225.0,0,0,0,0,0,0,12,"28.4644° N, 77.0143° E",28.4644,77.0143
flat,emaar imperial gardens,sector 102,2.05,9876.0,3.0,4,3+,14.0,Relatively New,2250.0,0,0,0,0,0,0,116,"28.4750° N, 76.9715° E",28.475,76.9715
house,independent,sector 26,20.0,44451.0,5.0,7,3+,3.0,Relatively New,4500.0,0,1,0,1,0,1,97,"28.4757° N, 77.1032° E",28.4757,77.1032
flat,sbtl caladium,sector 109,1.2,6382.0,3.0,2,2,8.0,Relatively New,1790.0,0,0,0,0,0,0,151,"28.5073° N, 77.0089° E",28.5073,77.0089
house,independent,sector 3,0.68,3876.0,5.0,3,0,1.0,Relatively New,1755.0,0,0,0,0,0,0,0,"28.4909° N, 77.0176° E",28.4909,77.0176
flat,smartworld dxp,sector 113,2.75,10589.0,4.0,4,3+,20.0,New Property,2886.0,0,0,0,0,0,1,57,"28.5287° N, 77.0233° E",28.5287,77.0233
house,independent,sector 25,6.5,36160.0,4.0,3,3,3.0,Moderately old,1800.0,1,0,0,1,0,0,19,"28.4844° N, 77.0860° E",28.4844,77.086
flat,gls arawali homes,sector 48,0.26,4513.0,2.0,2,2,4.0,Relatively New,640.0,0,0,0,0,0,0,42,"28.4177° N, 77.0359° E",28.4177,77.0359
flat,rof ananda,sector 95,0.46,6318.0,2.0,2,2,11.0,New Property,809.0,0,0,0,0,0,0,82,"28.4172° N, 76.9081° E",28.4172,76.9081
house,independent,sector 8,0.32,7078.0,2.0,3,1,1.0,Relatively New,450.0,0,0,0,0,0,0,0,"28.3738° N, 76.8970° E",28.3738,76.897
flat,bestech park view sanskruti,sector 92,1.55,7769.0,3.0,4,3,8.0,Relatively New,1900.0,0,0,0,0,0,0,49,"28.4079° N, 76.9153° E",28.4079,76.9153
flat,emaar imperial gardens,sector 102,1.7,8395.0,3.0,4,3+,8.0,Relatively New,1750.0,0,0,0,0,0,2,174,"28.4750° N, 76.9715° E",28.475,76.9715
flat,dlf new town heights,sector 90,1.25,6476.0,3.0,3,3+,6.0,Relatively New,1929.0,0,0,0,0,0,0,136,"28.4085° N, 76.9369° E",28.4085,76.9369
flat,emaar gurgaon greens,sector 102,1.52,9212.0,3.0,3,3,7.0,Relatively New,1354.0,0,0,0,0,0,2,137,"28.4750° N, 76.9715° E",28.475,76.9715
flat,sare homes,sector 92,0.65,4587.0,3.0,3,2,3.0,Relatively New,1574.0,0,0,0,0,0,0,6,"28.4079° N, 76.9153° E",28.4079,76.9153
flat,paras dews,sector 106,1.0,7220.0,2.0,2,3+,2.0,New Property,940.0,0,0,0,0,0,2,21,"28.5007° N, 77.0003° E",28.5007,77.0003
house,independent,sector 4,0.58,5672.0,4.0,2,1,2.0,Old Property,1025.0,0,0,0,1,0,0,7,"28.4738° N, 77.0107° E",28.4738,77.0107
flat,signature global park,sector 48,0.9,6254.0,3.0,3,3,3.0,Relatively New,1599.0,0,0,0,0,0,0,96,"28.4177° N, 77.0359° E",28.4177,77.0359
flat,tulip violet,sector 69,1.38,8972.0,3.0,3,1,12.0,Relatively New,1465.0,0,0,0,0,0,0,157,"28.3966° N, 77.0341° E",28.3966,77.0341
flat,ss the leaf,sector 85,2.7,7754.0,4.0,4,3+,23.0,New Property,3316.0,0,0,0,0,0,0,21,"28.4042° N, 76.9513° E",28.4042,76.9513
flat,tulip violet,sector 69,1.36,8618.0,3.0,3,2,12.0,Relatively New,1503.0,0,0,0,0,0,2,49,"28.3966° N, 77.0341° E",28.3966,77.0341
flat,corona optus,sector 37,1.27,7231.0,3.0,3,3,2.0,Relatively New,1679.0,0,0,0,0,0,0,49,"28.4375° N, 76.9999° E",28.4375,76.9999
flat,orris carnation residency,sector 85,0.88,5952.0,3.0,3,1,1.0,Relatively New,1414.0,0,0,0,0,0,0,65,"28.4042° N, 76.9513° E",28.4042,76.9513
flat,conscient heritage max,sector 102,1.75,9062.0,3.0,4,3+,16.0,Relatively New,1839.0,0,0,0,0,0,0,134,"28.4750° N, 76.9715° E",28.475,76.9715
flat,corona optus,sector 37,1.26,7250.0,3.0,3,3,4.0,New Property,1400.0,0,0,0,0,0,0,28,"28.4375° N, 76.9999° E",28.4375,76.9999
flat,ramprastha skyz,sector 37,1.2,6000.0,3.0,2,1,9.0,Under Construction,1900.0,0,0,0,0,0,0,53,"28.4375° N, 76.9999° E",28.4375,76.9999
flat,umang monsoon breeze,sector 78,0.69,5390.0,2.0,2,2,11.0,Moderately old,1422.0,0,0,0,0,0,0,60,"28.3733° N, 76.9729° E",28.3733,76.9729
flat,hcbs sports ville,sector 48,0.27,4345.0,2.0,2,2,10.0,Relatively New,619.0,0,0,0,0,0,0,43,"28.4177° N, 77.0359° E",28.4177,77.0359
flat,imt view society,sector 1,0.95,3653.0,3.0,4,3,6.0,Moderately old,2294.0,0,0,0,0,0,0,81,"28.3663° N, 76.9456° E",28.3663,76.9456
flat,indiabulls centrum park,sector 103,1.15,8679.0,2.0,2,3,10.0,Relatively New,1112.0,0,0,0,0,0,2,174,"28.4949° N, 76.9845° E",28.4949,76.9845
flat,ss,sector 85,2.14,7610.0,4.0,4,3,6.0,Relatively New,2300.0,0,0,0,0,0,0,49,"28.4042° N, 76.9513° E",28.4042,76.9513
flat,indiabulls centrum park,sector 103,1.34,7882.0,3.0,3,3+,12.0,Relatively New,1766.0,0,0,0,0,0,2,38,"28.4949° N, 76.9845° E",28.4949,76.9845
house,independent,sector 105,1.15,3287.0,3.0,2,1,1.0,Moderately old,3889.0,0,0,0,0,0,0,0,"28.4952° N, 77.0114° E",28.4952,77.0114
flat,ansal heights,sector 86,0.64,4706.0,2.0,2,1,3.0,New Property,1360.0,0,0,0,0,0,0,73,"28.3986° N, 76.9384° E",28.3986,76.9384
flat,uphar lakshya homes,sector 105,0.42,4200.0,3.0,2,1,1.0,Relatively New,1111.0,0,0,0,0,0,0,7,"28.4952° N, 77.0114° E",28.4952,77.0114
flat,emaar palm gardens,sector 83,1.8,9473.0,3.0,3,3,6.0,Relatively New,1594.0,0,0,0,0,0,2,97,"28.3986° N, 76.9647° E",28.3986,76.9647
flat,hsiidc sidco aravali,sector 1,0.9,3648.0,4.0,4,3,7.0,Moderately old,2350.0,0,0,0,0,0,0,0,"28.3663° N, 76.9456° E",28.3663,76.9456
flat,unitech uniworld gardens,sector 47,2.15,10306.0,3.0,4,3+,10.0,Moderately old,1950.0,0,0,0,0,0,0,49,"28.4276° N, 77.0492° E",28.4276,77.0492
flat,ats tourmaline,sector 109,1.5,6976.0,3.0,4,3+,4.0,Relatively New,1797.0,0,0,0,0,0,0,39,"28.5073° N, 77.0089° E",28.5073,77.0089
flat,rail vihar cghs,sector 56,1.35,10384.0,3.0,2,2,1.0,Old Property,1275.0,0,0,0,0,0,0,159,"28.4245° N, 77.0991° E",28.4245,77.0991
flat,shree vardhman flora,sector 90,1.0,5128.0,3.0,4,3,8.0,New Property,1857.0,0,0,0,0,0,0,95,"28.4085° N, 76.9369° E",28.4085,76.9369
house,independent,sector 3,0.55,7300.0,1.0,1,0,1.0,Relatively New,750.0,0,0,0,0,0,0,0,"28.4909° N, 77.0176° E",28.4909,77.0176
flat,ireo the corridors,sector 67,1.7,9843.0,3.0,3,2,10.0,New Property,1387.0,0,0,0,0,0,2,44,"28.3859° N, 77.0608° E",28.3859,77.0608
house,independent,sector 48,1.2,22297.0,1.0,4,3+,4.0,Old Property,535.0,0,0,0,0,0,0,8,"28.4177° N, 77.0359° E",28.4177,77.0359
flat,bptp terra,sector 37,1.65,7530.0,4.0,3,3+,6.0,Relatively New,2091.0,0,0,0,0,0,2,149,"28.4375° N, 76.9999° E",28.4375,76.9999
flat,tulip violet,sector 69,2.0,9950.0,4.0,4,2,0.0,Relatively New,1914.0,0,0,0,0,0,0,95,"28.3966° N, 77.0341° E",28.3966,77.0341
flat,bestech park view grand spa,sector 81,2.29,8609.0,3.0,4,3+,10.0,Relatively New,2378.0,0,0,0,0,0,1,174,"28.3867° N, 76.9485° E",28.3867,76.9485
flat,orris carnation residency,sector 85,0.9,4531.0,4.0,4,3,8.0,Moderately old,1575.0,0,0,0,0,0,2,40,"28.4042° N, 76.9513° E",28.4042,76.9513
house,shri shyam residency,sector 104,0.62,6889.0,3.0,3,1,2.0,Moderately old,900.0,0,0,0,0,1,1,8,"28.4788° N, 76.9960° E",28.4788,76.996
house,emaar mgf marbella,sector 66,12.0,37038.0,5.0,5,3+,3.0,New Property,3240.0,0,1,1,1,0,2,106,"28.3925° N, 77.0541° E",28.3925,77.0541
flat,mapsko mount ville,sector 79,1.2,8052.0,3.0,3,3,9.0,Relatively New,1356.0,0,0,0,0,0,2,104,"28.3624° N, 76.9787° E",28.3624,76.9787
flat,shree vardhman victoria,sector 70,1.63,8358.0,3.0,5,3,12.0,Relatively New,1574.0,0,0,0,0,0,0,43,"28.3968° N, 77.0233° E",28.3968,77.0233
house,vipul world,sector 48,3.35,5588.0,6.0,5,3+,3.0,Moderately old,6000.0,0,0,0,0,0,0,53,"28.4177° N, 77.0359° E",28.4177,77.0359
flat,sare crescent parc,sector 92,1.44,7068.0,4.0,4,3,8.0,Relatively New,2267.0,0,0,0,0,0,0,37,"28.4079° N, 76.9153° E",28.4079,76.9153
flat,ireo the grand arch,sector 58,2.2,16000.0,2.0,2,2,6.0,Relatively New,1310.0,0,0,0,0,0,0,42,"28.4200° N, 77.1105° E",28.42,77.1105
flat,tarc maceo,sector 91,1.4,7407.0,3.0,3,3+,7.0,Relatively New,1700.0,0,0,0,0,0,0,76,"28.4014° N, 76.9225° E",28.4014,76.9225
flat,adani aangan arcade,sector 89,0.5,7763.0,2.0,2,1,4.0,Relatively New,672.0,0,0,0,0,0,1,69,"28.4253° N, 76.9439° E",28.4253,76.9439
flat,dlf new town heights,sector 90,1.2,6217.0,3.0,3,3+,8.0,Moderately old,2144.0,0,0,0,0,0,0,59,"28.4085° N, 76.9369° E",28.4085,76.9369
flat,dlf the primus,sector 82,1.8,13846.0,3.0,3,3+,10.0,Relatively New,1588.0,0,0,0,0,0,1,174,"28.3935° N, 76.9600° E",28.3935,76.96
flat,emaar mgf emerald floors,sector 65,2.6,15758.0,3.0,3,3+,3.0,Relatively New,1833.0,0,0,0,0,0,0,0,"28.4030° N, 77.0690° E",28.403,77.069
house,independent,sector 57,6.21,22985.0,6.0,6,3+,4.0,Old Property,2700.0,1,1,1,1,0,0,52,"28.4232° N, 77.0752° E",28.4232,77.0752
flat,sare homes,sector 92,0.6,5000.0,3.0,2,3,4.0,Moderately old,1333.0,0,0,0,0,0,2,49,"28.4079° N, 76.9153° E",28.4079,76.9153
flat,ashok vihar phase,sector 3,0.28,4307.0,2.0,2,1,3.0,Relatively New,615.0,0,0,0,0,0,0,64,"28.4909° N, 77.0176° E",28.4909,77.0176
flat,emaar digihomes,sector 62,2.1,14254.0,2.0,2,2,30.0,New Property,1436.0,0,0,0,0,0,0,52,"28.4139° N, 77.0886° E",28.4139,77.0886
house,independent,sector 25,6.5,36160.0,4.0,4,3+,2.0,Moderately old,1800.0,1,1,1,1,0,0,61,"28.4844° N, 77.0860° E",28.4844,77.086
house,independent,sector 1,4.75,10557.0,6.0,7,0,4.0,Moderately old,4500.0,0,0,0,0,0,0,0,"28.3663° N, 76.9456° E",28.3663,76.9456
flat,paras dews,sector 106,1.35,8940.0,4.0,3,3,19.0,Old Property,1678.0,0,0,0,0,0,0,112,"28.5007° N, 77.0003° E",28.5007,77.0003
flat,signature global park,sector 48,0.55,6690.0,2.0,2,3,3.0,Relatively New,913.0,0,0,0,0,0,0,58,"28.4177° N, 77.0359° E",28.4177,77.0359
flat,shree vardhman flora,sector 90,0.65,4814.0,2.0,2,3,6.0,Relatively New,1286.0,0,0,0,0,0,0,174,"28.4085° N, 76.9369° E",28.4085,76.9369
flat,raheja revanta,sector 78,1.2,10018.0,1.0,2,2,32.0,Under Construction,851.0,0,0,0,0,0,0,39,"28.3733° N, 76.9729° E",28.3733,76.9729
flat,signature andour heights,sector 71,0.37,8222.0,1.0,1,2,2.0,Relatively New,450.0,0,0,0,0,0,0,65,"28.4104° N, 77.0281° E",28.4104,77.0281
house,independent,sector 7,0.45,4977.0,3.0,2,1,2.0,Old Property,900.0,0,0,0,0,1,0,12,"28.4644° N, 77.0143° E",28.4644,77.0143
flat,mm golfestate,sector 79,1.4,10000.0,2.0,2,2,4.0,Relatively New,1556.0,0,0,0,0,0,1,83,"28.3624° N, 76.9787° E",28.3624,76.9787
flat,ambience creacions,sector 22,1.99,15546.0,2.0,2,2,9.0,New Property,1285.0,0,0,0,0,0,0,49,"28.5072° N, 77.0640° E",28.5072,77.064
flat,sare homes,sector 92,0.95,4871.0,4.0,3,3,13.0,New Property,1857.0,0,0,0,0,0,0,0,"28.4079° N, 76.9153° E",28.4079,76.9153
flat,bhagwati sadan,sector 12,1.15,5750.0,3.0,4,2,2.0,Old Property,2000.0,0,0,0,0,0,2,28,"28.4723° N, 77.0320° E",28.4723,77.032
house,birla navya,sector 63,3.85,15417.0,3.0,3,3+,4.0,New Property,2771.0,0,1,0,0,0,2,160,"28.3971° N, 77.0867° E",28.3971,77.0867
flat,sare crescent parc,sector 92,0.71,4933.0,3.0,3,2,6.0,Relatively New,1596.0,0,0,0,0,0,0,37,"28.4079° N, 76.9153° E",28.4079,76.9153
flat,emaar mgf emerald floors premier,sector 65,2.7,16363.0,3.0,3,3,5.0,Relatively New,1833.0,0,0,0,0,0,2,108,"28.4030° N, 77.0690° E",28.403,77.069
house,bestech park view aindependentda,sector 81,4.35,7940.0,4.0,4,3,2.0,Relatively New,5480.0,0,1,1,0,0,0,51,"28.3867° N, 76.9485° E",28.3867,76.9485
flat,mvn athens,sector 48,0.24,7057.0,1.0,1,1,12.0,Relatively New,378.0,0,0,0,0,0,0,66,"28.4177° N, 77.0359° E",28.4177,77.0359
house,unitech aspen greens,sector 50,6.8,31430.0,4.0,5,3,3.0,Old Property,2163.54,1,1,0,0,0,2,111,"28.4178° N, 77.0628° E",28.4178,77.0628
flat,millenium bajrang society,sector 43,2.5,9433.0,4.0,4,3+,2.0,Relatively New,2524.0,0,0,0,0,0,2,94,"28.4629° N, 77.0772° E",28.4629,77.0772
flat,puri diplomatic greens,sector 111,3.7,12542.0,4.0,5,3+,12.0,Relatively New,2650.0,0,0,0,0,0,2,158,"28.5238° N, 77.0320° E",28.5238,77.032
flat,eldeco accolade,sector 48,1.35,6136.0,3.0,3,3,2.0,New Property,2444.0,0,0,0,0,0,0,72,"28.4177° N, 77.0359° E",28.4177,77.0359
flat,dlf the ultima,sector 81,3.25,11805.0,4.0,4,3+,11.0,Moderately old,2622.0,0,0,0,0,0,0,28,"28.3867° N, 76.9485° E",28.3867,76.9485
flat,bptp pedestal,sector 70,1.9,9500.0,4.0,3,3,2.0,New Property,2111.0,0,0,0,0,0,0,133,"28.3968° N, 77.0233° E",28.3968,77.0233
flat,shapoorji pallonji joyville gurugram,sector 102,2.12,11447.0,3.0,3,3,9.0,Relatively New,1852.0,0,0,0,0,0,0,72,"28.4750° N, 76.9715° E",28.475,76.9715
flat,mm merlin,sector 67,3.4,14418.0,3.0,4,3,17.0,Relatively New,2246.0,0,0,0,0,0,2,174,"28.3859° N, 77.0608° E",28.3859,77.0608
flat,paras dews,sector 106,1.15,6052.0,3.0,4,3,5.0,Relatively New,1305.0,0,0,0,0,0,0,49,"28.5007° N, 77.0003° E",28.5007,77.0003
flat,avl gurgaon,sector 36,0.45,9000.0,1.0,1,1,9.0,Relatively New,476.0,0,0,0,0,0,0,0,"28.4160° N, 76.9914° E",28.416,76.9914
house,raj villas,sector 52,8.0,25540.0,6.0,5,3+,4.0,Moderately old,3132.29,0,0,0,0,0,0,0,"28.4379° N, 77.0785° E",28.4379,77.0785
flat,ansal housing highland park,sector 103,2.0,7490.0,4.0,5,3+,14.0,New Property,2543.0,0,0,0,0,0,0,45,"28.4949° N, 76.9845° E",28.4949,76.9845
flat,sare crescent parc,sector 92,0.8,4210.0,4.0,3,2,10.0,Relatively New,1810.0,0,0,0,0,0,0,37,"28.4079° N, 76.9153° E",28.4079,76.9153
flat,pyramid urban,sector 67,0.56,7928.0,2.0,2,2,0.0,Relatively New,778.0,0,0,0,0,0,0,49,"28.3859° N, 77.0608° E",28.3859,77.0608
flat,mm soulitude,sector 89,1.25,8784.0,3.0,3,0,4.0,New Property,1423.0,0,0,0,0,0,0,0,"28.4253° N, 76.9439° E",28.4253,76.9439
flat,eldeco accolade,sector 48,0.95,6542.0,2.0,2,3+,6.0,New Property,1163.0,0,0,0,0,0,2,56,"28.4177° N, 77.0359° E",28.4177,77.0359
flat,park view apartments,sector 15,1.6,11034.0,3.0,3,3+,2.0,Moderately old,1611.0,0,0,0,0,0,0,56,"28.4621° N, 77.0464° E",28.4621,77.0464
flat,breez global heights,sector 48,0.21,5329.0,1.0,1,1,2.0,Relatively New,438.0,0,0,0,0,0,0,21,"28.4177° N, 77.0359° E",28.4177,77.0359
flat,shapoorji pallonji joyville gurugram,sector 102,1.95,10529.0,3.0,3,3,10.0,Relatively New,1764.0,0,0,0,0,0,0,59,"28.4750° N, 76.9715° E",28.475,76.9715
house,independent,sector 43,2.15,13055.0,1.0,1,0,1.0,Moderately old,1650.0,0,0,0,0,0,0,0,"28.4629° N, 77.0772° E",28.4629,77.0772
flat,tulip purple,sector 69,2.6,10833.0,4.0,4,3+,4.0,Moderately old,2286.0,0,0,0,0,0,0,37,"28.3966° N, 77.0341° E",28.3966,77.0341
house,international city by sobha phase 2,sector 109,7.0,12955.0,4.0,4,3+,2.0,Relatively New,5400.0,0,0,0,0,0,2,102,"28.5073° N, 77.0089° E",28.5073,77.0089
flat,aipl the peaceful homes,sector 70,2.3,10697.0,3.0,3,3,3.0,Relatively New,2048.0,0,0,0,0,0,2,124,"28.3968° N, 77.0233° E",28.3968,77.0233
flat,emaar mgf emerald floors premier,sector 65,2.0,12121.0,3.0,3,3,1.0,Relatively New,1833.0,0,0,0,0,0,2,124,"28.4030° N, 77.0690° E",28.403,77.069
flat,guru gram haryana cghs,sector 56,1.39,7227.0,3.0,3,3,4.0,Moderately old,1829.0,0,0,0,0,0,2,134,"28.4245° N, 77.0991° E",28.4245,77.0991
house,unitech aspen greens,sector 50,6.95,32123.0,3.0,3,1,2.0,Moderately old,2160.0,0,1,0,0,0,0,160,"28.4178° N, 77.0628° E",28.4178,77.0628
house,independent,sector 45,4.49,24394.0,3.0,9,3+,3.0,Moderately old,1840.63,0,0,0,0,1,2,90,"28.4466° N, 77.0660° E",28.4466,77.066
house,independent,sector 3,3.5,9211.0,1.0,1,0,1.0,Relatively New,3800.0,0,0,0,0,0,0,0,"28.4909° N, 77.0176° E",28.4909,77.0176
flat,signature global park,sector 48,0.52,6326.0,2.0,2,2,3.0,Relatively New,913.0,0,0,0,0,0,0,161,"28.4177° N, 77.0359° E",28.4177,77.0359
flat,supertech araville,sector 79,1.1,5641.0,3.0,3,3,1.0,Relatively New,2167.0,0,0,0,0,0,2,106,"28.3624° N, 76.9787° E",28.3624,76.9787
flat,earth copia,sector 112,0.7,4673.0,2.0,2,2,4.0,Relatively New,1498.0,0,0,0,0,0,0,65,"28.5189° N, 77.0183° E",28.5189,77.0183
flat,parsvnath green ville,sector 48,1.5,8787.0,3.0,3,3,1.0,Old Property,1600.0,0,0,0,0,0,2,128,"28.4177° N, 77.0359° E",28.4177,77.0359
flat,pyramid elite,sector 86,0.45,7739.0,2.0,2,1,4.0,Relatively New,646.0,0,0,0,0,0,0,66,"28.3986° N, 76.9384° E",28.3986,76.9384
house,independent,sector 4,0.47,10650.0,2.0,2,1,2.0,New Property,50.0,1,0,0,0,0,2,73,"28.4738° N, 77.0107° E",28.4738,77.0107
flat,ss the leaf,sector 85,1.58,7714.0,3.0,4,3,8.0,Relatively New,2284.0,0,0,0,0,0,0,159,"28.4042° N, 76.9513° E",28.4042,76.9513
flat,paras dews,sector 106,1.17,6647.0,3.0,4,3+,12.0,Relatively New,1186.0,0,0,0,0,0,0,49,"28.5007° N, 77.0003° E",28.5007,77.0003
flat,bestech park view grand spa,sector 81,4.7,6786.0,4.0,4,3+,19.0,Relatively New,6596.0,0,0,0,0,0,2,140,"28.3867° N, 76.9485° E",28.3867,76.9485
flat,lotus homz,sector 111,0.6,8450.0,2.0,2,3,9.0,New Property,789.0,0,0,0,0,0,0,52,"28.5238° N, 77.0320° E",28.5238,77.032
house,independent,sector 7,2.0,11126.0,2.0,2,1,2.0,Relatively New,1800.0,0,0,0,0,0,0,0,"28.4644° N, 77.0143° E",28.4644,77.0143
flat,ramprastha skyz,sector 37,1.25,7250.0,3.0,3,3+,2.0,Relatively New,1725.0,0,0,0,0,0,0,8,"28.4375° N, 76.9999° E",28.4375,76.9999
house,sushant lok 1 builder floors,sector 43,2.45,45523.0,1.0,4,3+,3.0,Moderately old,540.0,1,1,0,1,1,1,123,"28.4629° N, 77.0772° E",28.4629,77.0772
flat,ats kocoon,sector 109,2.15,10262.0,3.0,4,3,9.0,Relatively New,1995.0,0,0,0,0,0,0,97,"28.5073° N, 77.0089° E",28.5073,77.0089
flat,suncity avenue,sector 102,0.48,9023.0,2.0,2,1,5.0,Relatively New,597.0,0,0,0,0,0,0,159,"28.4750° N, 76.9715° E",28.475,76.9715
house,ireo victory valley,sector 67,8.0,22252.0,6.0,7,3+,3.0,Moderately old,3600.0,1,1,1,1,0,2,151,"28.3859° N, 77.0608° E",28.3859,77.0608
flat,orris aster court,sector 85,0.69,5221.0,2.0,2,2,5.0,Relatively New,1075.0,0,0,0,0,0,0,37,"28.4042° N, 76.9513° E",28.4042,76.9513
flat,my home,sector 2,0.22,4400.0,2.0,2,1,1.0,New Property,556.0,0,0,0,0,0,2,0,"28.5095° N, 77.0320° E",28.5095,77.032
house,independent,sector 43,15.5,28235.0,5.0,6,3,3.0,Moderately old,5490.0,1,1,1,1,0,0,76,"28.4629° N, 77.0772° E",28.4629,77.0772
house,international city by sobha phase 1,sector 109,5.9,24253.0,4.0,5,2,2.0,Relatively New,2430.0,0,1,0,0,0,2,111,"28.5073° N, 77.0089° E",28.5073,77.0089
flat,ansal heights,sector 92,0.6,4546.0,2.0,2,3,11.0,Under Construction,1257.0,0,0,0,0,0,0,23,"28.4079° N, 76.9153° E",28.4079,76.9153
flat,orchid petals,sector 49,1.9,10526.0,3.0,3,3,9.0,Moderately old,2006.0,0,0,0,0,0,0,95,"28.4121° N, 77.0480° E",28.4121,77.048
flat,puri emerald bay,sector 104,1.5,9678.0,2.0,2,2,7.0,Under Construction,1476.0,0,0,0,0,0,0,43,"28.4788° N, 76.9960° E",28.4788,76.996
