property_type,society,sector,price,price_per_sqft,area,areaWithType,bedRoom,bathroom,balcony,floorNum,facing,agePossession,super_built_up_area,built_up_area,carpet_area,study room,servent room,store room,pooja room,others,furnishing_type,luxury_score,area_room_ratio
house,huda flats,sector 7,2.3,17094.0,1345.49,Plot area 150(125.42 sq.m.),5.0,3,3+,3.0,North-East,Old Property,,1350.0,,1,1,0,1,0,0,27,269.098
house,aindependentt raj estates,sector 63,8.5,27137.0,3132.29,Plot area 348(290.97 sq.m.),6.0,6,3+,3.0,East,Under Construction,,3132.0,,0,0,1,1,0,0,29,522.0483333333333
flat,la vida by tata housing,sector 113,2.85,12855.0,2217.0,Super Built up area 2217(205.97 sq.m.),3.0,3,3+,10.0,East,New Property,2217.0,,,0,0,0,0,0,0,72,739.0
flat,bestech park view residency,sector 2,1.55,8072.0,1920.2,Super Built up area 1920(178.37 sq.m.),3.0,4,3+,10.0,East,Moderately old,1920.0,,,0,0,0,0,0,0,100,640.0666666666667
flat,shree vardhman victoria,sector 70,1.6,8205.0,1950.0,Super Built up area 1950(181.16 sq.m.)Carpet area: 1161 sq.ft. (107.86 sq.m.),3.0,3,3,10.0,South,Relatively New,1950.0,,1161.0,0,0,0,0,0,0,43,650.0
flat,mm skycity,sector 65,3.5,17039.0,2054.1,Carpet area: 2054 (190.82 sq.m.),3.0,3,3,15.0,East,New Property,,,2054.0,0,0,0,0,0,2,166,684.6999999999999
flat,ireo victory valley,sector 67,4.5,14097.0,3192.2,Super Built up area 3192(296.55 sq.m.)Built Up area: 3160 sq.ft. (293.57 sq.m.)Carpet area: 3000 sq.ft. (278.71 sq.m.),4.0,4,3+,0.0,North,Relatively New,3192.0,3160.0,3000.0,0,0,0,0,0,2,42,798.05
flat,afnhb jalvayu vihar,sector 30,0.69,7272.0,948.8,Super Built up area 990(91.97 sq.m.),2.0,2,1,3.0,North-East,Old Property,990.0,,,0,0,0,0,0,0,65,474.4
flat,hcbs sports ville,sector 48,0.29,5587.0,519.1,Carpet area: 519 (48.22 sq.m.),2.0,2,1,4.0,,Relatively New,,,519.0,0,0,0,0,0,0,44,259.55
flat,emaar gurgaon greens,sector 102,1.4,8484.0,1650.2,Super Built up area 1650(153.29 sq.m.)Carpet area: 1200 sq.ft. (111.48 sq.m.),3.0,3,3,9.0,South-West,Relatively New,1650.0,,1200.0,0,0,0,0,0,0,49,550.0666666666667
flat,dlf regal gardens,sector 90,1.29,7103.0,1816.1,Super Built up area 1818(168.9 sq.m.)Built Up area: 1817 sq.ft. (168.8 sq.m.)Carpet area: 1816 sq.ft. (168.71 sq.m.),3.0,3,3+,12.0,South-East,Relatively New,1818.0,1817.0,1816.0,0,0,0,0,0,0,152,605.3666666666667
flat,godrej oasis,sector 88,1.5,8108.0,1850.0,Super Built up area 1850(171.87 sq.m.),3.0,3,3+,11.0,North-East,New Property,1850.0,,,0,0,0,0,0,0,39,616.6666666666666
flat,ramsons kshitij,sector 95,0.22,6471.0,340.0,Super Built up area 340(31.59 sq.m.),1.0,1,1,2.0,,New Property,340.0,,,0,0,0,0,0,0,0,340.0
flat,ats tourmaline,sector 109,2.3,8897.0,2585.1,Super Built up area 2585(240.15 sq.m.),3.0,4,3+,10.0,East,New Property,2585.0,,,0,0,0,0,0,0,74,861.6999999999999
house,independent,sector 10,4.25,17947.0,2368.06,Built Up area: 2367 (219.9 sq.m.)Carpet area: 1800 sq.ft. (167.23 sq.m.),4.0,3,2,1.0,North-East,Undefined,,2367.0,1800.0,0,0,0,0,0,0,0,592.015
flat,silverglades hightown residences,sector 43,4.2,19767.0,2124.8,Super Built up area 2150(199.74 sq.m.),3.0,4,2,7.0,East,Undefined,2150.0,,,0,0,0,0,0,0,42,708.2666666666668
flat,dhoot time residency,sector 63,3.0,18270.0,1642.0,Built Up area: 1642 (152.55 sq.m.)Carpet area: 1500 sq.ft. (139.35 sq.m.),3.0,3,3+,14.0,,Relatively New,,1642.0,1500.0,0,0,0,0,0,2,0,547.3333333333334
flat,ss the leaf,sector 85,1.06,6343.0,1671.1,Super Built up area 1671(155.24 sq.m.),2.0,2,2,12.0,South,Relatively New,1671.0,,,0,0,0,0,0,0,44,835.55
flat,signature global synera,sector 81,0.48,8451.0,568.0,Super Built up area 657(61.04 sq.m.)Carpet area: 568 sq.ft. (52.77 sq.m.),2.0,2,1,7.0,South-East,Relatively New,657.0,,568.0,0,0,0,0,0,2,70,284.0
flat,the close north,sector 50,2.35,11767.0,1997.1,Super Built up area 1997(185.53 sq.m.)Built Up area: 1950 sq.ft. (181.16 sq.m.)Carpet area: 1850 sq.ft. (171.87 sq.m.),3.0,3,3+,8.0,North-East,Moderately old,1997.0,1950.0,1850.0,0,0,0,0,0,2,165,665.6999999999999
house,independent,sector 3,0.7,6993.0,1001.04,Plot area 111(92.81 sq.m.),2.0,3,1,1.0,North,Relatively New,,999.0,,0,0,1,1,0,0,29,500.52
flat,puri the aravallis,sector 61,3.87,17200.0,2250.0,Super Built up area 2250(209.03 sq.m.)Carpet area: 1249.65 sq.ft. (116.1 sq.m.),3.0,4,3+,21.0,East,Undefined,2250.0,,1249.65,0,0,0,0,0,0,58,750.0
flat,bestech park view sanskruti,sector 92,1.5,7812.0,1920.1,Super Built up area 1920(178.37 sq.m.),3.0,3,3,3.0,East,Relatively New,1920.0,,,0,0,0,0,0,0,49,640.0333333333333
flat,dlf express greens,sector 1,1.5,6358.0,2359.2,Super Built up area 2359(219.16 sq.m.),4.0,5,3+,10.0,East,New Property,2359.0,,,0,0,0,0,0,0,32,589.8
flat,signature global orchard avenue,sector 93,0.4,7358.0,543.6,Carpet area: 543.53 (50.5 sq.m.),2.0,2,2,11.0,,New Property,,,543.53,0,0,0,0,0,0,37,271.8
house,independent,sector 13,2.25,6945.0,3239.93,Carpet area: 360 (301.01 sq.m.),10.0,10,2,1.0,East,Undefined,,,360.0,0,0,0,0,0,0,0,323.993
house,independent,sector 43,2.1,4250.0,4940.64,Plot area 61(51 sq.m.),10.0,10,3+,5.0,West,New Property,,549.0,,0,1,0,0,0,0,20,494.064
flat,umang monsoon breeze,sector 78,0.88,4746.0,1854.2,Super Built up area 1854(172.24 sq.m.)Built Up area: 1668 sq.ft. (154.96 sq.m.)Carpet area: 1501 sq.ft. (139.45 sq.m.),3.0,4,3,8.0,North-West,Moderately old,1854.0,1668.0,1501.0,0,0,0,0,0,0,111,618.0666666666667
flat,tulip ivory,sector 70,5.0,10416.0,4800.3,Carpet area: 4800 (445.93 sq.m.),6.0,7,3+,0.0,,Relatively New,,,4800.0,0,0,0,0,0,0,119,800.0500000000001
flat,dlf the arbour,sector 63,7.8,19747.0,3950.0,Built Up area: 3950 (366.97 sq.m.),4.0,4,0,6.0,,Undefined,,3950.0,,0,0,0,0,0,0,61,987.5
flat,umang winter hills,sector 77,0.92,5049.0,1822.1,Super Built up area 1822(169.27 sq.m.)Carpet area: 1400 sq.ft. (130.06 sq.m.),3.0,3,3,17.0,North-East,Relatively New,1822.0,,1400.0,0,0,0,0,0,2,49,607.3666666666667
flat,mm woodshire,sector 107,0.8,5856.0,1366.1,Super Built up area 1366(126.91 sq.m.),2.0,2,3+,7.0,North-East,Relatively New,1366.0,,,0,0,0,0,0,2,165,683.05
flat,vatika lifestyle homes,sector 83,1.25,6839.0,1827.8,Super Built up area 1827.5(169.78 sq.m.),3.0,2,1,6.0,South-West,Relatively New,1827.494942,,,0,0,0,0,0,1,174,609.2666666666667
flat,ss the leaf,sector 85,1.77,7350.0,2408.2,Super Built up area 2408(223.71 sq.m.)Built Up area: 1450 sq.ft. (134.71 sq.m.)Carpet area: 1300 sq.ft. (120.77 sq.m.),3.0,4,3,6.0,South-East,Moderately old,2408.0,1450.0,1300.0,0,0,0,0,0,2,135,802.7333333333332
flat,ireo the corridors,sector 67,2.0,11580.0,1727.1,Super Built up area 1727(160.44 sq.m.)Carpet area: 1017 sq.ft. (94.48 sq.m.),3.0,3,2,6.0,,Under Construction,1727.0,,1017.0,0,0,0,0,0,0,15,575.6999999999999
flat,godrej air,sector 85,1.8,13136.0,1370.3,Carpet area: 127.3,3.0,3,3,30.0,,Under Construction,,,127.3,0,0,0,0,0,0,45,456.76666666666665
house,independent,sector 4,2.25,9633.0,2335.77,Plot area 260(217.39 sq.m.)Built Up area: 250 sq.yards (209.03 sq.m.)Carpet area: 245 sq.yards (204.85 sq.m.),3.0,2,1,1.0,North-East,Old Property,,250.0,245.0,0,1,0,1,0,0,8,778.59
house,independent,sector 43,5.25,27097.0,1937.5,Plot area 215(179.77 sq.m.),4.0,4,2,2.0,,Old Property,,1935.0,,1,1,0,0,0,2,80,484.375
flat,maxworth city residences,sector 10,0.9,7083.0,1270.6,Super Built up area 1200(111.48 sq.m.),2.0,2,3,9.0,East,New Property,1200.0,,,0,0,0,0,0,0,52,635.3
flat,tata primanti,sector 72,4.0,13769.0,2905.1,Super Built up area 2905(269.88 sq.m.)Built Up area: 2800 sq.ft. (260.13 sq.m.)Carpet area: 2500 sq.ft. (232.26 sq.m.),4.0,5,3+,9.0,North-East,Relatively New,2905.0,2800.0,2500.0,0,0,0,0,0,2,165,726.275
house,ansal api spanish court,sector 2,2.9,18581.0,1560.77,Plot area 173(144.65 sq.m.)Built Up area: 1415 sq.yards (1183.12 sq.m.)Carpet area: 1350 sq.yards (1128.77 sq.m.),4.0,4,3,2.0,North,Relatively New,,1415.0,1350.0,0,0,1,0,0,2,49,390.1925
flat,godrej aria,sector 79,1.7,7426.0,2289.2,Super Built up area 2289(212.66 sq.m.)Carpet area: 1121 sq.ft. (104.14 sq.m.),3.0,4,3+,6.0,East,New Property,2289.0,,1121.0,0,0,0,0,0,0,81,763.0666666666666
flat,tata primanti,sector 72,3.19,12152.0,2625.1,Super Built up area 2625(243.87 sq.m.),4.0,5,3+,20.0,North,Relatively New,2625.0,,,0,0,0,0,0,2,159,656.275
flat,tulip violet,sector 69,1.31,8517.0,1538.1,Super Built up area 1538(142.88 sq.m.),3.0,3,2,12.0,East,Relatively New,1538.0,,,0,0,0,0,0,2,174,512.6999999999999
house,4s aradhya homes,sector 67,1.83,6773.0,2701.74,Plot area 300(250.84 sq.m.),4.0,4,2,4.0,East,New Property,,2700.0,,0,0,0,1,0,2,145,675.435
house,independent,sector 57,8.31,24201.0,3433.68,Plot area 382(319.4 sq.m.),5.0,6,3+,4.0,North-East,Old Property,,3438.0,,1,1,1,1,0,0,34,686.736
flat,mvn athens,sector 48,0.25,4258.0,587.1,Built Up area: 587 (54.53 sq.m.),2.0,2,1,0.0,,Relatively New,,587.0,,0,0,0,0,0,0,38,293.55
flat,sare crescent parc,sector 92,0.9,4260.0,2112.7,Super Built up area 1995(185.34 sq.m.),4.0,5,3+,3.0,,Relatively New,1995.0,,,0,0,0,0,0,0,0,528.175
flat,emaar gurgaon greens,sector 102,1.35,8181.0,1650.2,Super Built up area 1650(153.29 sq.m.)Carpet area: 1022.58 sq.ft. (95 sq.m.),3.0,3,3,5.0,North-West,Relatively New,1650.0,,1022.58,0,0,0,0,0,0,119,550.0666666666667
house,independent,sector 7,2.0,13866.0,1442.36,Plot area 160(133.78 sq.m.),2.0,2,2,2.0,North-West,Old Property,,1440.0,,0,0,0,0,0,0,22,721.18
flat,dlf the arbour,sector 63,7.52,19000.0,3957.9,Built Up area: 3956 (367.52 sq.m.)Carpet area: 2200 sq.ft. (204.39 sq.m.),4.0,4,3,15.0,West,Undefined,,3956.0,2200.0,0,0,0,0,0,0,61,989.475
house,unitech espace,sector 50,9.8,30248.0,3239.93,Plot area 360(301.01 sq.m.)Built Up area: 300 sq.yards (250.84 sq.m.)Carpet area: 280 sq.yards (234.12 sq.m.),4.0,4,3,2.0,North-West,Moderately old,,300.0,280.0,0,1,0,0,0,0,22,809.9825
flat,bptp freedom park life,sector 57,5.5,8982.0,6123.4,Built Up area: 5010 (465.44 sq.m.),5.0,6,3+,19.0,East,Moderately old,,5010.0,,0,0,0,0,0,2,153,1224.6799999999998
flat,vatika the seven lamps,sector 82,0.94,6567.0,1431.4,Super Built up area 1435(133.32 sq.m.),2.0,2,2,12.0,East,Relatively New,1435.0,,,0,0,0,0,0,2,103,715.7
flat,mm sky lofts,sector 71,1.0,11500.0,869.6,Built Up area: 869 (80.73 sq.m.)Carpet area: 435 sq.ft. (40.41 sq.m.),1.0,1,1,9.0,,Undefined,,869.0,435.0,0,0,0,0,0,0,0,869.6
flat,umang winter hills,sector 77,1.1,5296.0,2077.0,Super Built up area 2077(192.96 sq.m.)Carpet area: 1600 sq.ft. (148.64 sq.m.),3.0,4,3+,9.0,North,Relatively New,2077.0,,1600.0,0,0,0,0,0,0,49,692.3333333333334
flat,breez global heights,sector 48,0.46,4842.0,950.0,Super Built up area 950(88.26 sq.m.)Built Up area: 800 sq.ft. (74.32 sq.m.)Carpet area: 700 sq.ft. (65.03 sq.m.),2.0,2,2,4.0,North-East,Relatively New,950.0,800.0,700.0,0,0,0,0,0,1,93,475.0
flat,ats tourmaline,sector 109,2.25,8704.0,2585.0,Super Built up area 2585(240.15 sq.m.),3.0,4,3,14.0,North-East,Relatively New,2585.0,,,0,0,0,0,0,0,101,861.6666666666666
flat,la lagune,sector 54,6.75,21360.0,3160.1,Super Built up area 3160(293.57 sq.m.)Built Up area: 2455 sq.ft. (228.08 sq.m.)Carpet area: 2240 sq.ft. (208.1 sq.m.),4.0,6,3+,11.0,East,Moderately old,3160.0,2455.0,2240.0,0,0,0,0,0,2,119,790.025
flat,ss the leaf,sector 85,1.3,7779.0,1671.2,Super Built up area 1671(155.24 sq.m.)Carpet area: 1169 sq.ft. (108.6 sq.m.),2.0,2,3+,16.0,East,Relatively New,1671.0,,1169.0,0,0,0,0,0,0,148,835.6
flat,emaar imperial gardens,sector 102,1.98,9900.0,2000.0,Carpet area: 2000 (185.81 sq.m.),3.0,3,3+,9.0,North,Relatively New,,,2000.0,0,0,0,0,0,2,72,666.6666666666666
house,independent,sector 7,0.45,8040.0,559.72,Plot area 562(52.21 sq.m.),3.0,2,1,1.0,North-East,Old Property,,562.0,,0,0,0,0,0,0,15,186.57333333333335
flat,ramsons kshitij,sector 95,0.3,3158.0,950.0,Built Up area: 950 (88.26 sq.m.)Carpet area: 552 sq.ft. (51.28 sq.m.),2.0,2,1,11.0,,Undefined,,950.0,552.0,0,0,0,0,0,0,0,475.0
flat,emaar mgf emerald floors premier,sector 65,2.85,14430.0,1975.0,Carpet area: 1975 (183.48 sq.m.),4.0,4,3,3.0,North,Relatively New,,,1975.0,0,0,0,0,0,0,28,493.75
house,ireo victory valley,sector 67,8.0,22252.0,3595.14,Plot area 400(334.45 sq.m.),6.0,7,3+,51.0,North-East,Moderately old,,3600.0,,1,1,0,1,0,2,49,599.1899999999999
flat,vatika the seven lamps,sector 82,0.81,6192.0,1308.1,Super Built up area 1300(120.77 sq.m.),2.0,2,2,15.0,West,Relatively New,1300.0,,,0,0,0,0,0,2,117,654.05
flat,supertech hues,sector 68,0.93,8611.0,1080.0,Carpet area: 1080 (100.34 sq.m.),2.0,2,2,11.0,,Undefined,,,1080.0,0,0,0,0,0,0,0,540.0
flat,mm urbana,sector 67,1.0,12107.0,826.0,Built Up area: 826 (76.74 sq.m.),1.0,1,1,17.0,South,Relatively New,,826.0,,0,0,0,0,0,0,49,826.0
flat,ss,sector 85,1.98,8222.0,2408.2,Super Built up area 2408(223.71 sq.m.)Built Up area: 2300 sq.ft. (213.68 sq.m.)Carpet area: 2200 sq.ft. (204.39 sq.m.),3.0,4,3,6.0,West,Relatively New,2408.0,2300.0,2200.0,0,0,0,0,0,0,42,802.7333333333332
flat,la vida by tata housing,sector 113,2.78,10696.0,2599.0,Super Built up area 2690(249.91 sq.m.)Built Up area: 2599 sq.ft. (241.46 sq.m.)Carpet area: 2450 sq.ft. (227.61 sq.m.),3.0,3,3,3.0,North,New Property,2690.0,2599.0,2450.0,0,0,0,0,0,0,174,866.3333333333334
house,independent,sector 105,0.35,7069.0,495.14,Carpet area: 500 (46.45 sq.m.),2.0,2,1,2.0,East,Undefined,,,500.0,0,0,0,0,0,0,0,247.57
flat,hsiidc sidco aravali,sector 1,0.9,3477.0,2588.4,Super Built up area 2588(240.43 sq.m.)Built Up area: 1900 sq.ft. (176.52 sq.m.),3.0,3,3,2.0,,Old Property,2588.0,1900.0,,0,0,0,0,0,1,21,862.8000000000001
flat,ireo uptown,sector 66,2.4,13064.0,1837.1,Super Built up area 1837(170.66 sq.m.)Built Up area: 1700 sq.ft. (157.94 sq.m.)Carpet area: 1600 sq.ft. (148.64 sq.m.),3.0,2,3,5.0,North-East,Relatively New,1837.0,1700.0,1600.0,0,0,0,0,0,2,156,612.3666666666667
flat,bestech park view sanskruti,sector 92,2.0,8333.0,2400.1,Super Built up area 2475(229.94 sq.m.)Carpet area: 2400 sq.ft. (222.97 sq.m.),4.0,5,3+,12.0,North,Relatively New,2475.0,,2400.0,0,0,0,0,0,2,60,600.025
flat,vatika sovereign park,sector 99,3.25,9672.0,3360.2,Super Built up area 3360(312.15 sq.m.),4.0,4,3+,2.0,,New Property,3360.0,,,0,0,0,0,0,0,123,840.05
flat,dlf regal gardens,sector 90,1.15,6325.0,1818.2,Super Built up area 1818(168.9 sq.m.),3.0,3,3+,18.0,North-West,Relatively New,1818.0,,,0,0,0,0,0,2,130,606.0666666666667
house,rwa sector 46,sector 46,3.5,21534.0,1625.35,Plot area 180(150.5 sq.m.),4.0,4,2,2.0,South-East,Relatively New,,1620.0,,0,0,0,1,0,2,30,406.3375
house,rattan vihar rajendra park,sector 106,0.85,14101.0,602.78,Plot area 600(55.74 sq.m.),1.0,5,3+,4.0,,New Property,,600.0,,0,0,0,0,0,0,0,602.78
house,independent,sector 2,2.55,16338.0,1560.77,Plot area 173(144.65 sq.m.),3.0,3,2,2.0,South,Old Property,,1557.0,,0,0,0,0,0,0,8,520.2566666666667
flat,emaar digihomes,sector 62,2.45,16001.0,1531.2,Built Up area: 1200 (111.48 sq.m.)Carpet area: 1000 sq.ft. (92.9 sq.m.),2.0,2,2,7.0,North-East,New Property,,1200.0,1000.0,0,0,0,0,0,1,174,765.6
flat,ambience creacions,sector 22,2.55,13709.0,1860.1,Super Built up area 1860(172.8 sq.m.)Built Up area: 1600 sq.ft. (148.64 sq.m.)Carpet area: 1400 sq.ft. (130.06 sq.m.),3.0,3,3,8.0,North-East,Relatively New,1860.0,1600.0,1400.0,0,0,0,0,0,2,125,620.0333333333333
flat,ats marigold,sector 89,1.7,9714.0,1750.0,Carpet area: 1750 (162.58 sq.m.),3.0,3,3+,8.0,North,Under Construction,,,1750.0,0,0,0,0,0,0,65,583.3333333333334
flat,tata primanti,sector 72,3.5,11428.0,3062.6,Built Up area: 2625 (243.87 sq.m.),4.0,5,3+,16.0,East,Relatively New,,2625.0,,0,0,0,0,0,0,31,765.65
house,nul,sector 25,6.25,34769.0,1797.57,Plot area 200(167.23 sq.m.),5.0,5,3,2.0,East,Moderately old,,1800.0,,0,1,0,1,0,2,112,359.514
flat,shree vardhman flora,sector 90,1.27,4951.0,2565.1,Super Built up area 2575(239.23 sq.m.)Carpet area: 1950 sq.ft. (181.16 sq.m.),4.0,5,2,9.0,North-East,New Property,2575.0,,1950.0,0,0,0,0,0,0,83,641.275
house,independent,sector 26,23.0,25559.0,8998.62,Plot area 1000(836.13 sq.m.),4.0,4,3+,2.0,South-West,Relatively New,,9000.0,,1,1,1,1,0,2,145,2249.655
house,international city by sobha phase 2,sector 109,7.0,12955.0,5403.48,Plot area 600(501.68 sq.m.),5.0,6,2,2.0,West,Relatively New,,5400.0,,0,1,0,0,0,0,154,1080.696
house,independent,sector 56,8.0,9655.0,8286.0,Plot area 362(33.63 sq.m.)Built Up area: 8286 sq.ft. (769.79 sq.m.),10.0,10,3+,4.0,,Relatively New,,8286.0,,1,1,0,1,0,1,107,828.6
flat,railway officers rpf society,sector 9,1.25,6921.0,1806.1,Carpet area: 1806 (167.78 sq.m.),4.0,3,3,1.0,,Old Property,,,1806.0,0,0,0,0,0,0,40,451.525
flat,mm sierra,sector 68,1.2,9000.0,1333.3,Super Built up area 1250(116.13 sq.m.)Carpet area: 750 sq.ft. (69.68 sq.m.),2.0,2,3,1.0,North,Relatively New,1250.0,,750.0,0,0,0,0,0,1,76,666.65
flat,adani aangan arcade,sector 88,0.45,7194.0,625.5,Carpet area: 625.47 (58.11 sq.m.),2.0,2,1,8.0,,New Property,,,625.47,0,0,0,0,0,0,14,312.75
house,ansal esencia sovereign floors,sector 48,1.05,7069.0,1485.42,Built Up area: 1484 (137.87 sq.m.)Carpet area: 1225 sq.ft. (113.81 sq.m.),3.0,3,3,3.0,South-East,Undefined,,1484.0,1225.0,0,0,0,0,0,0,0,495.14000000000004
flat,pivotal riddhi siddhi,sector 99,0.4,4444.0,900.1,Super Built up area 900(83.61 sq.m.)Carpet area: 587 sq.ft. (54.53 sq.m.),2.0,2,2,9.0,,New Property,900.0,,587.0,0,0,0,0,0,0,60,450.05
flat,bestech park view grand spa,sector 81,2.25,8458.0,2660.2,Super Built up area 2660(247.12 sq.m.)Built Up area: 2300 sq.ft. (213.68 sq.m.)Carpet area: 2100 sq.ft. (195.1 sq.m.),3.0,4,3+,8.0,West,Relatively New,2660.0,2300.0,2100.0,0,0,0,0,0,2,122,886.7333333333332
flat,tata primanti,sector 72,3.3,15384.0,2145.1,Super Built up area 2145(199.28 sq.m.)Built Up area: 2000 sq.ft. (185.81 sq.m.)Carpet area: 1800 sq.ft. (167.23 sq.m.),3.0,3,3+,10.0,North-East,Relatively New,2145.0,2000.0,1800.0,0,0,0,0,0,2,165,715.0333333333333
house,independent,sector 43,5.5,19298.0,2850.0,Plot area 215(179.77 sq.m.)Built Up area: 2850 sq.yards (2382.96 sq.m.)Carpet area: 2250 sq.yards (1881.29 sq.m.),8.0,7,3+,3.0,East,Moderately old,,2850.0,2250.0,1,1,0,1,1,2,123,356.25
house,independent,sector 48,0.07,2323.0,301.39,Plot area 33(27.59 sq.m.),1.0,1,0,1.0,,Relatively New,,297.0,,0,0,0,0,0,0,0,301.39
house,independent,sector 39,7.0,10000.0,7000.0,Plot area 350(32.52 sq.m.)Built Up area: 7000 sq.ft. (650.32 sq.m.),10.0,11,3+,4.0,South-East,Relatively New,,7000.0,,0,0,0,1,0,2,38,700.0
house,independent,sector 41,1.65,13810.0,1194.79,Built Up area: 1200 (111.48 sq.m.),1.0,1,0,1.0,,Undefined,,1200.0,,0,0,0,0,0,0,0,1194.79
house,bptp visionnaire,sector 70,4.6,17659.0,2604.86,Plot area 290(242.48 sq.m.),4.0,4,3+,3.0,North,Moderately old,,2610.0,,1,1,1,1,0,0,96,651.215
flat,mm merlin,sector 67,3.4,14418.0,2358.2,Super Built up area 2358(219.07 sq.m.)Carpet area: 1900 sq.ft. (176.52 sq.m.),3.0,4,3,15.0,South,Relatively New,2358.0,,1900.0,0,0,0,0,0,2,110,786.0666666666666
flat,ansal api celebrity suites,sector 2,0.6,8163.0,735.0,Super Built up area 735(68.28 sq.m.),1.0,1,1,5.0,North-East,Moderately old,735.0,,,0,0,0,0,0,2,67,735.0
flat,krisumi waterfall residences,sector 36,4.1,15500.0,2645.2,Carpet area: 2538 (235.79 sq.m.),3.0,4,3,30.0,,New Property,,,2538.0,0,0,0,0,0,1,49,881.7333333333332
flat,silverglades the melia,sector 48,0.75,5555.0,1350.1,Built Up area: 1350 (125.42 sq.m.),2.0,2,2,4.0,,Moderately old,,1350.0,,0,0,0,0,0,0,70,675.05
flat,signature andour heights,sector 71,0.55,8607.0,639.0,Super Built up area 639(59.37 sq.m.)Built Up area: 600 sq.ft. (55.74 sq.m.)Carpet area: 541 sq.ft. (50.26 sq.m.),2.0,2,1,7.0,South-East,Relatively New,639.0,600.0,541.0,0,0,0,0,0,2,24,319.5
flat,bptp terra,sector 37,2.08,10000.0,2080.0,Super Built up area 2443(226.96 sq.m.),4.0,4,3,0.0,North-East,New Property,2443.0,,,0,0,0,0,0,0,121,520.0
flat,vatika gurgaon,sector 83,0.78,6265.0,1245.0,Super Built up area 1245(115.66 sq.m.)Built Up area: 850 sq.ft. (78.97 sq.m.)Carpet area: 790 sq.ft. (73.39 sq.m.),2.0,2,2,3.0,South-East,Relatively New,1245.0,850.0,790.0,0,0,0,0,0,2,165,622.5
flat,smart world gems,sector 89,0.85,7706.0,1103.0,Carpet area: 1103 (102.47 sq.m.),2.0,2,2,2.0,North-East,Undefined,,,1103.0,0,0,0,0,0,0,45,551.5
flat,maruti vihar colony,sector 28,0.95,8886.0,1069.1,Carpet area: 1069 (99.31 sq.m.),2.0,1,1,1.0,,Old Property,,,1069.0,0,0,0,0,0,0,59,534.55
house,independent,sector 46,3.6,24774.0,1453.13,Plot area 161(134.62 sq.m.),5.0,5,3+,3.0,South-East,Moderately old,,1449.0,,0,1,0,0,0,2,75,290.62600000000003
flat,mm woodshire,sector 107,1.2,6176.0,1943.0,Super Built up area 1943(180.51 sq.m.)Built Up area: 1750 sq.ft. (162.58 sq.m.)Carpet area: 1550 sq.ft. (144 sq.m.),3.0,3,3,7.0,South,Relatively New,1943.0,1750.0,1550.0,0,0,0,0,0,2,49,647.6666666666666
flat,mrg world ultimus,sector 90,0.5,6983.0,716.0,Carpet area: 716 (66.52 sq.m.),2.0,2,2,1.0,North-East,Undefined,,,716.0,0,0,0,0,0,0,21,358.0
flat,aipl zen residences,sector 70,1.4,11094.0,1261.9,Built Up area: 1262 (117.24 sq.m.)Carpet area: 800 sq.ft. (74.32 sq.m.),2.0,2,2,16.0,North-East,Undefined,,1262.0,800.0,0,0,0,0,0,0,0,630.95
house,malibu towne,sector 47,1.15,4566.0,2518.74,Plot area 275(25.55 sq.m.),3.0,3,3,2.0,North-East,Old Property,,275.0,,0,0,0,0,0,2,33,839.5799999999999
flat,dlf regal gardens,sector 90,1.21,6926.0,1747.0,Super Built up area 1747(162.3 sq.m.),3.0,3,3+,29.0,West,Relatively New,1747.0,,,0,0,0,0,0,0,95,582.3333333333334
house,hero homes,sector 104,1.95,21313.0,914.93,Plot area 920(85.47 sq.m.),3.0,5,3+,2.0,,Moderately old,,920.0,,0,0,0,0,0,0,64,304.97666666666663
flat,sobha city,sector 108,2.33,13618.0,1711.0,Built Up area: 1711 (158.96 sq.m.)Carpet area: 1611 sq.ft. (149.67 sq.m.),3.0,3,3,17.0,North-East,Relatively New,,1711.0,1611.0,0,0,0,0,0,2,159,570.3333333333334
flat,gls arawali homes,sector 48,0.27,4687.0,576.1,Carpet area: 576 (53.51 sq.m.),2.0,2,2,1.0,East,New Property,,,576.0,0,0,0,0,0,0,35,288.05
flat,dlf the grove,sector 43,6.0,25000.0,2400.0,Carpet area: 2400 (222.97 sq.m.),4.0,4,2,1.0,South-West,Undefined,,,2400.0,0,0,0,0,0,2,49,600.0
flat,ansal housing highland park,sector 103,0.88,6429.0,1368.8,Super Built up area 1361(126.44 sq.m.),2.0,2,3,3.0,,New Property,1361.0,,,0,0,0,0,0,0,52,684.4
house,independent,sector 4,0.55,6813.0,807.29,Built Up area: 75,2.0,1,1,1.0,,Moderately old,,75.0,,0,0,0,0,0,0,0,403.645
flat,kibithu villas,sector 48,3.45,12777.0,2700.2,Carpet area: 2700 (250.84 sq.m.),4.0,4,3+,2.0,,Undefined,,,2700.0,0,0,0,0,0,0,0,675.05
house,independent,sector 4,5.0,10098.0,4951.39,Plot area 550(459.87 sq.m.),3.0,3,2,1.0,North-East,Old Property,,4950.0,,0,0,0,0,0,0,22,1650.4633333333334
house,eros rosewood city,sector 49,1.6,3303.0,4843.71,Plot area 60(50.17 sq.m.),4.0,4,3,4.0,East,New Property,,540.0,,0,0,0,0,0,2,27,1210.9275
