property_type,sector,price,bedRoom,bathroom,balcony,agePossession,built_up_area,servent room,store room,furnishing_type,luxury_category,floor_category
flat,sector 1,1.6,4.0,6,3+,Relatively New,2611.0,0,0,0,Low,Mid Floor
house,sector 52,5.5,9.0,9,3+,Moderately old,2712.51,1,0,2,Low,Mid Floor
flat,sector 83,1.76,3.0,3,3,Relatively New,1600.0,0,0,2,High,Mid Floor
flat,sector 48,1.07,3.0,3,3+,Relatively New,1600.0,0,0,0,High,Mid Floor
flat,sector 37,1.05,3.0,3,3,Relatively New,1829.0,0,0,2,Medium,Mid Floor
house,sector 26,5.8,5.0,5,3+,Old Property,1800.0,1,1,0,Medium,Low Floor
flat,sector 92,1.0,4.0,4,3,Relatively New,2093.0,0,0,0,Low,Mid Floor
flat,sector 89,1.2,3.0,3,2,New Property,1423.0,0,0,0,Low,Mid Floor
flat,sector 69,0.75,2.0,2,2,Moderately old,1100.0,0,0,0,Low,Mid Floor
flat,sector 102,1.8,3.0,3,3,Relatively New,1611.0,0,0,0,Medium,Low Floor
flat,sector 4,0.32,2.0,2,1,Relatively New,1056.0,0,0,2,Low,Mid Floor
house,sector 82,4.7,3.0,3,3+,New Property,2160.0,1,0,0,Low,Mid Floor
flat,sector 86,1.45,3.0,2,3,Relatively New,1480.0,0,0,1,Medium,Mid Floor
flat,sector 61,1.6,2.0,2,2,New Property,1278.0,0,0,0,Low,Mid Floor
flat,sector 109,1.6,3.0,3,3,Relatively New,1550.0,0,0,0,Medium,Mid Floor
flat,sector 48,0.78,3.0,3,3,Relatively New,1344.0,0,0,0,High,Mid Floor
flat,sector 59,5.0,4.0,4,3+,Relatively New,4254.0,0,0,2,High,High Floor
flat,sector 37,0.98,3.0,4,3,Relatively New,1703.0,0,0,0,Low,Mid Floor
house,sector 10,0.45,2.0,2,1,Relatively New,540.0,0,0,0,Low,Low Floor
flat,sector 108,4.1,4.0,5,3,New Property,2343.0,0,0,1,Medium,High Floor
house,sector 2,0.4,2.0,2,1,Relatively New,583.0,0,0,0,Low,Low Floor
flat,sector 102,2.25,3.0,3,3+,Moderately old,2476.0,0,0,0,Medium,Mid Floor
flat,sector 56,2.05,4.0,4,3,Relatively New,2000.0,0,0,2,Low,Mid Floor
flat,sector 56,0.6,2.0,2,0,Old Property,930.0,0,0,0,Low,Mid Floor
flat,sector 68,0.84,2.0,2,2,New Property,1180.0,0,0,0,Low,Mid Floor
flat,sector 85,1.87,3.0,4,3,Relatively New,2225.0,0,0,0,Low,Mid Floor
flat,sector 80,1.6,3.0,3,3,Moderately old,2154.0,0,0,0,Medium,Mid Floor
flat,sector 107,0.28,2.0,2,2,Relatively New,543.0,0,0,0,Low,Mid Floor
flat,sector 66,3.0,4.0,4,3,Relatively New,2700.0,0,0,2,High,Mid Floor
flat,sector 85,2.15,4.0,5,3+,Relatively New,2678.0,0,0,0,High,Low Floor
flat,sector 3,1.25,2.0,2,3,Relatively New,1195.0,0,0,0,Low,High Floor
flat,sector 48,0.69,2.0,2,2,Under Construction,1350.0,0,0,0,Low,Mid Floor
flat,sector 89,1.85,3.0,3,3+,New Property,2048.0,0,0,0,Low,High Floor
flat,sector 102,1.42,3.0,3,3,Relatively New,1354.0,0,0,0,Medium,Mid Floor
flat,sector 113,1.45,2.0,2,2,Relatively New,1110.0,0,0,0,Medium,Mid Floor
flat,sector 113,1.75,2.0,2,2,Relatively New,1505.0,0,0,0,Medium,Mid Floor
flat,sector 3,0.55,2.0,2,2,Old Property,900.0,0,0,0,Medium,Low Floor
flat,sector 83,1.4,3.0,3,3,Relatively New,1428.0,0,0,2,High,Low Floor
flat,sector 93,0.36,2.0,2,2,Relatively New,604.0,0,0,0,Low,Mid Floor
flat,sector 99,0.5,2.0,1,2,New Property,652.0,0,0,0,Low,Mid Floor
flat,sector 91,0.95,2.0,2,2,Relatively New,1248.0,0,0,0,Medium,Mid Floor
flat,sector 69,1.37,3.0,3,1,Relatively New,1606.0,0,0,0,Medium,High Floor
flat,sector 107,0.6,3.0,2,2,Relatively New,750.0,0,0,0,Medium,Mid Floor
flat,sector 33,1.07,2.0,2,2,New Property,1319.0,0,0,0,Medium,High Floor
flat,sector 50,1.88,3.0,3,3+,Moderately old,1790.0,0,0,2,High,High Floor
flat,sector 110,2.02,4.0,3,1,New Property,2381.0,0,0,0,Low,Low Floor
flat,sector 79,1.45,2.0,2,3,Relatively New,1578.0,0,0,0,Low,High Floor
flat,sector 45,2.25,4.0,4,2,Old Property,3194.0,0,0,1,Low,Mid Floor
house,sector 50,7.35,4.0,4,3+,Moderately old,2160.0,1,0,2,Medium,Mid Floor
house,sector 26,12.5,4.0,5,2,Moderately old,3240.0,1,0,2,Medium,Low Floor
house,sector 61,2.01,3.0,3,3,New Property,1549.0,0,0,0,Medium,Mid Floor
flat,sector 61,1.47,2.0,2,2,New Property,1278.0,0,0,0,Low,Mid Floor
flat,sector 108,1.2,3.0,3,3+,Relatively New,1275.53,0,0,0,Medium,Mid Floor
flat,sector 106,1.3,3.0,3,2,Under Construction,1333.0,0,0,0,Low,Mid Floor
flat,sector 68,1.13,2.0,2,3,Relatively New,1130.0,0,0,2,Medium,Mid Floor
flat,sector 37,0.8,2.0,2,3,Relatively New,1300.0,0,0,0,Medium,Low Floor
house,sector 26,17.3,6.0,7,3+,New Property,4518.0,1,1,2,Medium,Mid Floor
flat,sector 79,1.0,2.0,2,2,Relatively New,1300.0,0,0,0,Low,Mid Floor
flat,sector 107,0.28,2.0,2,2,Relatively New,543.0,0,0,0,Low,High Floor
flat,sector 71,0.65,2.0,2,1,Relatively New,605.0,0,0,2,Low,Mid Floor
flat,sector 40,1.5,1.0,1,0,Moderately old,300.0,0,0,0,Low,Low Floor
house,sector 8,1.4,2.0,2,1,Relatively New,1700.0,0,0,0,Low,Mid Floor
flat,sector 108,2.0,3.0,3,3+,Relatively New,2227.0,0,0,0,Medium,High Floor
flat,sector 28,4.3,3.0,4,3,Old Property,3297.0,0,0,0,Low,Mid Floor
flat,sector 74,1.5,2.0,2,1,New Property,1556.0,0,0,0,Low,Mid Floor
flat,sector 33,1.2,2.0,2,3,New Property,86.0,0,0,0,Medium,Low Floor
flat,sector 86,1.54,4.0,4,3+,Moderately old,2251.0,0,0,0,Medium,High Floor
flat,sector 9,1.25,4.0,3,3,Old Property,2007.0,0,0,2,Low,Low Floor
flat,sector 102,0.45,2.0,2,1,Relatively New,582.0,0,0,1,Medium,High Floor
flat,sector 103,0.8,2.0,2,2,Relatively New,1361.0,0,0,0,Low,Mid Floor
flat,sector 89,1.28,3.0,3,2,New Property,1611.0,0,0,0,Medium,Mid Floor
flat,sector 106,1.42,4.0,6,3+,Relatively New,2243.0,0,0,0,Medium,High Floor
flat,sector 33,1.2,2.0,2,2,New Property,1492.0,0,0,0,Medium,Low Floor
flat,sector 65,13.2,4.0,4,3,Moderately old,12222.0,0,0,0,Medium,High Floor
flat,sector 81,2.35,3.0,4,3+,Relatively New,2574.0,0,0,0,Medium,Mid Floor
flat,sector 50,3.25,3.0,4,3+,Old Property,2819.0,0,0,2,Medium,Mid Floor
flat,sector 88,1.45,2.0,2,3+,Relatively New,137.0,0,0,1,Medium,Mid Floor
house,sector 109,6.8,4.0,5,3,Relatively New,5400.0,1,0,0,Low,Low Floor
house,sector 25,6.6,6.0,7,3+,Moderately old,1800.0,1,0,2,Medium,Low Floor
house,sector 48,19.5,5.0,6,3,Moderately old,8775.0,1,1,2,Medium,Low Floor
flat,sector 99,0.3,2.0,1,2,New Property,524.0,0,0,0,Medium,Mid Floor
flat,sector 81,2.28,3.0,3,3+,Relatively New,1750.0,0,0,1,Low,High Floor
flat,sector 71,0.95,2.0,2,2,Moderately old,1141.0,0,0,2,Medium,Mid Floor
flat,sector 85,1.08,2.0,2,3,New Property,1200.0,0,0,2,High,Mid Floor
flat,sector 71,0.98,3.0,3,3,Moderately old,1543.0,0,0,0,Medium,Low Floor
house,sector 26,4.0,4.0,3,2,Relatively New,8815.59,0,0,2,Low,Low Floor
house,sector 26,8.1,5.0,5,2,Old Property,2295.0,0,0,0,Low,Mid Floor
house,sector 23,2.8,5.0,5,3+,Old Property,1549.98,0,0,2,Medium,Low Floor
flat,sector 89,0.9,2.0,2,2,New Property,1105.0,0,0,0,Low,Low Floor
house,sector 103,3.15,4.0,5,0,Relatively New,4700.0,0,0,0,Medium,High Floor
house,sector 54,3.51,4.0,4,3,New Property,2844.0,1,0,0,Medium,Mid Floor
flat,sector 47,2.45,3.0,4,2,Old Property,2544.0,0,0,2,Low,Low Floor
flat,sector 85,1.04,2.0,2,3,New Property,1550.0,0,0,0,Medium,High Floor
flat,sector 86,1.3,4.0,6,2,New Property,2653.0,0,0,0,Medium,High Floor
house,sector 2,0.65,2.0,2,1,Moderately old,1125.0,0,1,0,Low,Low Floor
flat,sector 21,0.8,2.0,2,2,Old Property,1256.0,0,0,0,Low,Mid Floor
house,sector 17,1.52,2.0,2,1,Old Property,105.0,0,0,0,Low,Low Floor
flat,sector 83,1.05,3.0,3,3,Moderately old,1509.0,0,0,2,Medium,Mid Floor
flat,sector 48,0.35,2.0,2,2,New Property,549.0,0,0,0,Low,High Floor
flat,sector 69,1.6,3.0,3,2,Relatively New,1503.0,0,0,0,Low,Low Floor
flat,sector 56,1.55,3.0,3,3,Old Property,1905.0,0,0,2,Medium,Mid Floor
house,sector 43,1.9,3.0,3,3+,Old Property,60.0,0,0,1,Low,Mid Floor
house,sector 47,5.15,3.0,9,3+,Relatively New,1937.5,0,1,2,Medium,Mid Floor
flat,sector 89,1.0,2.0,2,2,New Property,1226.0,0,0,0,Low,Low Floor
flat,sector 56,2.05,4.0,4,3+,Moderately old,2667.0,0,0,2,Low,Mid Floor
house,sector 89,0.7,2.0,2,2,New Property,1297.0,0,0,0,Low,High Floor
flat,sector 33,1.2,2.0,2,0,Under Construction,85.0,0,0,0,Medium,High Floor
flat,sector 54,10.0,4.0,5,3+,Moderately old,3000.0,0,0,1,High,High Floor
flat,sector 37,1.27,3.0,3,3,Relatively New,1623.0,0,0,0,Low,Low Floor
flat,sector 65,1.95,2.0,2,3,Under Construction,1201.0,0,0,0,Low,High Floor
flat,sector 57,1.5,3.0,2,3+,Moderately old,273.0,0,0,0,Medium,Low Floor
flat,sector 79,1.1,2.0,2,3,New Property,85.0,0,0,0,Medium,Mid Floor
flat,sector 72,5.25,4.0,4,3+,New Property,3000.0,0,0,2,High,High Floor
flat,sector 108,1.36,3.0,2,3+,Relatively New,1385.0,0,0,2,Medium,Low Floor
flat,sector 102,1.35,3.0,4,3+,Relatively New,1400.0,0,0,2,High,Mid Floor
flat,sector 90,0.8,2.0,3,2,Relatively New,1350.0,0,0,0,Medium,Low Floor
flat,sector 90,1.55,4.0,4,3+,Relatively New,2251.0,0,0,0,Medium,Low Floor
house,sector 66,11.0,5.0,6,3+,New Property,3240.0,1,1,2,High,Low Floor
flat,sector 56,1.39,3.0,2,3,Old Property,1750.0,0,0,2,Medium,Mid Floor
flat,sector 79,1.25,3.0,3,2,Relatively New,1250.0,0,0,2,High,Low Floor
flat,sector 81,1.45,3.0,3,3,Relatively New,1650.0,0,0,2,Medium,Mid Floor
house,sector 7,1.3,2.0,3,2,Old Property,963.0,0,0,0,Low,Mid Floor
flat,sector 69,1.76,3.0,4,2,Relatively New,1762.0,0,0,0,High,Low Floor
flat,sector 53,5.0,3.0,4,3+,Relatively New,2500.0,0,0,2,Low,Mid Floor
flat,sector 33,1.39,3.0,2,3+,New Property,1333.0,0,0,0,Medium,High Floor
house,sector 7,1.16,2.0,4,2,Moderately old,1102.0,0,0,0,Low,Mid Floor
flat,sector 95,0.32,2.0,2,1,Relatively New,610.0,0,0,2,Medium,Mid Floor
house,sector 50,10.8,4.0,4,3,Relatively New,2604.86,1,1,2,Medium,Low Floor
flat,sector 83,1.05,3.0,3,2,Relatively New,1671.0,0,0,2,High,High Floor
flat,sector 89,1.25,3.0,3,3,New Property,1355.0,0,0,0,Low,Low Floor
flat,sector 85,1.2,2.0,2,3,Relatively New,1300.0,0,0,2,High,Mid Floor
house,sector 26,3.25,3.0,3,3,Old Property,8815.59,0,0,0,Medium,Low Floor
house,sector 48,0.49,2.0,2,1,New Property,1150.0,0,0,0,Low,Mid Floor
flat,sector 79,1.3,3.0,3,3+,Relatively New,1251.0,0,0,2,Medium,Low Floor
house,sector 81,0.15,2.0,1,0,Old Property,675.0,0,0,0,Low,Low Floor
flat,sector 22,3.99,3.0,5,3+,New Property,2943.0,0,0,1,Medium,Mid Floor
flat,sector 103,1.05,2.0,2,3,Relatively New,1365.0,0,0,2,Medium,Low Floor
flat,sector 70,1.75,3.0,5,0,Relatively New,1950.0,0,0,0,Low,Low Floor
flat,sector 107,1.02,2.0,2,3,Relatively New,1461.0,0,0,0,Medium,Mid Floor
flat,sector 103,1.32,3.0,3,3+,Relatively New,1300.0,0,0,0,Low,Mid Floor
flat,sector 85,1.2,2.0,2,3+,Relatively New,1533.0,0,0,0,Medium,Mid Floor
house,sector 56,2.95,2.0,2,0,Moderately old,1453.13,0,0,0,Low,Low Floor
flat,sector 28,6.0,3.0,3,2,Moderately old,2983.0,0,0,0,Low,Mid Floor
flat,sector 90,1.24,3.0,3,3+,Relatively New,1600.0,0,0,0,Medium,Mid Floor
flat,sector 61,3.9,3.0,4,3+,New Property,1388.0,0,0,0,High,High Floor
flat,sector 106,2.0,3.0,3,3,New Property,1429.0,0,0,0,Low,Mid Floor
flat,sector 81,0.38,1.0,1,2,Relatively New,444.0,0,0,0,Low,Mid Floor
flat,sector 82,2.95,4.0,5,3+,Relatively New,2171.0,0,0,1,High,Mid Floor
house,sector 33,0.85,3.0,2,0,Relatively New,900.0,0,0,0,Low,Low Floor
flat,sector 70,1.2,3.0,3,3+,Relatively New,1450.0,0,0,1,Low,Low Floor
flat,sector 95,0.26,1.0,1,1,New Property,417.0,0,0,0,Low,Mid Floor
flat,sector 59,3.9,3.0,1,0,New Property,2295.0,0,0,0,Low,Low Floor
house,sector 28,4.5,4.0,4,0,Relatively New,3196.89,0,0,0,Low,Mid Floor
flat,sector 67,2.95,3.0,3,3+,Moderately old,2236.0,0,0,2,High,High Floor
flat,sector 85,1.15,2.0,2,3,Relatively New,1263.0,0,0,0,Medium,High Floor
flat,sector 85,1.2,2.0,2,3+,Relatively New,1419.0,0,0,0,Medium,High Floor
flat,sector 69,1.5,3.0,3,2,Relatively New,1529.0,0,0,2,High,Mid Floor
house,sector 12,1.4,2.0,2,1,Old Property,1494.0,0,0,0,Low,Low Floor
flat,sector 61,1.6,2.0,2,2,Under Construction,1278.0,0,0,0,Low,Mid Floor
flat,sector 71,1.25,3.0,4,2,Relatively New,1660.0,0,0,1,Medium,High Floor
flat,sector 78,4.75,3.0,3,2,Moderately old,2813.0,0,0,0,Medium,High Floor
house,sector 48,8.5,4.0,4,2,Moderately old,3240.0,1,1,0,Medium,Low Floor
flat,sector 33,1.35,3.0,2,3+,New Property,1562.0,0,0,0,Low,Mid Floor
flat,sector 48,0.78,2.0,2,3,Under Construction,1286.0,0,0,0,Medium,Mid Floor
house,sector 3,0.4,2.0,1,0,Relatively New,500.0,0,0,0,Low,Low Floor
flat,sector 48,0.5,2.0,2,2,New Property,591.0,0,0,0,Low,Mid Floor
flat,sector 85,2.1,4.0,4,3,Relatively New,2600.0,0,0,0,Low,Low Floor
flat,sector 72,5.0,4.0,4,3+,Moderately old,4500.0,0,0,2,High,Low Floor
house,sector 12,3.71,3.0,3,1,Moderately old,1872.92,0,0,0,Low,Mid Floor
house,sector 26,5.8,4.0,4,3+,Old Property,4518.0,0,0,0,Low,Mid Floor
house,sector 26,17.0,5.0,6,3,Old Property,4518.0,1,1,2,Medium,Low Floor
flat,sector 85,2.2,4.0,6,3,Relatively New,3920.0,0,0,0,High,Mid Floor
flat,sector 113,1.75,2.0,2,3,Relatively New,1498.0,0,0,0,Medium,Mid Floor
flat,sector 24,14.0,4.0,5,3,Old Property,6300.0,0,0,0,Low,Mid Floor
flat,sector 70,1.1,2.0,2,3+,New Property,1381.0,0,0,0,Medium,Mid Floor
flat,sector 85,2.0,3.0,4,3,Relatively New,2083.0,0,0,0,High,Mid Floor
flat,sector 90,0.64,2.0,2,3,Old Property,1230.0,0,0,0,Medium,Mid Floor
house,sector 37,1.16,1.0,1,0,Relatively New,1535.0,0,0,0,Low,Low Floor
flat,sector 79,2.01,3.0,4,3+,Relatively New,2253.0,0,0,0,High,Mid Floor
flat,sector 78,0.9,3.0,3,2,Moderately old,1900.0,0,0,0,Medium,Low Floor
flat,sector 86,1.28,3.0,4,3+,Moderately old,1786.0,0,0,0,Medium,High Floor
flat,sector 69,1.0,4.0,3,0,Relatively New,1826.0,0,0,0,Low,Low Floor
flat,sector 90,1.65,4.0,4,3+,Relatively New,2214.0,0,0,0,High,High Floor
flat,sector 37,0.45,2.0,3,2,Relatively New,656.0,0,0,0,Low,Mid Floor
flat,sector 48,0.9,2.0,2,3+,Moderately old,1100.0,0,0,2,High,Mid Floor
house,sector 37,1.27,3.0,3,3,Relatively New,1570.0,0,0,0,Medium,Mid Floor
house,sector 24,11.0,8.0,11,3+,Old Property,5000.0,1,0,2,Low,Mid Floor
flat,sector 103,2.45,4.0,4,3,Relatively New,2738.0,0,0,0,Low,High Floor
flat,sector 48,0.28,2.0,2,1,Relatively New,743.0,0,0,0,Low,High Floor
house,sector 103,4.35,4.0,4,3+,Relatively New,3222.0,1,1,0,Medium,Low Floor
flat,sector 113,3.72,5.0,4,3+,New Property,2956.0,0,0,1,Low,Low Floor
house,sector 26,17.0,5.0,5,3+,Relatively New,4518.0,1,1,2,Medium,Low Floor
house,sector 50,6.5,5.0,6,0,Moderately old,3000.0,0,0,0,Low,Low Floor
flat,sector 85,1.85,3.0,4,3,Relatively New,2293.0,0,0,2,Low,Low Floor
flat,sector 109,1.75,3.0,4,3+,Relatively New,2048.0,0,0,0,Medium,Mid Floor
flat,sector 37,0.8,2.0,2,2,Relatively New,905.0,0,0,0,Low,Low Floor
flat,sector 56,0.55,1.0,2,1,Old Property,678.0,0,0,0,Medium,Low Floor
flat,sector 108,1.7,3.0,4,3+,Relatively New,1500.29,0,0,0,Medium,High Floor
flat,sector 2,1.59,3.0,4,3+,Moderately old,1829.0,0,0,0,Medium,High Floor
house,sector 26,6.75,3.0,3,3,Moderately old,2430.0,0,0,0,Low,Low Floor
flat,sector 63,2.2,3.0,4,3+,Moderately old,1635.0,0,0,2,Medium,Mid Floor
flat,sector 89,1.42,3.0,3,2,New Property,1581.0,0,0,0,Low,Mid Floor
flat,sector 99,1.6,3.0,3,3,Under Construction,1905.0,0,0,0,Low,Mid Floor
flat,sector 66,2.1,3.0,4,2,Relatively New,1800.0,0,0,2,High,High Floor
flat,sector 69,1.32,3.0,3,1,Relatively New,1493.0,0,0,2,Medium,High Floor
flat,sector 81,0.75,2.0,2,2,Moderately old,1397.0,0,0,0,Low,Mid Floor
flat,sector 53,5.0,3.0,4,3,Old Property,3222.0,0,0,2,Low,Mid Floor
house,sector 7,2.25,3.0,3,2,Old Property,1440.0,0,0,2,Low,Low Floor
flat,sector 109,1.65,3.0,3,3,Relatively New,1650.0,0,0,2,High,High Floor
flat,sector 49,1.72,3.0,3,2,Old Property,2444.0,0,0,2,Medium,Low Floor
house,sector 112,7.99,4.0,6,3,New Property,6382.0,1,1,2,Medium,Low Floor
flat,sector 88,1.15,2.0,2,1,New Property,120.0,0,0,0,Medium,High Floor
flat,sector 102,1.42,2.0,2,3,Relatively New,1368.0,0,0,0,Low,High Floor
flat,sector 90,1.19,3.0,3,2,Relatively New,1644.0,0,0,0,Medium,High Floor
house,sector 109,5.65,4.0,4,3+,New Property,5400.0,1,0,2,Low,Low Floor
house,sector 8,0.82,2.0,3,3,Moderately old,900.0,0,0,0,Low,Low Floor
flat,sector 48,0.21,1.0,1,1,New Property,500.0,0,0,0,Low,High Floor
flat,sector 49,4.52,5.0,5,3+,Moderately old,3919.0,0,0,0,Low,High Floor
house,sector 50,7.45,4.0,4,3,Old Property,4500.0,1,0,2,Medium,Mid Floor
house,sector 26,9.0,5.0,5,2,Old Property,2700.0,1,1,1,Medium,Mid Floor
flat,sector 37,0.95,2.0,2,0,Under Construction,1578.0,0,0,0,Medium,High Floor
flat,sector 65,2.29,2.0,2,3,Under Construction,1592.0,0,0,0,Low,Mid Floor
flat,sector 91,0.89,2.0,2,3+,Relatively New,1335.0,0,0,2,Low,Mid Floor
house,sector 82,1.4,3.0,3,2,New Property,1700.0,0,0,0,Medium,Mid Floor
flat,sector 1,2.01,4.0,4,3+,Moderately old,1956.0,0,0,1,Low,Mid Floor
flat,sector 48,9.3,4.0,4,3+,Moderately old,3831.0,0,0,2,Medium,Mid Floor
flat,sector 33,1.25,2.0,2,3+,Under Construction,1539.0,0,0,0,Low,High Floor
flat,sector 111,0.7,2.0,2,2,Relatively New,773.0,0,0,0,Medium,Mid Floor
flat,sector 82,1.75,4.0,5,3+,Relatively New,2535.0,0,0,0,Medium,Low Floor
flat,sector 53,6.5,3.0,4,3+,Old Property,2824.0,0,0,0,Medium,Low Floor
flat,sector 56,1.38,3.0,3,3,Moderately old,1910.0,0,0,2,Medium,Mid Floor
house,sector 9,3.05,3.0,3,2,Moderately old,2430.0,1,0,1,High,Low Floor
flat,sector 89,0.75,2.0,2,2,Moderately old,1086.0,0,0,0,Low,Mid Floor
house,sector 43,9.85,5.0,5,2,Old Property,3762.0,1,0,0,Low,Mid Floor
house,sector 50,7.1,3.0,3,3,Moderately old,2131.29,1,0,0,Low,Low Floor
flat,sector 104,1.75,4.0,5,3+,New Property,2582.0,0,0,0,Medium,Low Floor
flat,sector 67,2.35,3.0,4,3+,Moderately old,1843.0,0,0,2,High,High Floor
house,sector 43,2.55,3.0,3,2,Relatively New,1937.5,0,0,2,Medium,Mid Floor
flat,sector 33,1.62,3.0,4,3+,New Property,129.42,0,0,0,Medium,Mid Floor
house,sector 109,6.2,5.0,5,2,Relatively New,2430.0,1,0,0,Medium,Low Floor
flat,sector 108,2.1,2.0,2,2,Relatively New,1315.0,0,0,0,Medium,Mid Floor
flat,sector 69,1.95,4.0,4,2,Relatively New,1914.0,0,0,0,High,Low Floor
house,sector 39,15.0,5.0,5,3+,Moderately old,4500.0,1,0,2,Low,Mid Floor
house,sector 4,0.55,3.0,3,2,Relatively New,1350.0,0,0,0,Low,Low Floor
flat,sector 67,2.8,3.0,3,3,Relatively New,2048.1,0,0,1,High,Low Floor
flat,sector 49,2.55,3.0,4,3,Relatively New,2060.0,0,0,2,Low,Mid Floor
flat,sector 63,3.15,3.0,3,3,Relatively New,2152.8,0,0,0,Low,Mid Floor
house,sector 43,9.5,5.0,5,3+,Relatively New,2723.27,1,0,2,Medium,Low Floor
flat,sector 69,1.75,4.0,4,1,Relatively New,1876.0,0,0,0,Medium,High Floor
flat,sector 56,1.7,3.0,2,3,Old Property,1623.0,0,0,0,Medium,Mid Floor
flat,sector 85,0.72,3.0,3,2,Moderately old,1350.0,0,0,0,Low,Mid Floor
flat,sector 83,0.83,2.0,2,2,Relatively New,1154.0,0,0,0,High,High Floor
flat,sector 43,2.0,3.0,3,2,Moderately old,1340.0,0,0,0,Medium,Mid Floor
flat,sector 63,3.5,3.0,3,3,Under Construction,1500.0,0,0,0,Low,Low Floor
flat,sector 9,1.2,4.0,3,2,Moderately old,2000.0,0,0,2,Low,Mid Floor
flat,sector 109,2.0,4.0,4,2,Relatively New,2505.0,0,0,0,Medium,High Floor
flat,sector 33,1.4,3.0,3,3,Under Construction,619.0,0,0,0,Medium,Low Floor
house,sector 3,1.0,1.0,1,0,Relatively New,1500.0,0,0,0,Low,Low Floor
flat,sector 104,2.63,4.0,4,3+,Relatively New,3028.0,0,0,2,High,High Floor
flat,sector 82,1.25,3.0,4,3+,Under Construction,1867.0,0,0,0,Medium,Mid Floor
flat,sector 92,0.99,3.0,2,3,Relatively New,1091.0,0,0,0,Low,Low Floor
flat,sector 72,6.5,4.0,4,3+,Relatively New,4048.0,0,0,0,Medium,Low Floor
flat,sector 48,0.35,2.0,2,2,Relatively New,694.0,0,0,0,Medium,High Floor
flat,sector 65,6.15,3.0,5,3+,Relatively New,4271.0,0,0,1,Low,Low Floor
flat,sector 65,2.4,4.0,4,3+,New Property,2500.0,0,0,2,Medium,Low Floor
house,sector 86,2.47,4.0,4,3+,Moderately old,2800.0,1,0,2,Medium,Low Floor
house,sector 26,18.0,6.0,6,2,Old Property,4518.0,1,0,2,Low,Mid Floor
flat,sector 113,1.55,2.0,2,3,New Property,1276.0,0,0,0,High,Low Floor
house,sector 17,3.0,4.0,4,0,Old Property,3000.0,0,0,0,Low,Low Floor
flat,sector 81,2.2,3.0,3,3+,Relatively New,1570.0,0,0,1,Low,Mid Floor
flat,sector 108,1.68,3.0,3,3+,Relatively New,1338.29,0,0,2,Medium,Mid Floor
flat,sector 99,2.45,3.0,4,3,New Property,2648.0,0,0,2,High,Low Floor
flat,sector 48,15.0,5.0,6,3+,Relatively New,7444.0,0,0,1,Low,High Floor
flat,sector 33,1.3,3.0,2,3+,New Property,1483.0,0,0,0,Low,High Floor
flat,sector 86,0.5,2.0,2,1,Relatively New,668.0,0,0,0,Low,Low Floor
flat,sector 99,1.4,3.0,5,3+,New Property,1902.0,0,0,0,Low,Mid Floor
flat,sector 103,1.12,3.0,4,3+,New Property,1781.0,0,0,0,Low,Mid Floor
flat,sector 106,1.2,3.0,4,3+,Relatively New,1186.0,0,0,0,High,Mid Floor
flat,sector 2,3.35,4.0,4,3+,New Property,5000.0,0,0,0,Medium,Low Floor
house,sector 40,2.1,3.0,3,2,Moderately old,900.0,0,0,2,Low,Mid Floor
flat,sector 48,0.26,2.0,2,1,Relatively New,535.0,0,0,0,Medium,Mid Floor
flat,sector 104,0.85,2.0,2,3+,Relatively New,1269.0,0,0,0,Medium,Mid Floor
flat,sector 37,1.1,3.0,3,1,Relatively New,1500.0,0,0,0,Low,Low Floor
flat,sector 1,0.75,3.0,4,3,Relatively New,2717.0,0,0,0,Low,Mid Floor
flat,sector 67,3.39,3.0,4,3,Relatively New,2100.0,0,0,2,Low,High Floor
flat,sector 85,1.98,3.0,4,3,Relatively New,2399.0,0,0,0,High,High Floor
flat,sector 81,2.25,3.0,3,3+,Relatively New,2030.0,0,0,1,High,High Floor
flat,sector 4,0.46,2.0,2,1,Relatively New,1000.0,0,0,2,Medium,Low Floor
flat,sector 108,1.3,3.0,3,3+,Relatively New,1703.0,0,0,0,High,Mid Floor
flat,sector 65,4.7,3.0,3,3+,Relatively New,2380.1,0,0,2,Low,Mid Floor
flat,sector 61,1.55,2.0,2,1,Under Construction,1095.0,0,0,0,Low,Mid Floor
flat,sector 33,1.55,3.0,4,1,Relatively New,1495.0,0,0,0,Low,Low Floor
flat,sector 102,1.6,3.0,3,3,Relatively New,1354.0,0,0,0,Low,Mid Floor
flat,sector 48,6.25,3.0,5,3+,Moderately old,3200.0,0,0,2,Low,Mid Floor
flat,sector 1,0.48,2.0,2,3,Moderately old,1023.0,0,0,0,Medium,Mid Floor
flat,sector 33,2.2,3.0,3,3,New Property,2000.0,0,0,2,Low,High Floor
flat,sector 85,1.1,3.0,4,3,Moderately old,1506.0,0,0,1,Medium,Mid Floor
flat,sector 48,0.54,2.0,2,2,Under Construction,833.0,0,0,0,Medium,Mid Floor
flat,sector 61,2.2,3.0,3,2,New Property,1811.0,0,0,0,Low,Mid Floor
house,sector 104,0.71,2.0,2,1,New Property,700.0,0,0,0,Low,Low Floor
flat,sector 88,1.75,3.0,3,3+,New Property,1306.0,0,0,0,Medium,Mid Floor
flat,sector 108,3.95,4.0,5,3,Relatively New,2343.0,0,0,0,Medium,High Floor
flat,sector 106,1.32,4.0,5,3+,Relatively New,1535.0,0,0,0,Low,High Floor
