property_type,sector,bedRoom,bathroom,balcony,agePossession,built_up_area,servent room,store room,furnishing_type,luxury_category,floor_category,price
1.0,80.0,3.0,3,4.0,1.0,2160.0,1,0,0,1.0,2.0,4.7
0.0,84.0,3.0,2,3.0,3.0,1480.0,0,0,1,2.0,2.0,1.45
0.0,59.0,2.0,2,2.0,1.0,1278.0,0,0,0,1.0,2.0,1.6
0.0,9.0,3.0,3,3.0,3.0,1550.0,0,0,0,2.0,2.0,1.6
0.0,44.0,3.0,3,3.0,3.0,1344.0,0,0,0,0.0,2.0,0.78
0.0,56.0,4.0,4,4.0,3.0,4254.0,0,0,2,0.0,0.0,5.0
0.0,34.0,3.0,4,3.0,3.0,1703.0,0,0,0,1.0,2.0,0.98
1.0,1.0,2.0,2,1.0,3.0,540.0,0,0,0,1.0,1.0,0.45
0.0,8.0,4.0,5,3.0,1.0,2343.0,0,0,1,2.0,0.0,4.1
1.0,20.0,2.0,2,1.0,3.0,583.0,0,0,0,1.0,1.0,0.4
0.0,2.0,3.0,3,4.0,0.0,2476.0,0,0,0,2.0,2.0,2.25
0.0,53.0,4.0,4,3.0,3.0,2000.0,0,0,2,1.0,2.0,2.05
0.0,53.0,2.0,2,0.0,2.0,930.0,0,0,0,1.0,2.0,0.6
0.0,65.0,2.0,2,2.0,1.0,1180.0,0,0,0,1.0,2.0,0.84
0.0,83.0,3.0,4,3.0,3.0,2225.0,0,0,0,1.0,2.0,1.87
0.0,78.0,3.0,3,3.0,0.0,2154.0,0,0,0,2.0,2.0,1.6
0.0,7.0,2.0,2,2.0,3.0,543.0,0,0,0,1.0,2.0,0.28
0.0,63.0,4.0,4,3.0,3.0,2700.0,0,0,2,0.0,2.0,3.0
0.0,83.0,4.0,5,4.0,3.0,2678.0,0,0,0,0.0,1.0,2.15
0.0,29.0,2.0,2,3.0,3.0,1195.0,0,0,0,1.0,0.0,1.25
0.0,44.0,2.0,2,2.0,4.0,1350.0,0,0,0,1.0,2.0,0.69
0.0,86.0,3.0,3,4.0,1.0,2048.0,0,0,0,1.0,0.0,1.85
0.0,2.0,3.0,3,3.0,3.0,1354.0,0,0,0,2.0,2.0,1.42
0.0,14.0,2.0,2,2.0,3.0,1110.0,0,0,0,2.0,2.0,1.45
0.0,14.0,2.0,2,2.0,3.0,1505.0,0,0,0,2.0,2.0,1.75
0.0,29.0,2.0,2,2.0,2.0,900.0,0,0,0,2.0,1.0,0.55
0.0,81.0,3.0,3,3.0,3.0,1428.0,0,0,2,0.0,1.0,1.4
0.0,91.0,2.0,2,2.0,3.0,604.0,0,0,0,1.0,2.0,0.36
0.0,93.0,2.0,1,2.0,1.0,652.0,0,0,0,1.0,2.0,0.5
0.0,89.0,2.0,2,2.0,3.0,1248.0,0,0,0,2.0,2.0,0.95
0.0,66.0,3.0,3,1.0,3.0,1606.0,0,0,0,2.0,0.0,1.37
0.0,7.0,3.0,2,2.0,3.0,750.0,0,0,0,2.0,2.0,0.6
0.0,32.0,2.0,2,2.0,1.0,1319.0,0,0,0,2.0,0.0,1.07
0.0,47.0,3.0,3,4.0,0.0,1790.0,0,0,2,0.0,0.0,1.88
0.0,11.0,4.0,3,1.0,1.0,2381.0,0,0,0,1.0,1.0,2.02
0.0,76.0,2.0,2,3.0,3.0,1578.0,0,0,0,1.0,0.0,1.45
0.0,41.0,4.0,4,2.0,2.0,3194.0,0,0,1,1.0,2.0,2.25
1.0,47.0,4.0,4,4.0,0.0,2160.0,1,0,2,2.0,2.0,7.35
1.0,26.0,4.0,5,2.0,0.0,3240.0,1,0,2,2.0,1.0,12.5
1.0,59.0,3.0,3,3.0,1.0,1549.0,0,0,0,2.0,2.0,2.01
0.0,59.0,2.0,2,2.0,1.0,1278.0,0,0,0,1.0,2.0,1.47
0.0,8.0,3.0,3,4.0,3.0,1275.53,0,0,0,2.0,2.0,1.2
0.0,6.0,3.0,3,2.0,4.0,1333.0,0,0,0,1.0,2.0,1.3
0.0,65.0,2.0,2,3.0,3.0,1130.0,0,0,2,2.0,2.0,1.13
0.0,34.0,2.0,2,3.0,3.0,1300.0,0,0,0,2.0,1.0,0.8
1.0,26.0,6.0,7,4.0,1.0,4518.0,1,1,2,2.0,2.0,17.3
0.0,76.0,2.0,2,2.0,3.0,1300.0,0,0,0,1.0,2.0,1.0
0.0,7.0,2.0,2,2.0,3.0,543.0,0,0,0,1.0,0.0,0.28
0.0,69.0,2.0,2,1.0,3.0,605.0,0,0,2,1.0,2.0,0.65
0.0,38.0,1.0,1,0.0,0.0,300.0,0,0,0,1.0,1.0,1.5
1.0,77.0,2.0,2,1.0,3.0,1700.0,0,0,0,1.0,2.0,1.4
0.0,8.0,3.0,3,4.0,3.0,2227.0,0,0,0,2.0,0.0,2.0
0.0,28.0,3.0,4,3.0,2.0,3297.0,0,0,0,1.0,2.0,4.3
0.0,72.0,2.0,2,1.0,1.0,1556.0,0,0,0,1.0,2.0,1.5
0.0,32.0,2.0,2,3.0,1.0,86.0,0,0,0,2.0,1.0,1.2
0.0,84.0,4.0,4,4.0,0.0,2251.0,0,0,0,2.0,0.0,1.54
0.0,87.0,4.0,3,3.0,2.0,2007.0,0,0,2,1.0,1.0,1.25
0.0,2.0,2.0,2,1.0,3.0,582.0,0,0,1,2.0,0.0,0.45
0.0,3.0,2.0,2,2.0,3.0,1361.0,0,0,0,1.0,2.0,0.8
0.0,86.0,3.0,3,2.0,1.0,1611.0,0,0,0,2.0,2.0,1.28
0.0,6.0,4.0,6,4.0,3.0,2243.0,0,0,0,2.0,0.0,1.42
0.0,32.0,2.0,2,2.0,1.0,1492.0,0,0,0,2.0,1.0,1.2
0.0,62.0,4.0,4,3.0,0.0,12222.0,0,0,0,2.0,0.0,13.2
0.0,79.0,3.0,4,4.0,3.0,2574.0,0,0,0,2.0,2.0,2.35
0.0,47.0,3.0,4,4.0,2.0,2819.0,0,0,2,2.0,2.0,3.25
0.0,85.0,2.0,2,4.0,3.0,137.0,0,0,1,2.0,2.0,1.45
1.0,9.0,4.0,5,3.0,3.0,5400.0,1,0,0,1.0,1.0,6.8
1.0,25.0,6.0,7,4.0,0.0,1800.0,1,0,2,2.0,1.0,6.6
1.0,44.0,5.0,6,3.0,0.0,8775.0,1,1,2,2.0,1.0,19.5
0.0,93.0,2.0,1,2.0,1.0,524.0,0,0,0,2.0,2.0,0.3
0.0,79.0,3.0,3,4.0,3.0,1750.0,0,0,1,1.0,0.0,2.28
0.0,69.0,2.0,2,2.0,0.0,1141.0,0,0,2,2.0,2.0,0.95
0.0,83.0,2.0,2,3.0,1.0,1200.0,0,0,2,0.0,2.0,1.08
0.0,69.0,3.0,3,3.0,0.0,1543.0,0,0,0,2.0,1.0,0.98
1.0,26.0,4.0,3,2.0,3.0,8815.59,0,0,2,1.0,1.0,4.0
1.0,26.0,5.0,5,2.0,2.0,2295.0,0,0,0,1.0,2.0,8.1
1.0,23.0,5.0,5,4.0,2.0,1549.98,0,0,2,2.0,1.0,2.8
0.0,86.0,2.0,2,2.0,1.0,1105.0,0,0,0,1.0,1.0,0.9
1.0,3.0,4.0,5,0.0,3.0,4700.0,0,0,0,2.0,0.0,3.15
1.0,51.0,4.0,4,3.0,1.0,2844.0,1,0,0,2.0,2.0,3.51
0.0,43.0,3.0,4,2.0,2.0,2544.0,0,0,2,1.0,1.0,2.45
0.0,83.0,2.0,2,3.0,1.0,1550.0,0,0,0,2.0,0.0,1.04
0.0,84.0,4.0,6,2.0,1.0,2653.0,0,0,0,2.0,0.0,1.3
1.0,20.0,2.0,2,1.0,0.0,1125.0,0,1,0,1.0,1.0,0.65
0.0,21.0,2.0,2,2.0,2.0,1256.0,0,0,0,1.0,2.0,0.8
1.0,19.0,2.0,2,1.0,2.0,105.0,0,0,0,1.0,1.0,1.52
0.0,81.0,3.0,3,3.0,0.0,1509.0,0,0,2,2.0,2.0,1.05
0.0,44.0,2.0,2,2.0,1.0,549.0,0,0,0,1.0,0.0,0.35
0.0,66.0,3.0,3,2.0,3.0,1503.0,0,0,0,1.0,1.0,1.6
0.0,53.0,3.0,3,3.0,2.0,1905.0,0,0,2,2.0,2.0,1.55
1.0,40.0,3.0,3,4.0,2.0,60.0,0,0,1,1.0,2.0,1.9
1.0,43.0,3.0,9,4.0,3.0,1937.5,0,1,2,2.0,2.0,5.15
0.0,86.0,2.0,2,2.0,1.0,1226.0,0,0,0,1.0,1.0,1.0
0.0,53.0,4.0,4,4.0,0.0,2667.0,0,0,2,1.0,2.0,2.05
1.0,86.0,2.0,2,2.0,1.0,1297.0,0,0,0,1.0,0.0,0.7
0.0,32.0,2.0,2,0.0,4.0,85.0,0,0,0,2.0,0.0,1.2
0.0,51.0,4.0,5,4.0,0.0,3000.0,0,0,1,0.0,0.0,10.0
0.0,34.0,3.0,3,3.0,3.0,1623.0,0,0,0,1.0,1.0,1.27
0.0,62.0,2.0,2,3.0,4.0,1201.0,0,0,0,1.0,0.0,1.95
0.0,54.0,3.0,2,4.0,0.0,273.0,0,0,0,2.0,1.0,1.5
0.0,76.0,2.0,2,3.0,1.0,85.0,0,0,0,2.0,2.0,1.1
0.0,70.0,4.0,4,4.0,1.0,3000.0,0,0,2,0.0,0.0,5.25
0.0,8.0,3.0,2,4.0,3.0,1385.0,0,0,2,2.0,1.0,1.36
0.0,2.0,3.0,4,4.0,3.0,1400.0,0,0,2,0.0,2.0,1.35
0.0,88.0,2.0,3,2.0,3.0,1350.0,0,0,0,2.0,1.0,0.8
0.0,88.0,4.0,4,4.0,3.0,2251.0,0,0,0,2.0,1.0,1.55
1.0,63.0,5.0,6,4.0,1.0,3240.0,1,1,2,0.0,1.0,11.0
0.0,53.0,3.0,2,3.0,2.0,1750.0,0,0,2,2.0,2.0,1.39
0.0,76.0,3.0,3,2.0,3.0,1250.0,0,0,2,0.0,1.0,1.25
0.0,79.0,3.0,3,3.0,3.0,1650.0,0,0,2,2.0,2.0,1.45
1.0,67.0,2.0,3,2.0,2.0,963.0,0,0,0,1.0,2.0,1.3
0.0,66.0,3.0,4,2.0,3.0,1762.0,0,0,0,0.0,1.0,1.76
0.0,50.0,3.0,4,4.0,3.0,2500.0,0,0,2,1.0,2.0,5.0
0.0,32.0,3.0,2,4.0,1.0,1333.0,0,0,0,2.0,0.0,1.39
1.0,67.0,2.0,4,2.0,0.0,1102.0,0,0,0,1.0,2.0,1.16
0.0,92.0,2.0,2,1.0,3.0,610.0,0,0,2,2.0,2.0,0.32
1.0,47.0,4.0,4,3.0,3.0,2604.86,1,1,2,2.0,1.0,10.8
0.0,81.0,3.0,3,2.0,3.0,1671.0,0,0,2,0.0,0.0,1.05
0.0,86.0,3.0,3,3.0,1.0,1355.0,0,0,0,1.0,1.0,1.25
0.0,83.0,2.0,2,3.0,3.0,1300.0,0,0,2,0.0,2.0,1.2
1.0,26.0,3.0,3,3.0,2.0,8815.59,0,0,0,2.0,1.0,3.25
1.0,44.0,2.0,2,1.0,1.0,1150.0,0,0,0,1.0,2.0,0.49
0.0,76.0,3.0,3,4.0,3.0,1251.0,0,0,2,2.0,1.0,1.3
1.0,79.0,2.0,1,0.0,2.0,675.0,0,0,0,1.0,1.0,0.15
0.0,22.0,3.0,5,4.0,1.0,2943.0,0,0,1,2.0,2.0,3.99
0.0,3.0,2.0,2,3.0,3.0,1365.0,0,0,2,2.0,1.0,1.05
0.0,68.0,3.0,5,0.0,3.0,1950.0,0,0,0,1.0,1.0,1.75
0.0,7.0,2.0,2,3.0,3.0,1461.0,0,0,0,2.0,2.0,1.02
0.0,3.0,3.0,3,4.0,3.0,1300.0,0,0,0,1.0,2.0,1.32
0.0,83.0,2.0,2,4.0,3.0,1533.0,0,0,0,2.0,2.0,1.2
1.0,53.0,2.0,2,0.0,0.0,1453.13,0,0,0,1.0,1.0,2.95
0.0,28.0,3.0,3,2.0,0.0,2983.0,0,0,0,1.0,2.0,6.0
0.0,88.0,3.0,3,4.0,3.0,1600.0,0,0,0,2.0,2.0,1.24
0.0,59.0,3.0,4,4.0,1.0,1388.0,0,0,0,0.0,0.0,3.9
0.0,6.0,3.0,3,3.0,1.0,1429.0,0,0,0,1.0,2.0,2.0
0.0,79.0,1.0,1,2.0,3.0,444.0,0,0,0,1.0,2.0,0.38
0.0,80.0,4.0,5,4.0,3.0,2171.0,0,0,1,0.0,2.0,2.95
1.0,32.0,3.0,2,0.0,3.0,900.0,0,0,0,1.0,1.0,0.85
0.0,68.0,3.0,3,4.0,3.0,1450.0,0,0,1,1.0,1.0,1.2
0.0,92.0,1.0,1,1.0,1.0,417.0,0,0,0,1.0,2.0,0.26
0.0,56.0,3.0,1,0.0,1.0,2295.0,0,0,0,1.0,1.0,3.9
1.0,28.0,4.0,4,0.0,3.0,3196.89,0,0,0,1.0,2.0,4.5
0.0,64.0,3.0,3,4.0,0.0,2236.0,0,0,2,0.0,0.0,2.95
0.0,83.0,2.0,2,3.0,3.0,1263.0,0,0,0,2.0,0.0,1.15
0.0,83.0,2.0,2,4.0,3.0,1419.0,0,0,0,2.0,0.0,1.2
0.0,66.0,3.0,3,2.0,3.0,1529.0,0,0,2,0.0,2.0,1.5
1.0,15.0,2.0,2,1.0,2.0,1494.0,0,0,0,1.0,1.0,1.4
0.0,59.0,2.0,2,2.0,4.0,1278.0,0,0,0,1.0,2.0,1.6
0.0,69.0,3.0,4,2.0,3.0,1660.0,0,0,1,2.0,0.0,1.25
0.0,75.0,3.0,3,2.0,0.0,2813.0,0,0,0,2.0,0.0,4.75
1.0,44.0,4.0,4,2.0,0.0,3240.0,1,1,0,2.0,1.0,8.5
0.0,32.0,3.0,2,4.0,1.0,1562.0,0,0,0,1.0,2.0,1.35
0.0,44.0,2.0,2,3.0,4.0,1286.0,0,0,0,2.0,2.0,0.78
1.0,29.0,2.0,1,0.0,3.0,500.0,0,0,0,1.0,1.0,0.4
0.0,44.0,2.0,2,2.0,1.0,591.0,0,0,0,1.0,2.0,0.5
0.0,83.0,4.0,4,3.0,3.0,2600.0,0,0,0,1.0,1.0,2.1
0.0,70.0,4.0,4,4.0,0.0,4500.0,0,0,2,0.0,1.0,5.0
1.0,15.0,3.0,3,1.0,0.0,1872.92,0,0,0,1.0,2.0,3.71
1.0,26.0,4.0,4,4.0,2.0,4518.0,0,0,0,1.0,2.0,5.8
1.0,26.0,5.0,6,3.0,2.0,4518.0,1,1,2,2.0,1.0,17.0
0.0,83.0,4.0,6,3.0,3.0,3920.0,0,0,0,0.0,2.0,2.2
0.0,14.0,2.0,2,3.0,3.0,1498.0,0,0,0,2.0,2.0,1.75
0.0,24.0,4.0,5,3.0,2.0,6300.0,0,0,0,1.0,2.0,14.0
0.0,68.0,2.0,2,4.0,1.0,1381.0,0,0,0,2.0,2.0,1.1
0.0,83.0,3.0,4,3.0,3.0,2083.0,0,0,0,0.0,2.0,2.0
0.0,88.0,2.0,2,3.0,2.0,1230.0,0,0,0,2.0,2.0,0.64
1.0,34.0,1.0,1,0.0,3.0,1535.0,0,0,0,1.0,1.0,1.16
0.0,76.0,3.0,4,4.0,3.0,2253.0,0,0,0,0.0,2.0,2.01
0.0,75.0,3.0,3,2.0,0.0,1900.0,0,0,0,2.0,1.0,0.9
0.0,84.0,3.0,4,4.0,0.0,1786.0,0,0,0,2.0,0.0,1.28
0.0,66.0,4.0,3,0.0,3.0,1826.0,0,0,0,1.0,1.0,1.0
0.0,88.0,4.0,4,4.0,3.0,2214.0,0,0,0,0.0,0.0,1.65
0.0,34.0,2.0,3,2.0,3.0,656.0,0,0,0,1.0,2.0,0.45
0.0,44.0,2.0,2,4.0,0.0,1100.0,0,0,2,0.0,2.0,0.9
1.0,34.0,3.0,3,3.0,3.0,1570.0,0,0,0,2.0,2.0,1.27
1.0,24.0,8.0,11,4.0,2.0,5000.0,1,0,2,1.0,2.0,11.0
0.0,3.0,4.0,4,3.0,3.0,2738.0,0,0,0,1.0,0.0,2.45
0.0,44.0,2.0,2,1.0,3.0,743.0,0,0,0,1.0,0.0,0.28
1.0,3.0,4.0,4,4.0,3.0,3222.0,1,1,0,2.0,1.0,4.35
0.0,14.0,5.0,4,4.0,1.0,2956.0,0,0,1,1.0,1.0,3.72
1.0,26.0,5.0,5,4.0,3.0,4518.0,1,1,2,2.0,1.0,17.0
1.0,47.0,5.0,6,0.0,0.0,3000.0,0,0,0,1.0,1.0,6.5
0.0,83.0,3.0,4,3.0,3.0,2293.0,0,0,2,1.0,1.0,1.85
0.0,9.0,3.0,4,4.0,3.0,2048.0,0,0,0,2.0,2.0,1.75
0.0,34.0,2.0,2,2.0,3.0,905.0,0,0,0,1.0,1.0,0.8
0.0,53.0,1.0,2,1.0,2.0,678.0,0,0,0,2.0,1.0,0.55
0.0,8.0,3.0,4,4.0,3.0,1500.29,0,0,0,2.0,0.0,1.7
0.0,20.0,3.0,4,4.0,0.0,1829.0,0,0,0,2.0,0.0,1.59
1.0,26.0,3.0,3,3.0,0.0,2430.0,0,0,0,1.0,1.0,6.75
0.0,61.0,3.0,4,4.0,0.0,1635.0,0,0,2,2.0,2.0,2.2
0.0,86.0,3.0,3,2.0,1.0,1581.0,0,0,0,1.0,2.0,1.42
0.0,93.0,3.0,3,3.0,4.0,1905.0,0,0,0,1.0,2.0,1.6
0.0,63.0,3.0,4,2.0,3.0,1800.0,0,0,2,0.0,0.0,2.1
0.0,66.0,3.0,3,1.0,3.0,1493.0,0,0,2,2.0,0.0,1.32
0.0,79.0,2.0,2,2.0,0.0,1397.0,0,0,0,1.0,2.0,0.75
0.0,50.0,3.0,4,3.0,2.0,3222.0,0,0,2,1.0,2.0,5.0
1.0,67.0,3.0,3,2.0,2.0,1440.0,0,0,2,1.0,1.0,2.25
0.0,9.0,3.0,3,3.0,3.0,1650.0,0,0,2,0.0,0.0,1.65
0.0,45.0,3.0,3,2.0,2.0,2444.0,0,0,2,2.0,1.0,1.72
1.0,13.0,4.0,6,3.0,1.0,6382.0,1,1,2,2.0,1.0,7.99
0.0,85.0,2.0,2,1.0,1.0,120.0,0,0,0,2.0,0.0,1.15
0.0,2.0,2.0,2,3.0,3.0,1368.0,0,0,0,1.0,0.0,1.42
0.0,88.0,3.0,3,2.0,3.0,1644.0,0,0,0,2.0,0.0,1.19
1.0,9.0,4.0,4,4.0,1.0,5400.0,1,0,2,1.0,1.0,5.65
1.0,77.0,2.0,3,3.0,0.0,900.0,0,0,0,1.0,1.0,0.82
0.0,44.0,1.0,1,1.0,1.0,500.0,0,0,0,1.0,0.0,0.21
0.0,45.0,5.0,5,4.0,0.0,3919.0,0,0,0,1.0,0.0,4.52
1.0,47.0,4.0,4,3.0,2.0,4500.0,1,0,2,2.0,2.0,7.45
1.0,26.0,5.0,5,2.0,2.0,2700.0,1,1,1,2.0,2.0,9.0
0.0,34.0,2.0,2,0.0,4.0,1578.0,0,0,0,2.0,0.0,0.95
0.0,62.0,2.0,2,3.0,4.0,1592.0,0,0,0,1.0,2.0,2.29
0.0,89.0,2.0,2,4.0,3.0,1335.0,0,0,2,1.0,2.0,0.89
1.0,80.0,3.0,3,2.0,1.0,1700.0,0,0,0,2.0,2.0,1.4
0.0,0.0,4.0,4,4.0,0.0,1956.0,0,0,1,1.0,2.0,2.01
0.0,44.0,4.0,4,4.0,0.0,3831.0,0,0,2,2.0,2.0,9.3
0.0,32.0,2.0,2,4.0,4.0,1539.0,0,0,0,1.0,0.0,1.25
0.0,12.0,2.0,2,2.0,3.0,773.0,0,0,0,2.0,2.0,0.7
0.0,80.0,4.0,5,4.0,3.0,2535.0,0,0,0,2.0,1.0,1.75
0.0,50.0,3.0,4,4.0,2.0,2824.0,0,0,0,2.0,1.0,6.5
0.0,53.0,3.0,3,3.0,0.0,1910.0,0,0,2,2.0,2.0,1.38
1.0,87.0,3.0,3,2.0,0.0,2430.0,1,0,1,0.0,1.0,3.05
0.0,86.0,2.0,2,2.0,0.0,1086.0,0,0,0,1.0,2.0,0.75
1.0,40.0,5.0,5,2.0,2.0,3762.0,1,0,0,1.0,2.0,9.85
1.0,47.0,3.0,3,3.0,0.0,2131.29,1,0,0,1.0,1.0,7.1
0.0,4.0,4.0,5,4.0,1.0,2582.0,0,0,0,2.0,1.0,1.75
0.0,64.0,3.0,4,4.0,0.0,1843.0,0,0,2,0.0,0.0,2.35
1.0,40.0,3.0,3,2.0,3.0,1937.5,0,0,2,2.0,2.0,2.55
0.0,32.0,3.0,4,4.0,1.0,129.42,0,0,0,2.0,2.0,1.62
1.0,9.0,5.0,5,2.0,3.0,2430.0,1,0,0,2.0,1.0,6.2
0.0,8.0,2.0,2,2.0,3.0,1315.0,0,0,0,2.0,2.0,2.1
0.0,66.0,4.0,4,2.0,3.0,1914.0,0,0,0,0.0,1.0,1.95
1.0,36.0,5.0,5,4.0,0.0,4500.0,1,0,2,1.0,2.0,15.0
1.0,37.0,3.0,3,2.0,3.0,1350.0,0,0,0,1.0,1.0,0.55
0.0,64.0,3.0,3,3.0,3.0,2048.1,0,0,1,0.0,1.0,2.8
0.0,45.0,3.0,4,3.0,3.0,2060.0,0,0,2,1.0,2.0,2.55
0.0,61.0,3.0,3,3.0,3.0,2152.8,0,0,0,1.0,2.0,3.15
1.0,40.0,5.0,5,4.0,3.0,2723.27,1,0,2,2.0,1.0,9.5
0.0,66.0,4.0,4,1.0,3.0,1876.0,0,0,0,2.0,0.0,1.75
0.0,53.0,3.0,2,3.0,2.0,1623.0,0,0,0,2.0,2.0,1.7
0.0,83.0,3.0,3,2.0,0.0,1350.0,0,0,0,1.0,2.0,0.72
0.0,81.0,2.0,2,2.0,3.0,1154.0,0,0,0,0.0,0.0,0.83
0.0,40.0,3.0,3,2.0,0.0,1340.0,0,0,0,2.0,2.0,2.0
0.0,61.0,3.0,3,3.0,4.0,1500.0,0,0,0,1.0,1.0,3.5
0.0,87.0,4.0,3,2.0,0.0,2000.0,0,0,2,1.0,2.0,1.2
0.0,9.0,4.0,4,2.0,3.0,2505.0,0,0,0,2.0,0.0,2.0
0.0,32.0,3.0,3,3.0,4.0,619.0,0,0,0,2.0,1.0,1.4
1.0,29.0,1.0,1,0.0,3.0,1500.0,0,0,0,1.0,1.0,1.0
0.0,4.0,4.0,4,4.0,3.0,3028.0,0,0,2,0.0,0.0,2.63
0.0,80.0,3.0,4,4.0,4.0,1867.0,0,0,0,2.0,2.0,1.25
0.0,90.0,3.0,2,3.0,3.0,1091.0,0,0,0,1.0,1.0,0.99
0.0,70.0,4.0,4,4.0,3.0,4048.0,0,0,0,2.0,1.0,6.5
0.0,44.0,2.0,2,2.0,3.0,694.0,0,0,0,2.0,0.0,0.35
0.0,62.0,3.0,5,4.0,3.0,4271.0,0,0,1,1.0,1.0,6.15
0.0,62.0,4.0,4,4.0,1.0,2500.0,0,0,2,2.0,1.0,2.4
1.0,84.0,4.0,4,4.0,0.0,2800.0,1,0,2,2.0,1.0,2.47
1.0,26.0,6.0,6,2.0,2.0,4518.0,1,0,2,1.0,2.0,18.0
0.0,14.0,2.0,2,3.0,1.0,1276.0,0,0,0,0.0,1.0,1.55
1.0,19.0,4.0,4,0.0,2.0,3000.0,0,0,0,1.0,1.0,3.0
0.0,79.0,3.0,3,4.0,3.0,1570.0,0,0,1,1.0,2.0,2.2
0.0,8.0,3.0,3,4.0,3.0,1338.29,0,0,2,2.0,2.0,1.68
0.0,93.0,3.0,4,3.0,1.0,2648.0,0,0,2,0.0,1.0,2.45
0.0,44.0,5.0,6,4.0,3.0,7444.0,0,0,1,1.0,0.0,15.0
0.0,32.0,3.0,2,4.0,1.0,1483.0,0,0,0,1.0,0.0,1.3
0.0,84.0,2.0,2,1.0,3.0,668.0,0,0,0,1.0,1.0,0.5
0.0,93.0,3.0,5,4.0,1.0,1902.0,0,0,0,1.0,2.0,1.4
0.0,3.0,3.0,4,4.0,1.0,1781.0,0,0,0,1.0,2.0,1.12
0.0,6.0,3.0,4,4.0,3.0,1186.0,0,0,0,0.0,2.0,1.2
0.0,20.0,4.0,4,4.0,1.0,5000.0,0,0,0,2.0,1.0,3.35
1.0,38.0,3.0,3,2.0,0.0,900.0,0,0,2,1.0,2.0,2.1
0.0,44.0,2.0,2,1.0,3.0,535.0,0,0,0,2.0,2.0,0.26
0.0,4.0,2.0,2,4.0,3.0,1269.0,0,0,0,2.0,2.0,0.85
0.0,34.0,3.0,3,1.0,3.0,1500.0,0,0,0,1.0,1.0,1.1
0.0,0.0,3.0,4,3.0,3.0,2717.0,0,0,0,1.0,2.0,0.75
0.0,64.0,3.0,4,3.0,3.0,2100.0,0,0,2,1.0,0.0,3.39
0.0,83.0,3.0,4,3.0,3.0,2399.0,0,0,0,0.0,0.0,1.98
0.0,79.0,3.0,3,4.0,3.0,2030.0,0,0,1,0.0,0.0,2.25
0.0,37.0,2.0,2,1.0,3.0,1000.0,0,0,2,2.0,1.0,0.46
0.0,8.0,3.0,3,4.0,3.0,1703.0,0,0,0,0.0,2.0,1.3
0.0,62.0,3.0,3,4.0,3.0,2380.1,0,0,2,1.0,2.0,4.7
0.0,59.0,2.0,2,1.0,4.0,1095.0,0,0,0,1.0,2.0,1.55
0.0,32.0,3.0,4,1.0,3.0,1495.0,0,0,0,1.0,1.0,1.55
0.0,2.0,3.0,3,3.0,3.0,1354.0,0,0,0,1.0,2.0,1.6
0.0,44.0,3.0,5,4.0,0.0,3200.0,0,0,2,1.0,2.0,6.25
0.0,0.0,2.0,2,3.0,0.0,1023.0,0,0,0,2.0,2.0,0.48
0.0,32.0,3.0,3,3.0,1.0,2000.0,0,0,2,1.0,0.0,2.2
0.0,83.0,3.0,4,3.0,0.0,1506.0,0,0,1,2.0,2.0,1.1
0.0,44.0,2.0,2,2.0,4.0,833.0,0,0,0,2.0,2.0,0.54
0.0,59.0,3.0,3,2.0,1.0,1811.0,0,0,0,1.0,2.0,2.2
1.0,4.0,2.0,2,1.0,1.0,700.0,0,0,0,1.0,1.0,0.71
0.0,85.0,3.0,3,4.0,1.0,1306.0,0,0,0,2.0,2.0,1.75
0.0,8.0,4.0,5,3.0,3.0,2343.0,0,0,0,2.0,0.0,3.95
0.0,6.0,4.0,5,4.0,3.0,1535.0,0,0,0,1.0,0.0,1.32
0.0,2.0,3.0,3,3.0,3.0,1354.0,0,0,2,0.0,2.0,1.49
0.0,93.0,2.0,2,4.0,4.0,1300.0,0,0,0,2.0,0.0,0.92
0.0,66.0,3.0,3,1.0,3.0,1493.0,0,0,0,2.0,0.0,1.3
0.0,82.0,3.0,3,2.0,1.0,1671.0,0,0,2,2.0,1.0,1.48
0.0,44.0,2.0,2,4.0,3.0,1367.0,0,0,0,2.0,0.0,0.74
0.0,34.0,3.0,3,3.0,3.0,1750.0,0,0,0,1.0,0.0,1.49
1.0,44.0,7.0,7,4.0,2.0,2403.0,1,1,2,2.0,1.0,4.95
1.0,42.0,3.0,3,2.0,2.0,909.0,0,1,2,2.0,2.0,2.2
0.0,82.0,4.0,4,4.0,1.0,1995.0,0,0,0,2.0,2.0,1.05
0.0,34.0,2.0,2,4.0,3.0,1430.0,0,0,0,2.0,0.0,0.75
0.0,66.0,3.0,3,2.0,3.0,1503.0,0,0,2,0.0,2.0,1.55
0.0,89.0,4.0,4,4.0,0.0,2604.0,0,0,0,2.0,2.0,1.8
0.0,4.0,3.0,4,4.0,3.0,2090.0,0,0,2,1.0,0.0,1.75
0.0,68.0,3.0,3,3.0,3.0,1574.0,0,0,0,2.0,2.0,1.62
0.0,84.0,3.0,3,1.0,3.0,1838.0,0,0,1,2.0,2.0,2.2
0.0,82.0,3.0,3,3.0,3.0,1610.0,0,0,0,2.0,2.0,1.05
0.0,85.0,2.0,2,3.0,3.0,1426.0,0,0,2,0.0,0.0,1.19
0.0,49.0,4.0,3,3.0,0.0,2147.0,0,0,1,2.0,2.0,2.0
