property_type,sector,bedRoom,bathroom,balcony,agePossession,built_up_area,servent room,store room,furnishing_type,luxury_category,floor_category,price
1.0,5.0,2.0,2,2.0,0.0,56.0,0,0,0,1.0,1.0,0.38
1.0,26.0,3.0,5,4.0,2.0,1800.0,0,0,2,1.0,2.0,6.0
0.0,76.0,2.0,2,3.0,1.0,1747.0,0,0,0,2.0,2.0,1.41
0.0,76.0,2.0,2,3.0,1.0,93.0,0,0,0,2.0,2.0,1.47
0.0,66.0,3.0,3,2.0,3.0,1503.0,0,0,0,2.0,2.0,1.4
0.0,76.0,2.0,2,3.0,3.0,1325.0,0,0,0,1.0,2.0,1.12
0.0,24.0,4.0,6,4.0,0.0,4889.0,0,0,0,1.0,2.0,6.0
1.0,45.0,5.0,5,2.0,3.0,3456.0,1,0,2,1.0,1.0,6.5
1.0,53.0,6.0,6,4.0,0.0,1530.0,0,0,2,1.0,1.0,3.4
0.0,59.0,3.0,3,1.0,1.0,1549.0,0,0,0,2.0,1.0,2.5
1.0,37.0,3.0,2,1.0,1.0,684.0,0,0,0,1.0,1.0,0.7
0.0,51.0,4.0,6,3.0,3.0,2974.0,0,0,1,2.0,2.0,11.0
0.0,37.0,1.0,1,1.0,3.0,500.0,0,0,0,1.0,1.0,0.21
0.0,90.0,4.0,4,2.0,3.0,2322.0,0,0,0,2.0,0.0,1.12
0.0,2.0,2.0,2,2.0,1.0,1177.0,0,0,0,0.0,0.0,1.99
0.0,79.0,3.0,4,4.0,3.0,1904.0,0,0,1,0.0,0.0,2.3
0.0,80.0,2.0,2,2.0,3.0,1367.0,0,0,0,2.0,0.0,1.0
0.0,90.0,4.0,4,0.0,3.0,2040.0,0,0,0,1.0,2.0,1.3
0.0,22.0,3.0,5,4.0,1.0,2943.0,0,0,0,2.0,2.0,4.63
0.0,74.0,3.0,3,3.0,3.0,1344.0,0,0,2,2.0,2.0,1.5
0.0,73.0,3.0,3,2.0,4.0,1592.0,0,0,0,2.0,1.0,1.9
0.0,80.0,4.0,4,4.0,0.0,2576.1,0,0,0,1.0,0.0,2.7
0.0,44.0,3.0,3,0.0,3.0,2024.0,0,0,0,2.0,0.0,2.0
0.0,59.0,3.0,3,3.0,1.0,1137.0,0,0,0,1.0,1.0,1.9
0.0,64.0,3.0,3,2.0,1.0,1597.0,0,0,2,0.0,2.0,1.8
0.0,90.0,4.0,4,3.0,3.0,2041.0,0,0,0,2.0,0.0,1.25
0.0,44.0,2.0,2,4.0,3.0,1165.0,0,0,0,0.0,0.0,0.96
0.0,4.0,3.0,3,3.0,3.0,1405.0,0,0,2,2.0,0.0,1.9
0.0,18.0,4.0,3,3.0,2.0,1444.0,0,0,2,2.0,2.0,1.4
0.0,47.0,3.0,3,3.0,0.0,1900.0,0,0,2,1.0,2.0,2.35
0.0,84.0,4.0,4,4.0,0.0,2094.0,0,0,2,2.0,0.0,1.55
0.0,32.0,2.0,2,3.0,4.0,1279.0,0,0,0,1.0,1.0,1.65
0.0,66.0,3.0,3,1.0,3.0,1465.0,0,0,0,2.0,0.0,1.37
1.0,39.0,4.0,4,2.0,1.0,3240.0,1,0,0,1.0,2.0,11.0
0.0,4.0,3.0,3,4.0,1.0,2544.0,0,0,0,2.0,2.0,1.95
1.0,32.0,3.0,10,3.0,0.0,210.0,0,0,0,1.0,2.0,2.0
0.0,2.0,3.0,3,4.0,3.0,1687.0,0,0,0,2.0,1.0,2.04
0.0,45.0,3.0,3,3.0,3.0,1719.0,0,0,0,1.0,1.0,2.09
0.0,68.0,3.0,3,3.0,1.0,1750.0,0,0,0,2.0,1.0,1.6
0.0,81.0,2.0,2,3.0,3.0,1630.0,0,0,0,1.0,2.0,1.19
0.0,40.0,3.0,4,4.0,0.0,2222.0,0,0,2,1.0,2.0,2.75
0.0,44.0,4.0,5,3.0,0.0,2167.0,0,0,2,1.0,1.0,2.5
0.0,37.0,2.0,2,1.0,3.0,950.0,0,0,0,1.0,1.0,0.39
0.0,76.0,3.0,3,2.0,3.0,1433.0,0,0,0,2.0,2.0,1.35
0.0,89.0,2.0,2,2.0,3.0,1248.0,0,0,1,2.0,0.0,0.9
0.0,69.0,4.0,4,3.0,0.0,2238.0,0,0,0,2.0,2.0,1.3
0.0,20.0,2.0,2,3.0,2.0,1573.0,0,0,2,2.0,2.0,0.95
0.0,64.0,3.0,3,4.0,0.0,1480.0,0,0,0,1.0,1.0,1.0
0.0,90.0,3.0,2,2.0,3.0,1325.0,0,0,0,2.0,2.0,0.7
0.0,2.0,2.0,2,2.0,1.0,769.0,0,0,0,2.0,0.0,0.97
0.0,62.0,2.0,2,2.0,3.0,1433.0,0,0,0,1.0,0.0,2.0
0.0,92.0,3.0,3,2.0,3.0,1800.0,0,0,0,1.0,2.0,0.72
1.0,25.0,5.0,6,4.0,0.0,4518.0,1,1,0,2.0,2.0,15.5
1.0,45.0,2.0,6,4.0,0.0,1463.89,0,0,2,1.0,2.0,3.75
0.0,93.0,3.0,3,3.0,3.0,1790.0,0,0,0,1.0,2.0,1.16
0.0,29.0,3.0,2,1.0,3.0,1000.0,0,0,0,1.0,2.0,0.4
0.0,79.0,3.0,3,4.0,1.0,2030.0,0,0,1,0.0,2.0,2.25
0.0,90.0,4.0,3,3.0,4.0,2093.0,0,0,0,2.0,2.0,1.22
0.0,79.0,2.0,2,3.0,3.0,1300.0,0,0,0,2.0,2.0,0.87
1.0,28.0,2.0,6,3.0,3.0,1350.0,0,0,0,1.0,2.0,3.5
1.0,10.0,4.0,3,2.0,2.0,1800.0,0,0,0,1.0,1.0,2.2
0.0,84.0,3.0,3,4.0,3.0,1780.0,0,0,0,0.0,0.0,1.54
1.0,31.0,5.0,5,4.0,0.0,1840.63,0,1,2,2.0,2.0,4.25
0.0,9.0,3.0,2,3.0,3.0,1790.0,0,0,0,2.0,2.0,1.26
0.0,74.0,3.0,4,4.0,3.0,1905.0,0,0,2,0.0,2.0,1.08
0.0,68.0,3.0,3,3.0,4.0,1865.0,0,0,2,2.0,0.0,1.3
0.0,34.0,2.0,2,4.0,3.0,1310.0,0,0,0,2.0,0.0,0.66
0.0,90.0,2.0,2,2.0,3.0,952.0,0,0,0,2.0,1.0,0.5
0.0,84.0,3.0,4,4.0,3.0,1838.0,0,0,0,2.0,1.0,1.25
1.0,67.0,4.0,5,0.0,2.0,330.0,0,0,0,1.0,2.0,1.35
0.0,68.0,3.0,3,2.0,3.0,1300.0,0,0,0,1.0,1.0,1.25
0.0,9.0,3.0,3,4.0,3.0,1466.0,0,0,0,2.0,2.0,1.4
0.0,86.0,2.0,3,3.0,4.0,1581.0,0,0,0,2.0,2.0,0.8
0.0,34.0,3.0,3,4.0,0.0,1686.0,0,0,0,1.0,0.0,1.0
1.0,66.0,1.0,1,0.0,1.0,763.0,0,0,0,1.0,1.0,0.8
0.0,88.0,3.0,4,3.0,3.0,1525.0,0,0,2,2.0,1.0,0.86
0.0,83.0,2.0,2,3.0,3.0,1730.0,0,0,0,1.0,2.0,1.24
0.0,34.0,3.0,2,3.0,4.0,1619.0,0,0,0,1.0,0.0,1.02
1.0,63.0,4.0,4,4.0,3.0,5200.0,1,1,2,2.0,1.0,9.0
0.0,34.0,2.0,2,3.0,1.0,641.0,0,0,0,1.0,2.0,0.6
0.0,13.0,4.0,5,4.0,3.0,3655.35,0,0,2,0.0,2.0,5.49
0.0,80.0,2.0,2,2.0,3.0,1362.0,0,0,0,2.0,2.0,0.85
0.0,68.0,3.0,2,2.0,0.0,2406.0,0,0,0,2.0,0.0,2.6
0.0,34.0,1.0,1,0.0,3.0,669.0,0,0,0,1.0,2.0,0.55
0.0,90.0,3.0,2,3.0,1.0,1661.0,0,0,0,1.0,1.0,0.99
1.0,41.0,6.0,7,4.0,3.0,4500.0,1,1,2,2.0,2.0,16.0
1.0,42.0,8.0,8,4.0,0.0,2385.0,0,0,2,1.0,2.0,5.5
0.0,83.0,3.0,3,2.0,3.0,1402.0,0,0,0,2.0,0.0,0.9
1.0,10.0,8.0,5,2.0,0.0,2476.0,0,0,0,1.0,1.0,1.8
0.0,2.0,3.0,4,4.0,0.0,1850.0,0,0,0,2.0,0.0,1.82
0.0,43.0,1.0,1,2.0,2.0,599.0,0,0,0,2.0,2.0,0.65
0.0,82.0,3.0,3,3.0,3.0,1879.0,0,0,2,1.0,0.0,1.5
0.0,40.0,4.0,3,3.0,2.0,2650.0,0,0,0,1.0,2.0,3.2
1.0,68.0,4.0,4,4.0,3.0,6000.0,1,0,0,0.0,1.0,4.0
1.0,53.0,5.0,5,4.0,0.0,1453.13,0,0,0,1.0,2.0,3.6
0.0,92.0,2.0,2,1.0,3.0,580.0,0,0,1,1.0,2.0,0.32
0.0,56.0,4.0,5,4.0,1.0,5524.0,0,0,0,1.0,1.0,5.25
0.0,81.0,2.0,2,2.0,3.0,1262.0,0,0,2,1.0,2.0,0.75
1.0,5.0,3.0,2,2.0,0.0,1200.0,0,0,0,1.0,1.0,0.7
0.0,66.0,2.0,2,2.0,4.0,1043.0,0,0,0,1.0,2.0,0.75
1.0,53.0,1.0,4,1.0,0.0,1000.0,0,0,0,1.0,1.0,0.35
0.0,83.0,3.0,4,4.0,1.0,2293.0,0,0,0,2.0,2.0,1.78
0.0,86.0,3.0,3,2.0,1.0,1581.0,0,0,0,1.0,2.0,1.25
0.0,76.0,3.0,3,3.0,3.0,2161.0,0,0,0,1.0,2.0,1.35
0.0,34.0,2.0,2,2.0,3.0,833.0,0,0,0,1.0,2.0,0.42
0.0,66.0,3.0,3,2.0,3.0,1363.0,0,0,1,0.0,1.0,1.51
0.0,44.0,3.0,2,2.0,3.0,1067.0,0,0,0,2.0,1.0,0.9
1.0,79.0,1.0,1,0.0,2.0,1095.0,0,0,0,1.0,1.0,0.89
0.0,70.0,3.0,4,4.0,0.0,2081.0,0,0,0,1.0,2.0,3.4
0.0,92.0,2.0,2,1.0,1.0,730.0,0,0,2,2.0,0.0,0.33
0.0,2.0,3.0,4,3.0,3.0,2047.0,0,0,0,2.0,0.0,2.15
0.0,83.0,4.0,5,4.0,3.0,2678.0,0,0,2,2.0,2.0,2.1
0.0,82.0,3.0,3,4.0,3.0,1643.0,0,0,0,2.0,2.0,0.85
0.0,59.0,3.0,3,2.0,1.0,1475.0,0,0,0,2.0,2.0,2.24
0.0,81.0,3.0,3,3.0,3.0,1579.0,0,0,0,2.0,2.0,1.08
0.0,28.0,4.0,3,2.0,0.0,2563.0,0,0,0,1.0,2.0,7.0
0.0,69.0,2.0,2,2.0,0.0,1143.0,0,0,0,1.0,2.0,0.82
1.0,47.0,3.0,3,2.0,2.0,3196.89,1,0,2,2.0,1.0,8.45
1.0,68.0,5.0,4,4.0,1.0,2610.0,1,0,2,1.0,2.0,5.25
0.0,83.0,3.0,4,3.0,3.0,1925.0,0,0,0,1.0,2.0,1.83
0.0,4.0,1.0,2,2.0,1.0,335.0,0,0,0,2.0,1.0,0.22
0.0,34.0,4.0,5,3.0,3.0,2405.0,0,0,0,1.0,2.0,1.4
0.0,13.0,3.0,3,2.0,3.0,2225.56,0,0,2,0.0,0.0,3.4
0.0,5.0,3.0,2,1.0,3.0,1056.0,0,0,2,1.0,1.0,0.45
0.0,44.0,2.0,2,2.0,1.0,916.0,0,0,0,2.0,2.0,0.68
0.0,32.0,3.0,3,4.0,1.0,1740.0,0,0,2,1.0,2.0,1.7
0.0,32.0,2.0,2,3.0,1.0,1385.0,0,0,0,2.0,0.0,1.25
0.0,45.0,4.0,4,4.0,0.0,2270.0,0,0,0,2.0,2.0,2.9
0.0,88.0,4.0,4,4.0,3.0,2110.0,0,0,2,1.0,2.0,2.05
0.0,43.0,3.0,4,4.0,0.0,1966.0,0,0,0,2.0,2.0,2.4
0.0,34.0,3.0,3,3.0,3.0,1700.0,0,0,0,0.0,2.0,1.08
0.0,44.0,3.0,2,4.0,3.0,1210.73,0,0,0,1.0,1.0,0.95
0.0,0.0,3.0,3,4.0,3.0,2190.0,0,0,0,1.0,2.0,0.85
0.0,56.0,4.0,4,2.0,1.0,2647.0,0,0,0,1.0,2.0,6.75
0.0,45.0,3.0,4,4.0,0.0,2056.0,0,0,0,1.0,2.0,2.7
0.0,88.0,2.0,2,2.0,2.0,1238.0,0,0,0,2.0,0.0,0.65
1.0,63.0,4.0,4,4.0,3.0,2400.35,1,1,0,2.0,2.0,8.8
0.0,84.0,2.0,2,1.0,4.0,1295.0,0,0,0,1.0,0.0,0.74
1.0,29.0,1.0,1,0.0,3.0,1000.0,0,0,0,1.0,1.0,0.6
1.0,9.0,5.0,7,4.0,3.0,6228.0,1,1,0,2.0,2.0,6.25
1.0,53.0,8.0,8,4.0,3.0,3240.0,1,0,1,1.0,2.0,7.5
0.0,89.0,2.0,2,2.0,3.0,1179.0,0,0,0,2.0,2.0,0.87
0.0,92.0,2.0,2,2.0,3.0,716.0,0,0,0,2.0,2.0,0.38
0.0,3.0,3.0,3,3.0,3.0,1845.0,0,0,0,1.0,1.0,1.57
0.0,13.0,2.0,2,3.0,3.0,1939.03,0,0,2,0.0,2.0,2.5
0.0,44.0,2.0,2,3.0,3.0,1404.0,0,0,0,0.0,2.0,0.72
1.0,52.0,2.0,9,4.0,1.0,1130.21,0,0,2,1.0,2.0,5.0
0.0,29.0,2.0,2,1.0,2.0,722.0,0,0,2,1.0,1.0,0.5
1.0,70.0,4.0,5,4.0,3.0,7000.0,0,0,2,1.0,2.0,8.6
0.0,44.0,1.0,1,1.0,1.0,778.0,0,0,0,2.0,1.0,0.22
1.0,10.0,5.0,4,3.0,2.0,1850.0,0,1,0,1.0,1.0,2.5
0.0,79.0,3.0,2,4.0,3.0,1392.0,0,0,0,2.0,0.0,1.15
0.0,88.0,3.0,4,4.0,2.0,1608.0,0,0,1,1.0,1.0,1.25
0.0,8.0,3.0,5,2.0,1.0,2343.1,0,0,0,2.0,0.0,3.95
0.0,44.0,3.0,3,3.0,2.0,1700.0,0,0,2,2.0,0.0,1.6
1.0,20.0,2.0,2,2.0,0.0,270.0,0,0,0,1.0,2.0,0.34
0.0,2.0,3.0,3,3.0,3.0,1509.0,0,0,0,1.0,2.0,1.75
0.0,51.0,3.0,3,4.0,0.0,2100.0,0,0,2,2.0,2.0,1.75
0.0,84.0,3.0,4,4.0,3.0,1580.0,0,0,0,0.0,0.0,1.56
0.0,7.0,2.0,2,1.0,3.0,591.0,0,0,2,2.0,2.0,0.4
0.0,20.0,2.0,3,0.0,0.0,1000.0,0,0,0,1.0,1.0,1.0
0.0,68.0,2.0,2,4.0,1.0,1242.0,0,0,2,2.0,0.0,1.34
0.0,47.0,3.0,4,4.0,0.0,2470.0,0,0,2,0.0,2.0,2.65
0.0,17.0,5.0,5,2.0,2.0,2556.0,0,0,1,2.0,1.0,1.7
1.0,15.0,2.0,4,0.0,2.0,675.0,0,0,0,1.0,1.0,0.9
0.0,66.0,3.0,3,2.0,3.0,1503.0,0,0,0,2.0,1.0,1.4
0.0,90.0,2.0,2,3.0,0.0,952.0,0,0,0,1.0,1.0,0.5
0.0,2.0,3.0,3,3.0,3.0,1354.0,0,0,2,2.0,2.0,1.3
0.0,15.0,3.0,3,1.0,1.0,1167.0,0,0,2,1.0,1.0,0.65
0.0,56.0,3.0,3,3.0,4.0,1430.0,0,0,0,1.0,2.0,1.45
0.0,7.0,2.0,2,4.0,0.0,1301.0,0,0,0,2.0,1.0,0.94
0.0,93.0,2.0,2,1.0,3.0,601.0,0,0,0,1.0,2.0,0.32
0.0,0.0,3.0,2,2.0,0.0,1313.0,0,0,0,2.0,2.0,0.6
0.0,58.0,4.0,5,3.0,3.0,2667.0,0,0,2,0.0,2.0,3.7
0.0,44.0,2.0,2,1.0,3.0,535.0,0,0,0,1.0,1.0,0.26
0.0,34.0,4.0,3,3.0,3.0,2087.0,0,0,0,2.0,2.0,1.78
0.0,92.0,2.0,2,2.0,1.0,632.0,0,0,2,1.0,1.0,0.45
0.0,6.0,2.0,2,4.0,3.0,940.0,0,0,0,0.0,1.0,0.92
0.0,82.0,2.0,2,1.0,3.0,555.0,0,0,0,1.0,2.0,0.35
1.0,21.0,5.0,5,2.0,3.0,120.0,0,0,0,1.0,2.0,1.6
0.0,67.0,3.0,2,1.0,3.0,1100.0,0,0,2,2.0,2.0,0.8
0.0,93.0,2.0,2,1.0,3.0,606.0,0,0,0,2.0,2.0,0.35
0.0,68.0,3.0,3,4.0,1.0,1900.0,0,0,0,2.0,2.0,1.68
0.0,62.0,3.0,3,3.0,0.0,3107.0,0,0,2,2.0,0.0,6.15
0.0,8.0,2.0,3,3.0,3.0,1222.0,0,0,0,2.0,2.0,0.9
1.0,42.0,4.0,3,3.0,3.0,90.0,0,0,2,1.0,2.0,2.25
0.0,6.0,2.0,2,3.0,1.0,1200.0,0,0,2,0.0,2.0,0.97
0.0,81.0,2.0,2,2.0,3.0,990.0,0,0,2,0.0,1.0,0.6
1.0,31.0,4.0,4,3.0,2.0,1453.13,0,1,2,2.0,1.0,3.5
1.0,19.0,2.0,1,0.0,2.0,891.0,0,0,0,1.0,1.0,0.29
0.0,4.0,4.0,4,4.0,3.0,2972.0,0,0,0,1.0,0.0,2.65
0.0,53.0,3.0,3,4.0,0.0,2243.0,0,0,2,2.0,2.0,1.65
0.0,56.0,4.0,4,4.0,0.0,1850.0,0,0,0,2.0,2.0,1.5
0.0,68.0,2.0,2,3.0,3.0,1286.0,0,0,0,1.0,1.0,1.23
0.0,7.0,2.0,2,2.0,1.0,615.0,0,0,0,1.0,2.0,0.37
0.0,81.0,3.0,3,3.0,3.0,1594.0,0,0,0,2.0,2.0,1.48
0.0,68.0,3.0,4,4.0,3.0,1706.0,0,0,1,1.0,0.0,1.75
0.0,44.0,2.0,2,1.0,1.0,644.0,0,0,0,1.0,2.0,0.32
0.0,87.0,3.0,3,2.0,0.0,1476.0,0,0,0,1.0,2.0,0.95
0.0,88.0,4.0,5,2.0,3.0,2192.0,0,0,0,2.0,2.0,1.3
1.0,45.0,3.0,3,1.0,2.0,1701.0,0,0,2,1.0,1.0,3.75
0.0,73.0,3.0,3,2.0,1.0,1628.0,0,0,0,2.0,2.0,1.92
0.0,88.0,3.0,3,2.0,3.0,1661.0,0,0,0,1.0,0.0,1.23
0.0,34.0,3.0,3,4.0,1.0,2211.0,0,0,0,1.0,2.0,1.44
0.0,6.0,4.0,4,4.0,3.0,2100.0,0,0,2,0.0,0.0,1.35
0.0,85.0,3.0,3,4.0,3.0,1990.0,0,0,0,2.0,2.0,1.3
0.0,53.0,3.0,2,3.0,3.0,2250.0,0,0,2,2.0,2.0,2.11
1.0,40.0,7.0,7,3.0,3.0,963.0,0,0,2,1.0,2.0,2.5
1.0,44.0,4.0,6,3.0,2.0,3240.0,1,0,0,1.0,2.0,8.5
0.0,56.0,1.0,1,1.0,0.0,594.0,0,0,0,1.0,0.0,0.38
0.0,20.0,2.0,2,2.0,3.0,73.0,0,0,0,1.0,1.0,1.6
1.0,25.0,9.0,9,4.0,2.0,3600.0,1,1,0,2.0,2.0,10.75
0.0,44.0,2.0,2,3.0,1.0,828.0,0,0,0,2.0,2.0,0.55
0.0,90.0,3.0,4,3.0,3.0,1900.0,0,0,2,2.0,0.0,1.55
1.0,17.0,3.0,3,3.0,2.0,2250.0,0,0,0,1.0,1.0,3.4
0.0,81.0,3.0,4,3.0,3.0,1596.0,0,0,2,0.0,2.0,1.8
0.0,74.0,2.0,2,2.0,3.0,1156.0,0,0,0,2.0,1.0,0.99
0.0,80.0,2.0,2,3.0,0.0,1150.0,0,0,0,2.0,1.0,0.67
0.0,37.0,2.0,2,1.0,3.0,722.0,0,0,0,1.0,1.0,0.43
1.0,9.0,5.0,5,4.0,3.0,3600.0,1,1,0,2.0,1.0,9.5
0.0,68.0,4.0,5,4.0,3.0,2286.0,0,0,2,1.0,1.0,2.0
0.0,70.0,4.0,4,4.0,1.0,4000.0,0,0,2,0.0,1.0,5.0
1.0,25.0,4.0,3,4.0,0.0,1350.0,0,1,0,2.0,1.0,4.45
0.0,68.0,3.0,3,3.0,3.0,2048.0,0,0,0,2.0,0.0,2.4
0.0,7.0,2.0,2,2.0,3.0,543.0,0,0,0,1.0,0.0,0.28
0.0,2.0,3.0,3,3.0,3.0,1354.0,0,0,0,2.0,0.0,1.54
0.0,74.0,3.0,4,3.0,3.0,1611.0,0,0,2,2.0,1.0,1.25
0.0,76.0,3.0,4,4.0,1.0,2048.0,0,0,0,1.0,0.0,1.85
1.0,9.0,5.0,5,4.0,3.0,2432.64,1,1,2,2.0,2.0,6.15
1.0,28.0,2.0,2,1.0,2.0,1450.0,0,1,0,1.0,2.0,1.39
0.0,22.0,3.0,3,4.0,1.0,2135.0,0,0,1,2.0,1.0,4.1
0.0,9.0,3.0,3,3.0,3.0,1662.0,0,0,0,2.0,2.0,1.68
0.0,62.0,3.0,3,3.0,3.0,1600.0,0,0,2,1.0,2.0,2.4
0.0,66.0,3.0,3,2.0,3.0,1578.0,0,0,2,2.0,1.0,1.65
0.0,84.0,3.0,3,1.0,3.0,1810.0,0,0,0,1.0,0.0,1.5
1.0,90.0,2.0,2,3.0,3.0,959.0,0,0,0,1.0,1.0,0.75
0.0,34.0,2.0,2,3.0,3.0,1310.0,0,0,0,0.0,2.0,0.8
0.0,2.0,2.0,2,2.0,3.0,871.0,0,0,0,1.0,2.0,1.35
0.0,28.0,3.0,3,3.0,0.0,1777.0,0,0,0,2.0,2.0,2.3
0.0,90.0,3.0,3,3.0,3.0,1692.0,0,0,2,2.0,2.0,0.8
1.0,20.0,3.0,4,2.0,0.0,900.0,0,0,0,1.0,1.0,0.4
0.0,82.0,3.0,3,4.0,1.0,1643.0,0,0,0,1.0,2.0,0.79
0.0,7.0,2.0,2,1.0,3.0,522.0,0,0,0,2.0,2.0,0.37
0.0,79.0,3.0,4,4.0,3.0,2090.0,0,0,1,0.0,0.0,2.25
0.0,81.0,3.0,3,2.0,0.0,1700.0,0,0,0,2.0,0.0,1.25
0.0,73.0,2.0,2,1.0,4.0,844.0,0,0,0,2.0,2.0,0.5
1.0,24.0,4.0,4,4.0,3.0,1080.0,0,1,1,1.0,2.0,2.6
1.0,4.0,2.0,2,1.0,1.0,795.0,0,0,0,1.0,1.0,0.48
0.0,4.0,1.0,2,2.0,1.0,334.0,0,0,0,2.0,2.0,0.2
0.0,75.0,2.0,2,2.0,0.0,1224.0,0,0,0,1.0,2.0,0.7
1.0,17.0,5.0,5,0.0,0.0,2500.0,0,0,0,1.0,2.0,6.5
0.0,83.0,2.0,2,2.0,3.0,1822.0,0,0,0,2.0,2.0,1.31
0.0,14.0,3.0,3,3.0,1.0,2098.0,0,0,0,0.0,2.0,2.33
0.0,4.0,4.0,4,4.0,3.0,3139.0,0,0,2,0.0,0.0,2.6
0.0,20.0,3.0,4,4.0,0.0,1829.0,0,0,0,2.0,2.0,1.5
0.0,64.0,4.0,4,4.0,3.0,2981.0,0,0,2,0.0,0.0,4.55
0.0,4.0,2.0,2,2.0,3.0,1476.0,0,0,0,2.0,2.0,1.32
0.0,44.0,2.0,2,2.0,1.0,577.0,0,0,0,1.0,1.0,0.32
0.0,2.0,2.0,2,1.0,3.0,915.0,0,0,0,1.0,2.0,1.1
0.0,7.0,2.0,2,4.0,3.0,1301.0,0,0,0,2.0,2.0,0.88
1.0,68.0,4.0,4,4.0,3.0,6000.0,1,1,2,0.0,2.0,5.35
0.0,7.0,3.0,4,0.0,1.0,2249.0,0,0,0,2.0,1.0,1.4
0.0,81.0,2.0,2,2.0,0.0,1186.0,0,0,2,0.0,2.0,0.84
0.0,85.0,2.0,2,2.0,3.0,1300.0,0,0,0,0.0,2.0,0.92
1.0,25.0,4.0,4,4.0,2.0,1800.0,1,1,0,2.0,1.0,6.3
0.0,92.0,3.0,2,2.0,1.0,761.0,0,0,0,1.0,2.0,0.4
0.0,28.0,2.0,2,2.0,0.0,1109.0,0,0,0,1.0,1.0,1.35
0.0,44.0,2.0,2,3.0,4.0,561.0,0,0,0,1.0,2.0,0.4
0.0,83.0,2.0,2,3.0,3.0,1562.0,0,0,0,1.0,0.0,1.05
1.0,17.0,4.0,4,4.0,0.0,3150.0,0,0,0,1.0,1.0,6.5
1.0,37.0,2.0,3,1.0,0.0,675.0,0,0,0,1.0,1.0,0.8
0.0,44.0,3.0,3,3.0,2.0,2200.0,0,0,2,2.0,2.0,1.75
0.0,86.0,3.0,3,0.0,4.0,1910.0,0,0,0,2.0,0.0,0.9
1.0,5.0,3.0,2,1.0,2.0,1185.51,0,0,0,1.0,1.0,1.2
0.0,44.0,3.0,3,4.0,3.0,2000.0,0,0,2,0.0,2.0,2.7
0.0,34.0,2.0,2,0.0,3.0,1167.0,0,0,0,1.0,2.0,0.55
0.0,45.0,4.0,5,3.0,0.0,3356.0,0,0,1,1.0,2.0,3.6
1.0,46.0,2.0,2,0.0,0.0,909.0,0,0,2,1.0,1.0,0.7
0.0,68.0,2.0,2,3.0,3.0,1286.0,0,0,0,1.0,2.0,1.25
1.0,90.0,4.0,4,4.0,3.0,5000.0,0,0,0,1.0,2.0,2.75
0.0,64.0,2.0,2,1.0,1.0,889.0,0,0,0,2.0,2.0,0.56
0.0,76.0,3.0,4,4.0,1.0,1713.0,0,0,0,1.0,2.0,1.95
0.0,85.0,3.0,3,4.0,3.0,1762.0,0,0,2,1.0,2.0,1.4
1.0,44.0,3.0,4,3.0,3.0,2594.1,1,1,2,2.0,1.0,6.4
1.0,26.0,5.0,5,4.0,2.0,1350.0,0,0,0,1.0,1.0,4.5
1.0,0.0,4.0,3,2.0,0.0,1284.0,0,0,0,1.0,2.0,1.85
0.0,76.0,3.0,3,3.0,3.0,1176.0,0,0,2,2.0,0.0,1.3
0.0,20.0,2.0,2,2.0,2.0,1100.0,0,0,2,1.0,0.0,0.75
0.0,53.0,3.0,3,4.0,3.0,1900.0,0,0,2,2.0,2.0,1.5
0.0,93.0,3.0,5,3.0,1.0,1902.0,0,0,0,2.0,2.0,1.35
0.0,62.0,3.0,3,3.0,3.0,1833.0,0,0,0,1.0,1.0,2.24
0.0,65.0,2.0,2,2.0,1.0,1460.0,0,0,0,1.0,2.0,1.32
0.0,51.0,3.0,3,4.0,0.0,2250.0,0,0,2,2.0,2.0,1.59
0.0,22.0,4.0,5,4.0,1.0,3333.0,0,0,2,1.0,2.0,6.16
0.0,92.0,1.0,1,1.0,3.0,3569.0,0,0,0,1.0,0.0,0.19
0.0,6.0,4.0,5,4.0,3.0,1535.0,0,0,0,1.0,2.0,1.34
0.0,9.0,3.0,4,4.0,3.0,1797.0,0,0,0,2.0,2.0,1.45
1.0,62.0,4.0,4,4.0,3.0,3600.0,1,0,0,2.0,1.0,12.5
0.0,7.0,2.0,2,1.0,3.0,598.0,0,0,1,1.0,2.0,0.49
0.0,7.0,2.0,2,2.0,3.0,643.0,0,0,1,1.0,2.0,0.38
0.0,68.0,3.0,3,3.0,3.0,1600.0,0,0,0,2.0,0.0,1.82
1.0,40.0,7.0,8,4.0,2.0,9000.0,1,1,2,1.0,2.0,11.5
0.0,44.0,1.0,1,1.0,1.0,443.0,0,0,1,1.0,2.0,0.28
1.0,44.0,4.0,4,3.0,0.0,3282.99,1,1,2,0.0,2.0,6.4
1.0,29.0,2.0,1,0.0,2.0,54.0,0,0,0,1.0,1.0,0.75
0.0,4.0,3.0,3,3.0,1.0,1569.0,0,0,0,2.0,2.0,1.3
0.0,20.0,2.0,2,3.0,0.0,1348.0,0,0,0,2.0,1.0,0.98
0.0,62.0,2.0,2,2.0,3.0,1200.0,0,0,0,1.0,0.0,1.99
0.0,6.0,3.0,3,3.0,3.0,1145.0,0,0,0,0.0,0.0,1.2
0.0,29.0,2.0,2,0.0,3.0,1056.0,0,0,0,2.0,2.0,1.35
0.0,66.0,3.0,3,1.0,4.0,1273.0,0,0,0,2.0,2.0,0.74
