property_type,society,sector,price,price_per_sqft,area,areaWithType,bedRoom,bathroom,balcony,floorNum,facing,agePossession,super_built_up_area,built_up_area,carpet_area,study room,servant room,store room,pooja room,others,furnishing_type,luxury_score
house,independent,sector 105,60.0,13333.0,45001.0,Built Up area: 450 (41.81 sq.m.),3,3,0,3.0,,Undefined,,450.0,,0,0,0,0,0,0,0
house,independent,sector 28,70.0,8101.0,86409.0,Plot area 864(80.27 sq.m.),4,2,0,2.0,North,Old Property,,864.0,,0,0,0,0,0,0,7
house,nirvana country,sector 41,16.0,35556.0,4500.0,Plot area 500(418.06 sq.m.),6,7,3,3.0,North-West,Old Property,,4500.0,,0,1,1,1,0,1,113
house,independent,sector 40,12.0,38986.0,3078.0,Plot area 342(285.96 sq.m.),16,16,3+,4.0,,New Property,,3078.0,,1,1,1,1,0,1,0
house,independent,sector 48,49.0,4260.0,115023.0,Plot area 1150(106.84 sq.m.),2,2,1,3.0,,New Property,,1150.0,,0,0,0,0,0,0,0
house,independent,sector 4,55.0,6813.0,80728.0,Built Up area: 75,2,1,1,1.0,,Moderately Old,,75.0,,0,0,0,0,0,0,0
house,independent house sector 45,sector 40,9.0,38022.0,2367.0,Plot area 2367(219.9 sq.m.)Built Up area: 9000 sq.ft. (836.13 sq.m.)Carpet area: 6000 sq.ft. (557.42 sq.m.),12,12,3,4.0,North-West,New Property,,9000.0,6000.0,0,1,0,0,0,1,71
house,independent,sector 25,16.0,59259.0,2700.0,Plot area 350(292.64 sq.m.)Built Up area: 325 sq.yards (271.74 sq.m.)Carpet area: 300 sq.yards (250.84 sq.m.),16,16,3+,4.0,West,New Property,,325.0,300.0,1,1,1,1,0,1,72
house,independent,sector 8,82.0,9111.0,90001.0,Plot area 100(83.61 sq.m.),4,3,3,2.0,North,Moderately Old,,100.0,,0,0,0,0,0,0,12
house,nitin vihar,sector 33,85.0,9444.0,90004.0,Plot area 900(83.61 sq.m.),3,2,0,1.0,West,Relatively New,,900.0,,0,0,0,0,0,0,15
house,unitech aspen greens,sector 50,6.95,4490.0,15479.0,Plot area 240(200.67 sq.m.)Built Up area: 2160 sq.yards (1806.04 sq.m.)Carpet area: 1720 sq.yards (1438.14 sq.m.),3,3,1,2.0,North-East,Moderately Old,,2160.0,1720.0,0,1,0,0,0,0,160
house,bhim nagar society,sector 6,40.0,2500.0,160000.0,Built Up area: 1600 (148.64 sq.m.)Carpet area: 800 sq.ft. (74.32 sq.m.),4,2,2,1.0,East,Undefined,,1600.0,800.0,0,0,0,0,0,0,0
house,uppal southend,sector 49,6.75,290948.0,232.0,Plot area 232(21.55 sq.m.),12,12,3+,1.0,West,Moderately Old,,232.0,,1,1,0,1,1,1,49
house,bptp pedestal,sector 70,90.0,7582.0,118702.0,Carpet area: 1187 (110.28 sq.m.),2,2,3+,3.0,North-East,New Property,,,1187.0,0,1,0,0,1,0,153
flat,dlf the belaire,sector 54,10.0,24557.0,4072.2,Super Built up area 4072(378.3 sq.m.)Built Up area: 3000 sq.ft. (278.71 sq.m.)Carpet area: 2800 sq.ft. (260.13 sq.m.),4,5,3+,17.0,North,Moderately Old,4072.0,3000.0,2800.0,0,0,0,0,0,2,167
house,signature global city 92,sector 92,75.0,7820.0,95908.0,Built Up area: 959 (89.09 sq.m.),2,2,3,1.0,,Undefined,,959.0,,0,0,0,0,0,0,46
house,independent,sector 26,8.49,47167.0,1800.0,Plot area 200(167.23 sq.m.),12,12,3+,4.0,North,Relatively New,,1800.0,,0,1,0,1,0,1,42
flat,unitech vistas,sector 70,9.0,57507.0,1565.0,Built Up area: 1565 (145.39 sq.m.),3,3,0,7.0,,Undefined,,1565.0,,0,0,0,0,0,0,0
house,independent,sector 25,9.0,33333.0,2700.0,Plot area 300(250.84 sq.m.),5,5,3,3.0,North,Old Property,,2700.0,,1,1,1,1,0,0,56
house,palam vihar extension west zone rwa,sector 2,40.0,4444.0,90009.0,Plot area 900(83.61 sq.m.),6,4,2,2.0,West,Moderately Old,,900.0,,0,0,0,0,0,0,36
house,palam vihar extension west zone rwa,sector 2,65.0,5777.0,112515.0,Plot area 1125(104.52 sq.m.),2,2,1,1.0,North,Moderately Old,,1125.0,,0,0,1,0,0,0,23
house,vipul tatvam villa,sector 48,8.2,25309.0,3240.0,Plot area 360(301.01 sq.m.),3,3,2,2.0,North,Moderately Old,,3240.0,,1,1,0,1,0,2,160
house,independent,sector 4,61.0,100000.0,6100.0,Plot area 61(5.67 sq.m.),2,2,2,2.0,South-East,Moderately Old,,61.0,,0,0,0,0,1,0,14
house,sare crescent parc royal greens phase 1,sector 92,85.0,4877.0,174287.0,Built Up area: 1743 (161.93 sq.m.),4,4,3,4.0,,Undefined,,1743.0,,0,0,0,0,0,0,0
house,independent,sector 7,45.0,5000.0,90000.0,Plot area 900(83.61 sq.m.),3,2,1,2.0,North-West,Old Property,,900.0,,0,0,0,0,1,0,12
house,farrukhnagar,sector 10,60.0,5698.0,105300.0,Plot area 117(97.83 sq.m.),5,4,3+,2.0,North,Relatively New,,117.0,,1,0,0,0,0,1,16
house,vipul tatvam villa,sector 48,19.5,22222.0,8775.0,Plot area 975(815.22 sq.m.),5,6,3,2.0,North,Moderately Old,,8775.0,,1,1,1,1,0,1,110
house,independent,sector 7,8.0,22222.0,3600.0,Plot area 400(334.45 sq.m.),4,5,3+,1.0,North-East,Old Property,,3600.0,,1,1,0,1,0,0,31
house,nul,sector 25,9.5,33404.0,2844.0,Plot area 316(264.22 sq.m.),9,9,3+,3.0,North-West,Old Property,,2844.0,,0,0,0,0,1,0,81
house,independent,sector 4,47.5,3519.0,134982.0,Built Up area: 1350 (125.42 sq.m.),3,4,0,3.0,,Undefined,,1350.0,,0,0,0,0,0,0,0
house,international city by sobha phase 2,sector 109,11.3,25111.0,4500.0,Plot area 500(418.06 sq.m.)Built Up area: 480 sq.yards (401.34 sq.m.)Carpet area: 460 sq.yards (384.62 sq.m.),7,5,3+,4.0,East,Relatively New,,480.0,460.0,1,1,0,1,1,0,49
house,international city by sobha phase 2,sector 109,11.25,25000.0,4500.0,Plot area 500(418.06 sq.m.),7,5,3+,4.0,North-East,Relatively New,,4500.0,,1,1,0,1,0,0,42
flat,pioneer araya,sector 62,9.2,19943.0,4613.2,Super Built up area 4613(428.56 sq.m.)Carpet area: 3203 sq.ft. (297.57 sq.m.),4,6,3,5.0,South,Relatively New,4613.0,,3203.0,0,0,0,0,0,1,156
house,international city by sobha phase 2,sector 109,10.0,27778.0,3600.0,Plot area 400(334.45 sq.m.),4,5,3+,2.0,East,New Property,,3600.0,,1,1,0,1,1,1,49
house,anshul,sector 6,85.0,7727.0,110004.0,Carpet area: 1100 (102.19 sq.m.),2,2,0,4.0,North-East,Undefined,,,1100.0,0,0,0,0,0,0,0
house,independent,sector 43,13.5,50000.0,2700.0,Plot area 300(250.84 sq.m.),16,16,3+,4.0,North-West,Relatively New,,2700.0,,1,1,0,1,1,0,41
house,my home,sector 2,34.0,12592.0,27001.0,Plot area 270(25.08 sq.m.),2,2,2,3.0,West,Moderately Old,,270.0,,0,0,0,0,0,0,22
house,independent,sector 43,8.5,31481.0,2700.0,Plot area 300(250.84 sq.m.),5,5,3,3.0,West,Moderately Old,,2700.0,,0,1,0,0,0,1,113
house,nirvana cedar crest,sector 50,7.1,32870.0,2160.0,Plot area 240(200.67 sq.m.)Built Up area: 239 sq.yards (199.83 sq.m.)Carpet area: 238 sq.yards (199 sq.m.),5,4,3,2.0,East,Moderately Old,,239.0,238.0,1,0,1,1,0,1,110
flat,dlf beverly park,sector 25,8.0,15384.0,5200.2,Carpet area: 5200 (483.1 sq.m.),5,5,3+,2.0,North-East,Old Property,,,5200.0,0,0,0,0,0,2,26
house,independent,sector 36,75.0,6938.0,108100.0,Built Up area: 1081 (100.43 sq.m.),3,1,0,1.0,,Undefined,,1081.0,,0,0,0,0,0,0,0
house,independent,sector 105,74.0,7400.0,100000.0,Built Up area: 1000 (92.9 sq.m.),3,3,0,2.0,,Undefined,,1000.0,,0,0,0,0,0,0,0
flat,elevate,sector 50,6.75,19882.0,3395.0,Built Up area: 3395 (315.41 sq.m.),4,4,0,10.0,,Undefined,,3395.0,,0,0,0,0,0,0,0
house,independent,sector 102,70.0,9722.0,72002.0,Plot area 80(66.89 sq.m.),4,3,2,3.0,West,Relatively New,,80.0,,0,0,1,1,0,0,12
house,dlf city plots,sector 26,13.5,29880.0,4518.0,Plot area 502(419.74 sq.m.),5,5,3,2.0,East,Old Property,,4518.0,,1,1,1,1,0,1,110
house,independent,sector 4,38.0,8254.0,46038.0,Plot area 52.5(43.9 sq.m.)Built Up area: 52.5 sq.yards (43.9 sq.m.),1,1,1,1.0,,Relatively New,,52.5,,0,0,0,0,1,0,23
house,independent,sector 41,7.0,28283.0,2475.0,Plot area 275(229.94 sq.m.),7,7,3+,3.0,South-West,Moderately Old,,2475.0,,1,1,1,1,0,2,151
house,independent,sector 11,80.0,8889.0,89999.0,Plot area 100(83.61 sq.m.),4,4,0,2.0,,Old Property,,100.0,,0,0,0,0,0,0,0
house,not applicable,sector 4,80.0,54794.0,14600.0,Plot area 146(13.56 sq.m.),5,4,3,3.0,,Under Construction,,146.0,,0,0,0,0,0,0,0
house,independent,sector 25,11.0,35530.0,3096.0,Plot area 344(287.63 sq.m.),5,5,3+,2.0,,Relatively New,,3096.0,,1,1,1,1,0,0,29
house,independent,sector 14,8.0,17707.0,4518.0,Plot area 502(419.74 sq.m.),12,4,3+,3.0,North,Old Property,,4518.0,,0,1,1,0,0,0,32
house,independent,sector 57,8.31,24171.0,3438.0,Plot area 382(319.4 sq.m.),5,6,3+,4.0,North-East,Old Property,,3438.0,,1,1,1,1,0,0,34
house,independent,sector 45,8.5,26235.0,3240.0,Plot area 360(301.01 sq.m.),5,4,2,1.0,North-East,Moderately Old,,3240.0,,0,1,0,1,0,1,49
house,independent,sector 28,75.0,20833.0,36001.0,Plot area 40(33.45 sq.m.),7,4,3+,4.0,,Moderately Old,,40.0,,0,0,0,0,0,0,7
house,emaar mgf marbella,sector 66,8.8,41615.0,2115.0,Built Up area: 267 (223.25 sq.m.),4,4,3+,3.0,South-East,Relatively New,,267.0,,0,1,1,1,0,0,107
house,independent,sector 8,49.0,11250.0,43556.0,Plot area 360(33.45 sq.m.),6,3,2,3.0,East,Moderately Old,,360.0,,0,0,0,0,0,0,8
house,dlf city plots phase 4,sector 28,9.54,29444.0,3240.0,Plot area 360(301.01 sq.m.),6,5,3+,3.0,North,New Property,,3240.0,,1,1,1,1,0,0,153
house,independent,sector 105,37.0,8222.0,45001.0,Plot area 450(41.81 sq.m.),2,2,1,1.0,,Moderately Old,,450.0,,0,0,0,0,1,0,0
house,unitech espace,sector 50,10.45,32253.0,3240.0,Plot area 360(301.01 sq.m.),5,7,3+,3.0,,Moderately Old,,3240.0,,1,1,0,1,1,1,153
house,independent,sector 3,90.0,8928.0,100806.0,Built Up area: 1008 (93.65 sq.m.),3,1,0,1.0,,Undefined,,1008.0,,0,0,0,0,0,0,0
house,independent,sector 25,8.0,8000.0,10000.0,Carpet area: 10000 (929.03 sq.m.),3,9,2,3.0,,New Property,,,10000.0,0,0,0,0,0,0,0
house,independent,sector 45,7.35,29697.0,2475.0,Plot area 275(229.94 sq.m.),6,4,3+,3.0,North-East,Old Property,,2475.0,,1,1,1,1,0,1,61
house,unitech escape,sector 50,10.8,60000.0,1800.0,Plot area 290(242.48 sq.m.)Built Up area: 250 sq.yards (209.03 sq.m.)Carpet area: 200 sq.yards (167.23 sq.m.),4,4,3,2.0,North,Relatively New,,250.0,200.0,1,1,1,1,0,1,103
house,unitech deerwood chase,sector 50,8.45,235376.0,359.0,Plot area 359(33.35 sq.m.),3,3,2,2.0,North-East,Old Property,,359.0,,1,1,0,0,0,1,102
house,independent,sector 25,10.0,37037.0,2700.0,Plot area 2700(250.84 sq.m.)Built Up area: 9500 sq.ft. (882.58 sq.m.)Carpet area: 9000 sq.ft. (836.13 sq.m.),5,5,3+,3.0,East,Moderately Old,,9500.0,9000.0,0,1,0,1,0,2,29
house,ashok vihar phase iii extension,sector 3,40.0,8889.0,44999.0,Plot area 50(41.81 sq.m.),7,4,3+,4.0,,New Property,,50.0,,0,0,0,1,0,0,7
house,independent,sector 26,7.0,39265.0,1783.0,Plot area 1782.72(165.62 sq.m.),5,5,2,3.0,North-East,Relatively New,,1782.72,,0,1,0,0,0,0,9
house,independent,sector 2,52.0,5778.0,89997.0,Plot area 100(83.61 sq.m.),3,2,2,2.0,,New Property,,100.0,,0,0,0,0,0,0,0
house,independent,sector 17,8.5,18814.0,4518.0,Plot area 502(419.74 sq.m.)Built Up area: 500 sq.yards (418.06 sq.m.)Carpet area: 400 sq.yards (334.45 sq.m.),4,4,2,2.0,West,Old Property,,500.0,400.0,1,1,0,1,0,1,21
flat,central park resorts,sector 48,11.25,28266.0,3980.0,Carpet area: 3980 (369.75 sq.m.),4,5,3+,2.0,North-West,Relatively New,,,3980.0,0,0,0,0,0,0,45
flat,dlf the arbour,sector 63,8.5,21519.0,3950.0,Built Up area: 3950 (366.97 sq.m.),4,4,0,27.0,,Undefined,,3950.0,,0,0,0,0,0,0,61
house,independent,sector 47,99.0,17187.0,57602.0,Plot area 64(53.51 sq.m.),4,4,3,4.0,,Relatively New,,64.0,,0,0,0,0,0,0,13
house,independent,sector 7,90.0,10000.0,90000.0,Plot area 100(83.61 sq.m.),6,4,3,3.0,North-East,Old Property,,100.0,,0,1,0,0,1,1,44
house,independent,sector 1,10.0,122222.0,818.0,Plot area 900(83.61 sq.m.),4,4,3+,1.0,North-East,Undefined,,900.0,,0,1,0,0,0,0,12
house,independent,sector 26,20.0,44444.0,4500.0,Plot area 500(418.06 sq.m.),5,7,3+,3.0,West,Relatively New,,4500.0,,0,1,0,1,0,2,97
house,unitech deerwood chase,sector 50,15.0,33333.0,4500.0,Plot area 500(418.06 sq.m.),4,4,2,2.0,West,Moderately Old,,4500.0,,0,1,0,0,0,0,160
house,malibu towne,sector 47,8.81,27191.0,3240.0,Plot area 360(301.01 sq.m.),8,6,3+,3.0,East,Moderately Old,,3240.0,,1,1,0,0,1,1,27
house,dlf city plots phase 2,sector 25,15.5,34307.0,4518.0,Plot area 502(419.74 sq.m.),5,6,3+,3.0,East,Moderately Old,,4518.0,,1,1,1,1,0,0,144
house,bptp pedestal,sector 70,92.0,7750.0,118710.0,Carpet area: 1187 (110.28 sq.m.),2,3,3+,3.0,North-East,New Property,,,1187.0,0,0,0,0,1,0,153
house,independent,sector 26,8.9,32963.0,2700.0,Plot area 300(250.84 sq.m.),4,4,3+,2.0,South-East,Old Property,,2700.0,,1,1,1,1,0,0,82
flat,pioneer urban presidia,sector 62,7.15,16486.0,4337.0,Super Built up area 4337(402.92 sq.m.),4,5,3+,7.0,East,Relatively New,4337.0,,,0,0,0,0,0,1,158
house,independent,sector 9,50.0,6083.0,82196.0,Built Up area: 822 (76.37 sq.m.)Carpet area: 750 sq.ft. (69.68 sq.m.),3,2,1,1.0,,Undefined,,822.0,750.0,0,0,0,0,0,0,0
house,independent,sector 3,85.0,9444.0,90004.0,Carpet area: 900 (83.61 sq.m.),5,3,3,1.0,,Undefined,,,900.0,0,0,0,0,0,0,0
house,independent,sector 25,16.0,26667.0,6000.0,Built Up area: 6000 (557.42 sq.m.),6,5,2,3.0,East,Relatively New,,6000.0,,0,0,0,0,0,0,0
house,independent,sector 56,12.39,45889.0,2700.0,Plot area 300(250.84 sq.m.),16,18,3+,4.0,North-East,New Property,,2700.0,,0,1,0,1,0,1,49
house,floor wise designer kothi,sector 25,13.0,48148.0,2700.0,Plot area 300(250.84 sq.m.),12,16,3+,4.0,North-East,New Property,,2700.0,,1,1,1,1,0,1,144
house,sai kripa floors 5,sector 11,90.0,11250.0,80000.0,Plot area 800(74.32 sq.m.),5,5,3,3.0,,Relatively New,,800.0,,0,0,0,0,0,0,0
house,independent,sector 3,55.0,7333.0,75003.0,Built Up area: 750 (69.68 sq.m.),1,1,0,1.0,,Undefined,,750.0,,0,0,0,0,0,0,0
flat,tata primanti,sector 72,6.75,19285.0,3500.1,Super Built up area 4250(394.84 sq.m.)Built Up area: 4000 sq.ft. (371.61 sq.m.)Carpet area: 3500 sq.ft. (325.16 sq.m.),4,4,3+,0.0,North-East,New Property,4250.0,4000.0,3500.0,0,0,0,0,0,1,174
house,vipul tatvam villa,sector 48,8.5,26235.0,3240.0,Plot area 360(301.01 sq.m.),4,4,1,1.0,,Relatively New,,3240.0,,0,0,0,0,0,0,21
house,independent,sector 3,60.0,6000.0,100000.0,Built Up area: 1000 (92.9 sq.m.),1,1,0,1.0,,Undefined,,1000.0,,0,0,0,0,0,0,0
house,international city by sobha phase 2,sector 109,7.0,12963.0,5400.0,Plot area 600(501.68 sq.m.),5,6,2,2.0,West,Relatively New,,5400.0,,0,1,0,0,0,0,154
house,independent,sector 26,17.0,37627.0,4518.0,Plot area 502(419.74 sq.m.),5,5,3+,2.0,North-East,Relatively New,,4518.0,,1,1,1,1,0,1,124
house,palam vihar extension west zone rwa,sector 2,35.0,6481.0,54004.0,Plot area 600(55.74 sq.m.)Carpet area: 540 sq.ft. (50.17 sq.m.),2,2,0,1.0,North-East,New Property,,,540.0,0,0,0,0,0,0,0
house,independent,sector 7,27.0,12000.0,22500.0,Plot area 225(20.9 sq.m.),2,2,1,2.0,North-East,Moderately Old,,225.0,,0,0,0,0,0,0,12
house,tata primanti,sector 72,8.6,12285.0,7000.0,Built Up area: 7000 (650.32 sq.m.),4,5,3+,3.0,,Relatively New,,7000.0,,0,0,0,0,0,1,30
house,international city by sobha phase 2,sector 109,12.5,26667.0,4687.0,Plot area 500(418.06 sq.m.),5,6,3,3.0,East,Relatively New,,4500.0,,1,1,1,1,0,0,63
house,independent,sector 13,90.0,11464.0,78507.0,Plot area 785(72.93 sq.m.),5,4,3,3.0,North-West,Moderately Old,,785.0,,1,1,0,1,1,0,0
house,independent,sector 3,90.0,10000.0,90000.0,Plot area 900(83.61 sq.m.)Built Up area: 3500 sq.ft. (325.16 sq.m.),3,4,3,3.0,,Moderately Old,,3500.0,,0,0,0,0,1,1,42
house,independent,sector 56,11.95,43534.0,2745.0,Plot area 305(255.02 sq.m.),12,12,3+,4.0,West,Relatively New,,2745.0,,0,1,0,0,0,1,21
house,vipul tatvam villa,sector 48,7.35,22812.0,3222.0,Plot area 358(299.33 sq.m.),4,5,2,2.0,South,Moderately Old,,3222.0,,1,1,1,1,0,1,144
house,independent,sector 28,10.5,32407.0,3240.0,Plot area 360(301.01 sq.m.),5,6,3+,3.0,,New Property,,3240.0,,1,1,0,1,0,1,153
house,ashok vihar phase 3 gurgaon,sector 3,95.0,8878.0,107006.0,Plot area 1070(99.41 sq.m.),4,3,2,1.0,East,Old Property,,1070.0,,0,0,0,0,0,0,8
house,secter 16a daultabad faridabad house no 313,sector 104,48.0,60000.0,8000.0,Plot area 80(7.43 sq.m.),2,2,0,2.0,South-East,Relatively New,,80.0,,0,0,0,0,0,0,16
house,independent,sector 3,50.0,11111.0,45000.0,Plot area 450(41.81 sq.m.),5,3,3,3.0,,Moderately Old,,450.0,,0,0,0,0,0,0,0
house,not applicable,sector 4,40.0,9259.0,43201.0,Plot area 432(40.13 sq.m.),1,1,1,1.0,,Moderately Old,,432.0,,0,0,0,0,0,0,0
house,independent,sector 37,45.0,10089.0,44603.0,Plot area 446(41.43 sq.m.),5,3,2,3.0,,Old Property,,446.0,,0,0,0,0,0,0,0
house,independent,sector 81,89.0,8127.0,109512.0,Built Up area: 1095 (101.73 sq.m.),1,1,0,1.0,,Undefined,,1095.0,,0,0,0,0,0,0,0
house,independent,sector 4,55.0,4074.0,135002.0,Plot area 1350(125.42 sq.m.),3,3,2,2.0,South,Relatively New,,1350.0,,0,0,0,0,1,0,7
house,kothi,sector 17,6.95,15444.0,4500.0,Plot area 500(418.06 sq.m.)Built Up area: 3500 sq.yards (2926.45 sq.m.),4,4,3+,2.0,,Old Property,,3500.0,,1,1,1,1,0,0,33
house,independent,sector 28,11.0,33951.0,3240.0,Plot area 360(301.01 sq.m.),13,13,3+,3.0,East,Relatively New,,3240.0,,1,1,0,1,0,2,122
house,rk excelo,sector 12,60.0,120000.0,5000.0,Plot area 50(4.65 sq.m.)Built Up area: 30 sq.ft. (2.79 sq.m.)Carpet area: 15 sq.ft. (1.39 sq.m.),5,3,2,3.0,North,Moderately Old,,30.0,15.0,0,0,0,0,1,0,0
flat,mm golfestate,sector 65,13.2,12000.0,11000.0,Carpet area: 11000 (1021.93 sq.m.),4,4,3,13.0,North,Moderately Old,,,11000.0,0,0,0,0,0,0,60
house,unitech aspen greens,sector 50,12.0,37037.0,3240.0,Plot area 360(301.01 sq.m.),3,4,2,1.0,East,Moderately Old,,3240.0,,1,1,0,0,0,1,101
house,independent,sector 48,95.0,8920.0,106502.0,Plot area 1065(98.94 sq.m.),10,10,3+,3.0,,New Property,,1065.0,,0,0,0,0,0,0,0
house,raj villas,sector 52,8.0,25543.0,3132.0,Carpet area: 348 (290.97 sq.m.),6,5,3+,4.0,East,Undefined,,,348.0,0,0,0,0,0,0,0
house,ss omnia,sector 86,42.0,84000.0,5000.0,Plot area 50(4.65 sq.m.),5,3,2,3.0,,Relatively New,,50.0,,0,0,0,0,0,0,0
house,bhim garh kheri,sector 3,75.0,6410.0,117005.0,Plot area 130(108.7 sq.m.),4,2,2,2.0,West,Old Property,,130.0,,0,0,0,0,0,0,16
house,sector 15 part 2 rwa,sector 15,10.0,22222.0,4500.0,Plot area 502(419.74 sq.m.),5,5,2,2.0,East,Old Property,,4518.0,,0,0,0,0,0,0,49
house,independent,sector 104,95.0,7280.0,130495.0,Plot area 145(121.24 sq.m.),7,6,3+,3.0,,Old Property,,145.0,,0,0,0,0,0,0,0
house,independent,sector 11,55.0,4583.0,120009.0,Carpet area: 1200 (111.48 sq.m.),2,2,0,2.0,North-East,Undefined,,,1200.0,0,0,0,0,0,0,0
house,independent,sector 43,9.5,42222.0,2250.0,Plot area 302(252.51 sq.m.)Built Up area: 300 sq.yards (250.84 sq.m.)Carpet area: 250 sq.yards (209.03 sq.m.),5,5,3+,2.0,North-East,Relatively New,,300.0,250.0,0,1,0,1,0,1,88
house,dlf city plots phase 2,sector 25,10.75,29861.0,3600.0,Plot area 400(334.45 sq.m.),9,9,3+,3.0,South-West,Old Property,,3600.0,,0,1,1,1,0,0,73
house,independent,sector 5,42.0,4666.0,90013.0,Plot area 900(83.61 sq.m.),2,2,1,1.0,,Relatively New,,900.0,,0,0,0,0,0,0,0
house,ss aaron ville,sector 49,6.75,15000.0,4500.0,Built Up area: 4500 (418.06 sq.m.),5,4,2,2.0,North,New Property,,4500.0,,0,0,0,0,1,0,49
house,independent,sector 5,70.0,7701.0,90897.0,Plot area 101(84.45 sq.m.),2,2,0,1.0,North-East,Moderately Old,,101.0,,0,0,0,0,0,1,46
flat,paras quartier,sector 59,7.5,14018.0,5350.3,Super Built up area 5350(497.03 sq.m.),4,4,3+,20.0,North-East,New Property,5350.0,,,0,0,0,0,0,1,49
house,independent,sector 56,35.0,3500.0,100000.0,Plot area 1000(92.9 sq.m.),1,4,1,1.0,,Moderately Old,,1000.0,,0,0,0,0,0,0,0
house,shri shyam residency,sector 104,62.0,12400.0,50000.0,Plot area 500(46.45 sq.m.)Built Up area: 900 sq.ft. (83.61 sq.m.)Carpet area: 480 sq.ft. (44.59 sq.m.),3,3,1,2.0,,Moderately Old,,900.0,480.0,0,0,0,0,1,2,8
house,emaar the palm springs,sector 54,24.0,600000.0,400.0,Plot area 400(37.16 sq.m.),5,5,2,1.0,North-East,Old Property,,400.0,,1,1,0,1,0,1,122
flat,ambience caitriona,sector 24,14.0,200000.0,700.0,Built Up area: 700 (65.03 sq.m.),4,5,3,3.0,East,Undefined,,700.0,,0,0,0,0,0,0,0
house,independent,sector 7,89.0,18658.0,47701.0,Plot area 477(44.31 sq.m.),5,3,2,2.0,East,Old Property,,477.0,,0,0,0,0,0,0,8
flat,pioneer araya,sector 62,10.75,19500.0,5512.8,Super Built up area 5514(512.27 sq.m.),5,7,3,10.0,North-East,Relatively New,5514.0,,,0,0,0,0,0,1,153
house,unitech aspen greens,sector 50,7.0,32407.0,2160.0,Plot area 240(200.67 sq.m.),4,4,2,2.0,East,Old Property,,2160.0,,0,1,0,0,0,0,29
house,unitech nirvana birch court,sector 50,7.1,283333.0,251.0,Plot area 240(22.3 sq.m.),3,3,3,1.0,East,Moderately Old,,240.0,,0,1,0,0,0,0,49
house,independent,sector 3,55.0,6707.0,82004.0,Plot area 820(76.18 sq.m.)Built Up area: 810 sq.ft. (75.25 sq.m.)Carpet area: 715 sq.ft. (66.43 sq.m.),2,2,1,2.0,South-East,Moderately Old,,810.0,715.0,0,0,0,0,0,0,0
house,uppal southend,sector 49,6.75,32328.0,2088.0,Built Up area: 232 (193.98 sq.m.),4,4,3,3.0,West,Relatively New,,232.0,,0,1,0,0,0,1,26
house,independent,sector 3,40.0,8000.0,50000.0,Built Up area: 500 (46.45 sq.m.)Carpet area: 300 sq.ft. (27.87 sq.m.),2,1,0,1.0,South,Undefined,,500.0,300.0,0,0,0,0,0,0,0
house,ss aaron ville,sector 49,6.75,19737.0,3420.0,Plot area 380(317.73 sq.m.),5,4,2,2.0,North,Old Property,,3420.0,,1,1,1,0,0,0,78
house,emaar mgf marbella,sector 66,12.0,37037.0,3240.0,Plot area 360(301.01 sq.m.),4,4,3+,3.0,East,Relatively New,,3240.0,,1,1,1,1,0,1,160
house,adani brahma samsara,sector 60,18.02,28200.0,6390.0,Built Up area: 6390 (593.65 sq.m.),9,12,3+,3.0,North-East,Relatively New,,6390.0,,0,1,0,0,0,1,146
house,naman residency,sector 4,50.0,11111.0,45000.0,Plot area 450(41.81 sq.m.),2,2,2,2.0,West,New Property,,450.0,,1,1,0,1,1,0,14
house,dlf city plots,sector 26,17.3,38734.0,4466.0,Plot area 502(419.74 sq.m.),6,7,3+,3.0,North,New Property,,4518.0,,1,1,1,1,0,1,124
house,independent,sector 3,68.0,3874.0,175529.0,Built Up area: 1755 (163.04 sq.m.),5,3,0,1.0,,Undefined,,1755.0,,0,0,0,0,0,0,0
house,independent,sector 26,26.0,82540.0,3150.0,Plot area 402(336.12 sq.m.)Built Up area: 400 sq.yards (334.45 sq.m.)Carpet area: 350 sq.yards (292.64 sq.m.),16,16,3+,4.0,North-West,New Property,,400.0,350.0,1,1,1,1,0,1,72
house,emaar mgf marbella,sector 66,19.0,31666.0,6000.0,Plot area 9000(836.13 sq.m.)Carpet area: 6000 sq.ft. (557.42 sq.m.),5,6,3+,3.0,North-East,Relatively New,,,6000.0,0,1,1,1,0,1,110
house,independent,sector 3,55.0,5000.0,110000.0,Built Up area: 1100 (102.19 sq.m.),2,1,0,1.0,,Undefined,,1100.0,,0,0,0,0,0,0,0
flat,dlf the arbour,sector 63,7.52,19000.0,3957.9,Built Up area: 3956 (367.52 sq.m.)Carpet area: 2200 sq.ft. (204.39 sq.m.),4,4,3,15.0,West,Undefined,,3956.0,2200.0,0,0,0,0,0,0,61
house,independent,sector 3,75.0,138888.0,5400.0,Plot area 54(5.02 sq.m.),2,1,0,1.0,,Old Property,,54.0,,0,0,0,0,0,0,0
house,independent,sector 4,50.0,9259.0,54002.0,Plot area 540(50.17 sq.m.),5,3,2,3.0,West,Old Property,,540.0,,0,0,0,0,0,0,0
house,emaar emerald hills,sector 65,12.5,34722.0,3600.0,Plot area 400(334.45 sq.m.),4,4,3+,2.0,East,Relatively New,,3600.0,,1,1,0,0,0,0,56
house,international city by sobha phase 2,sector 109,7.0,11240.0,6228.0,Plot area 692(578.6 sq.m.),5,5,3+,2.0,South,Relatively New,,6228.0,,0,1,0,0,0,0,129
