property_type,society,sector,price,price_per_sqft,area,areaWithType,bedRoom,bathroom,balcony,floorNum,facing,agePossession,super_built_up_area,built_up_area,carpet_area,study room,servent room,store room,pooja room,others,furnishing_type,luxury_score
flat,dlf the crest,sector 54,11.0,35483.0,3100.1,Carpet area: 3100 (288 sq.m.),4,5,3+,7.0,North-East,Relatively New,,,3100.0,0,0,0,0,0,0,49
house,independent,sector 17,9.5,23457.0,4520.84,Plot area 502(419.74 sq.m.)Built Up area: 500 sq.yards (418.06 sq.m.)Carpet area: 450 sq.yards (376.26 sq.m.),8,8,3,3.0,West,Relatively New,,500.0,450.0,1,0,0,0,0,2,27
house,independent,sector 28,9.0,27778.0,3239.93,Plot area 360(301.01 sq.m.),6,7,3+,3.0,North,Moderately old,,3240.0,,1,1,1,1,0,0,67
house,vipul tatvam villa,sector 48,8.5,21250.0,4004.17,Plot area 4000(371.61 sq.m.),4,5,3+,2.0,North,Moderately old,,4000.0,,1,1,0,1,1,2,49
house,independent,sector 26,15.0,33333.0,4499.31,Built Up area: 4500 (418.06 sq.m.),4,4,3,3.0,,Moderately old,,4500.0,,0,1,1,0,0,2,36
house,independent,sector 25,9.0,33333.0,2701.74,Plot area 300(250.84 sq.m.),5,5,3,3.0,North,Old Property,,2700.0,,1,1,1,1,0,0,56
house,floor wise designer kothi,sector 25,13.0,48148.0,2701.74,Plot area 300(250.84 sq.m.),12,16,3+,4.0,North-East,New Property,,2700.0,,1,1,1,1,0,2,144
house,independent,sector 25,13.5,37313.0,3616.67,Plot area 402(336.12 sq.m.),5,6,3+,4.0,North-East,Old Property,,3618.0,,0,0,0,0,1,2,79
house,dlf city plots,sector 26,13.5,29880.0,4520.84,Plot area 502(419.74 sq.m.),5,5,2,2.0,East,Moderately old,,4518.0,,1,1,0,0,1,2,104
house,emaar mgf marbella,sector 66,12.0,37037.0,3239.93,Plot area 360(301.01 sq.m.),4,4,3+,3.0,East,Relatively New,,3240.0,,1,1,1,1,0,2,160
house,unitech uniworld resorts,sector 33,10.0,181818.0,548.96,Plot area 550(51.1 sq.m.),5,6,3,4.0,North-East,New Property,,550.0,,1,1,0,0,0,0,26
house,independent,sector 25,7.6,38760.0,1937.5,Plot area 215(179.77 sq.m.),9,9,3,4.0,East,Relatively New,,1935.0,,1,0,1,1,0,2,84
house,independent,sector 25,7.3,1560.0,1937.5,Plot area 215(179.77 sq.m.)Built Up area: 5800 sq.yards (4849.54 sq.m.)Carpet area: 5200 sq.yards (4347.86 sq.m.),9,9,2,3.0,North-West,Relatively New,,5800.0,5200.0,0,1,1,0,0,2,109
house,international city by sobha phase 1,sector 109,6.0,24691.0,2432.64,Plot area 270(225.75 sq.m.),4,4,3+,2.0,North-East,Relatively New,,2430.0,,1,1,1,1,0,0,160
house,vipul tatvam villa,sector 48,7.65,19125.0,4004.17,Built Up area: 4000 (371.61 sq.m.),4,4,3,2.0,North-East,Moderately old,,4000.0,,1,1,0,0,1,0,49
house,independent,sector 24,10.0,229885.0,430.56,Carpet area: 435 (40.41 sq.m.),8,10,3+,1.0,West,Undefined,,,435.0,0,0,0,0,0,0,0
house,independent,sector 50,11.58,35741.0,3239.93,Plot area 360(301.01 sq.m.),5,5,3,2.0,,Moderately old,,3240.0,,0,1,0,0,0,0,20
flat,raheja atlantis,sector 31,5.5,18688.0,2943.1,Super Built up area 2943(273.41 sq.m.),4,5,3+,1.0,North,Relatively New,2943.0,,,0,0,0,0,0,0,81
house,unitech nirvana birch court,sector 50,11.95,36883.0,3239.93,Plot area 360(301.01 sq.m.),3,3,2,1.0,West,Moderately old,,3240.0,,1,1,0,0,0,0,101
house,godrej meridien,sector 106,5.6,14000.0,4004.17,Plot area 4000(371.61 sq.m.),5,4,3+,33.0,North-East,New Property,,4000.0,,1,1,1,1,0,0,151
house,adani brahma samsara,sector 60,18.02,28200.0,6393.76,Built Up area: 6390 (593.65 sq.m.),9,12,3+,3.0,North-East,Relatively New,,6390.0,,0,1,0,0,0,2,146
house,independent,sector 45,8.5,26235.0,3239.93,Plot area 360(301.01 sq.m.),5,4,2,1.0,North-East,Moderately old,,3240.0,,0,1,0,1,0,2,49
house,international city by sobha phase 2,sector 109,11.25,25000.0,4499.31,Plot area 500(418.06 sq.m.),7,5,3+,4.0,North-East,Relatively New,,4500.0,,1,1,0,1,0,0,42
house,nul,sector 25,15.0,23437.0,6404.52,Built Up area: 6400 (594.58 sq.m.),5,5,3,2.0,West,Moderately old,,6400.0,,1,1,0,1,0,2,112
house,independent,sector 25,13.0,45710.0,2841.67,Plot area 316(264.22 sq.m.),6,8,3+,1.0,,Relatively New,,2844.0,,1,1,1,1,0,1,0
house,vatika india next,sector 82,7.0,194444.0,355.21,Plot area 360(33.45 sq.m.)Built Up area: 3900 sq.ft. (362.32 sq.m.)Carpet area: 3743 sq.ft. (347.74 sq.m.),4,4,3+,3.0,North-East,Relatively New,,3900.0,3743.0,0,1,0,0,0,1,105
house,unitech espace,sector 50,7.5,34722.0,2163.54,Plot area 240(200.67 sq.m.)Built Up area: 241 sq.yards (201.51 sq.m.)Carpet area: 240 sq.yards (200.67 sq.m.),3,3,2,2.0,West,Moderately old,,241.0,240.0,0,1,0,0,0,2,66
house,emaar mgf marbella,sector 66,12.0,38095.0,3153.82,Plot area 350(292.64 sq.m.),5,6,3+,3.0,North-East,Relatively New,,3150.0,,0,1,1,0,0,2,153
house,independent,sector 56,12.39,45889.0,2701.74,Plot area 300(250.84 sq.m.),16,18,3+,4.0,North-East,New Property,,2700.0,,0,1,0,1,0,2,49
house,dlf city plots phase 2,sector 25,10.5,261194.0,398.26,Plot area 402(37.35 sq.m.),4,4,2,2.0,East,Old Property,,402.0,,0,1,0,1,0,2,91
house,vipul tatvam villa,sector 48,8.25,38194.0,3153.82,Plot area 350(292.64 sq.m.)Built Up area: 300 sq.yards (250.84 sq.m.)Carpet area: 240 sq.yards (200.67 sq.m.),4,4,3+,3.0,North-East,Relatively New,,300.0,240.0,0,1,1,0,0,2,160
flat,dlf the grove,sector 54,5.7,41245.0,1382.0,Built Up area: 1382 (128.39 sq.m.),3,3,3,1.0,East,Undefined,,1382.0,,0,0,0,0,0,0,46
house,independent,sector 43,5.5,28424.0,1937.5,Plot area 215(179.77 sq.m.),1,1,0,1.0,South-West,Old Property,,1935.0,,0,0,0,0,1,0,12
flat,experion windchants,sector 112,6.5,10416.0,6240.4,Built Up area: 4800 (445.93 sq.m.),4,5,3,11.0,South,Relatively New,,4800.0,,0,0,0,0,0,0,55
house,vipul tatvam villa,sector 48,8.2,25309.0,3239.93,Plot area 360(301.01 sq.m.),3,3,2,2.0,North,Moderately old,,3240.0,,1,1,0,1,0,1,160
flat,tata primanti,sector 72,6.75,19285.0,3500.1,Super Built up area 4250(394.84 sq.m.)Built Up area: 4000 sq.ft. (371.61 sq.m.)Carpet area: 3500 sq.ft. (325.16 sq.m.),4,4,3+,0.0,North-East,New Property,4250.0,4000.0,3500.0,0,0,0,0,0,2,174
house,independent,sector 46,6.5,27461.0,2368.06,Plot area 263(219.9 sq.m.),12,12,3+,4.0,North-West,Relatively New,,2367.0,,1,0,0,1,0,2,32
house,independent,sector 25,16.0,26667.0,5995.49,Built Up area: 6000 (557.42 sq.m.),6,5,2,3.0,East,Relatively New,,6000.0,,0,0,0,0,0,0,0
flat,dlf beverly park,sector 25,8.0,15384.0,5200.2,Carpet area: 5200 (483.1 sq.m.),5,5,3+,2.0,North-East,Old Property,,,5200.0,0,0,0,0,0,1,26
house,independent,sector 23,5.65,17706.0,3078.48,Plot area 342(285.96 sq.m.)Built Up area: 5000 sq.yards (4180.64 sq.m.)Carpet area: 4000 sq.yards (3344.51 sq.m.),7,7,3+,2.0,West,Moderately old,,5000.0,4000.0,0,1,0,1,0,0,68
house,independent,sector 45,7.35,29697.0,2475.7,Plot area 275(229.94 sq.m.),6,4,3+,3.0,North-East,Old Property,,2475.0,,1,1,1,1,0,2,61
house,independent,sector 26,5.6,30556.0,1797.57,Plot area 200(167.23 sq.m.),4,3,3+,3.0,South-West,Moderately old,,1800.0,,0,0,0,0,0,0,33
house,eldeco mansionz,sector 48,6.0,22222.0,2701.74,Plot area 300(250.84 sq.m.),4,4,3+,2.0,East,Moderately old,,2700.0,,0,1,0,0,0,0,69
flat,tulip monsella,sector 53,6.02,20816.0,2892.0,Built Up area: 2892 (268.68 sq.m.),3,3,3,29.0,,Undefined,,2892.0,,0,0,0,0,0,0,68
house,independent,sector 26,15.0,33200.0,4520.84,Plot area 502(419.74 sq.m.),5,6,3+,3.0,North,Moderately old,,4518.0,,1,1,1,1,0,2,78
house,unitech palms south city 1,sector 41,9.25,28549.0,3239.93,Plot area 3240(301.01 sq.m.)Built Up area: 5000 sq.ft. (464.52 sq.m.)Carpet area: 4500 sq.ft. (418.06 sq.m.),9,9,3+,4.0,North,Moderately old,,5000.0,4500.0,1,1,1,1,0,2,65
flat,paras quartier,sector 59,7.5,14018.0,5350.3,Super Built up area 5350(497.03 sq.m.),4,4,3+,20.0,North-East,New Property,5350.0,,,0,0,0,0,0,2,49
house,independent,sector 26,5.8,32222.0,1797.57,Plot area 200(167.23 sq.m.),4,3,2,2.0,East,Relatively New,,1800.0,,0,0,1,0,0,0,21
house,arjun marg/ sector- 26 phase- 1/ golf course road,sector 26,31.5,35000.0,8998.62,Plot area 1000(836.13 sq.m.),7,9,3+,3.0,North-East,Moderately old,,9000.0,,1,1,1,1,0,1,74
flat,dlf the icon,sector 43,6.0,26086.0,2300.1,Carpet area: 2300 (213.68 sq.m.),4,4,3+,18.0,North-East,Old Property,,,2300.0,0,0,0,0,0,2,150
house,bptp visionnaire,sector 70,6.0,22222.0,2701.74,Plot area 300(250.84 sq.m.),5,4,3,3.0,North-East,New Property,,2700.0,,1,0,0,0,0,0,40
house,vatika india next,sector 82,6.8,20988.0,3239.93,Plot area 360(301.01 sq.m.),4,4,3+,3.0,North-East,Relatively New,,3240.0,,0,1,0,0,0,1,110
house,dlf alameda,sector 73,17.0,35109.0,4843.76,Plot area 4842(449.84 sq.m.)Built Up area: 9000 sq.ft. (836.13 sq.m.),5,8,3,3.0,North-West,Relatively New,,9000.0,,1,1,1,1,0,1,87
house,dlf city phase 1,sector 26,5.5,30556.0,1797.57,Plot area 200(167.23 sq.m.),4,4,3+,2.0,East,Moderately old,,1800.0,,0,0,1,1,0,0,49
flat,pioneer araya,sector 62,8.35,19513.0,4279.2,Super Built up area 4279(397.53 sq.m.),4,6,3,16.0,East,Relatively New,4279.0,,,0,0,0,0,0,0,153
house,independent,sector 7,8.0,22222.0,3595.14,Plot area 400(334.45 sq.m.),4,5,3+,1.0,North-East,Old Property,,3600.0,,1,1,0,1,0,0,31
house,vipul tatvam villa,sector 48,8.5,26235.0,3239.93,Plot area 360(301.01 sq.m.),4,4,1,1.0,,Relatively New,,3240.0,,0,0,0,0,0,0,21
house,ss aaron ville,sector 49,6.75,15000.0,4499.31,Built Up area: 4500 (418.06 sq.m.),5,4,2,2.0,North,New Property,,4500.0,,0,0,0,0,1,0,49
house,independent,sector 45,10.0,30864.0,3239.93,Plot area 360(301.01 sq.m.),6,6,3+,4.0,North-East,Moderately old,,3240.0,,1,1,1,1,0,2,70
house,independent,sector 26,18.9,41833.0,4520.84,Plot area 502(419.74 sq.m.),6,8,2,3.0,North-East,Relatively New,,4518.0,,1,1,1,1,0,2,120
house,independent,sector 28,11.75,41315.0,2841.67,Plot area 316(264.22 sq.m.),4,5,3+,4.0,East,Relatively New,,2844.0,,1,1,1,0,0,2,54
house,international city by sobha phase 2,sector 109,6.5,12037.0,5403.48,Plot area 5400(501.68 sq.m.),4,4,3+,1.0,North-East,New Property,,5400.0,,0,1,0,0,0,2,160
house,vipul tatvam villa,sector 48,7.8,23148.0,3239.93,Plot area 360(301.01 sq.m.),4,4,3+,2.0,North-East,Relatively New,,3240.0,,1,1,1,1,0,2,145
house,dlf city plots,sector 26,13.5,29880.0,4520.84,Plot area 502(419.74 sq.m.),5,5,3,2.0,East,Old Property,,4518.0,,1,1,1,1,0,2,110
flat,ambience lagoon,sector 24,5.8,12500.0,4640.0,Built Up area: 3700 (343.74 sq.m.),3,4,3+,9.0,North-East,Old Property,,3700.0,,0,0,0,0,0,1,68
house,dlf city phase 1,sector 26,5.5,30556.0,1797.57,Plot area 200(167.23 sq.m.),4,4,3,2.0,North-East,Moderately old,,1800.0,,1,1,0,1,0,0,69
house,experion windchants,sector 112,7.46,10260.0,6350.7,Built Up area: 6350 (589.93 sq.m.),4,4,3+,2.0,East,Relatively New,,6350.0,,0,1,0,1,0,2,62
house,independent,sector 82,7.0,21605.0,3239.93,Plot area 360(301.01 sq.m.),4,4,3+,1.0,North-East,Relatively New,,3240.0,,1,1,0,1,0,2,49
flat,pioneer araya,sector 62,10.75,19500.0,5512.8,Super Built up area 5514(512.27 sq.m.),5,7,3,10.0,North-East,Relatively New,5514.0,,,0,0,0,0,0,2,153
house,unitech escape,sector 50,12.0,37037.0,3239.93,Carpet area: 360 (301.01 sq.m.),5,6,3+,3.0,East,Undefined,,,360.0,0,0,0,0,0,0,66
house,dlf the grove,sector 54,5.7,211111.0,269.1,Built Up area: 270 (25.08 sq.m.),4,4,0,1.0,,Undefined,,270.0,,0,0,0,0,0,0,46
house,international city by sobha phase 1,sector 109,5.75,16428.0,269.1,Plot area 272(25.27 sq.m.)Built Up area: 4800 sq.ft. (445.93 sq.m.)Carpet area: 3500 sq.ft. (325.16 sq.m.),4,4,2,3.0,South-East,Relatively New,,4800.0,3500.0,0,1,0,0,0,0,146
house,independent,sector 25,13.5,19286.0,6996.54,Built Up area: 7000 (650.32 sq.m.),9,9,0,1.0,East,Relatively New,,7000.0,,0,0,0,0,0,0,0
house,malibu towne,sector 47,8.5,53125.0,1603.82,Built Up area: 1600 (148.64 sq.m.),12,12,3+,4.0,North,New Property,,1600.0,,0,0,0,0,0,2,99
house,unitech uniworld resorts,sector 33,11.5,24573.0,4682.3,Plot area 520(434.79 sq.m.),5,6,3+,4.0,East,Relatively New,,4680.0,,0,1,0,0,0,0,84
house,independent,sector 50,10.56,32593.0,3239.93,Plot area 360(301.01 sq.m.),5,5,3,3.0,,Moderately old,,3240.0,,0,1,0,0,0,0,20
house,uppal southend,sector 49,6.75,32328.0,2088.2,Built Up area: 232 (193.98 sq.m.),4,4,3,3.0,West,Relatively New,,232.0,,0,1,0,0,0,2,26
house,international city by sobha phase 2,sector 109,8.75,24306.0,3595.14,Plot area 400(334.45 sq.m.),5,5,3+,3.0,North-East,New Property,,3600.0,,1,1,1,1,0,2,153
house,independent,sector 26,12.5,38580.0,3239.93,Plot area 360(301.01 sq.m.),5,5,3+,2.0,North,Old Property,,3240.0,,1,1,1,1,0,2,79
house,independent,sector 43,8.49,31444.0,2701.74,Plot area 300(250.84 sq.m.),3,3,2,4.0,North,Relatively New,,2700.0,,0,1,0,1,0,2,21
house,vipul tatvam villa,sector 48,18.5,26428.0,6996.54,Plot area 7000(650.32 sq.m.),4,4,1,1.0,,Moderately old,,7000.0,,0,0,0,0,0,0,30
flat,dlf the arbour,sector 63,8.5,21519.0,3950.0,Built Up area: 3950 (366.97 sq.m.),4,4,0,27.0,,Undefined,,3950.0,,0,0,0,0,0,0,61
house,uppal southend,sector 49,6.75,31915.0,2109.72,Plot area 235(196.49 sq.m.),12,12,3+,3.0,West,Moderately old,,2115.0,,0,0,0,0,1,0,49
flat,mm golfestate,sector 65,6.1,18138.0,3363.1,Super Built up area 3363(312.43 sq.m.)Carpet area: 2710 sq.ft. (251.77 sq.m.),3,3,3,19.0,North-East,Moderately old,3363.0,,2710.0,0,0,0,0,0,2,174
house,independent,sector 1,10.0,122222.0,904.17,Plot area 900(83.61 sq.m.),4,4,3+,1.0,North-East,Undefined,,900.0,,0,1,0,0,0,0,12
house,ss hibiscus,sector 50,12.25,20940.0,5844.8,Plot area 5850(543.48 sq.m.),5,7,3+,1.0,South-East,Relatively New,,5850.0,,1,1,0,1,1,2,160
house,ansal sushant lok plots,sector 43,7.0,25926.0,2701.74,Plot area 300(250.84 sq.m.),5,5,3+,3.0,North-East,Relatively New,,2700.0,,1,1,0,1,0,2,41
house,independent,sector 55,9.19,34037.0,2701.74,Plot area 300(250.84 sq.m.),16,18,2,4.0,West,New Property,,2700.0,,0,1,0,1,0,2,49
flat,pioneer araya,sector 62,7.56,18000.0,4200.0,Built Up area: 4200 (390.19 sq.m.),4,4,3+,23.0,West,Relatively New,,4200.0,,0,0,0,0,0,2,87
house,independent,sector 82,7.5,23148.0,3239.93,Plot area 360(301.01 sq.m.),5,5,3+,2.0,East,Relatively New,,3240.0,,0,1,0,1,0,2,135
flat,mm golfestate,sector 65,7.0,18181.0,3850.2,Carpet area: 3850 (357.68 sq.m.),3,3,2,12.0,North,Moderately old,,,3850.0,0,0,0,0,0,0,60
house,independent,sector 2,6.0,24691.0,2432.64,Plot area 270(225.75 sq.m.),5,6,3+,3.0,East,Old Property,,2430.0,,1,0,0,1,1,2,43
house,independent,sector 46,5.65,23870.0,2368.06,Plot area 263(219.9 sq.m.),8,6,3+,3.0,South-West,Moderately old,,2367.0,,0,1,0,0,0,2,67
house,independent,sector 26,26.0,82540.0,3616.67,Plot area 402(336.12 sq.m.)Built Up area: 400 sq.yards (334.45 sq.m.)Carpet area: 350 sq.yards (292.64 sq.m.),16,16,3+,4.0,North-West,New Property,,400.0,350.0,1,1,1,1,0,2,72
house,the laburnum,sector 43,11.0,27160.0,4047.23,Plot area 450(376.26 sq.m.)Built Up area: 360 sq.yards (301.01 sq.m.)Carpet area: 350 sq.yards (292.64 sq.m.),5,6,3+,3.0,East,New Property,,360.0,350.0,0,1,0,1,0,2,160
house,international city by sobha phase 2,sector 109,9.5,26389.0,3595.14,Plot area 400(334.45 sq.m.),7,6,3,3.0,West,Relatively New,,3600.0,,1,1,0,1,0,0,138
house,independent,sector 57,8.0,266666.0,301.39,Plot area 300(27.87 sq.m.),5,4,3,2.0,North,Relatively New,,300.0,,1,1,0,1,0,0,21
house,independent,sector 25,10.0,37037.0,2701.74,Plot area 300(250.84 sq.m.),5,6,3,3.0,North,Old Property,,2700.0,,0,1,1,0,0,2,64
house,independent,sector 25,10.5,29022.0,3616.67,Plot area 402(336.12 sq.m.),5,5,3,3.0,East,Moderately old,,3618.0,,1,1,0,1,0,0,42
house,independent,sector 50,7.0,32407.0,2163.54,Built Up area: 240 (200.67 sq.m.),3,2,0,1.0,,Undefined,,240.0,,0,0,0,0,0,0,0
flat,the penthouses at the hibiscus,sector 50,8.0,8888.0,9000.9,Carpet area: 9000 (836.13 sq.m.),4,3,3,7.0,South-East,Moderately old,,,9000.0,0,0,0,0,0,0,35
house,independent,sector 45,17.0,37777.0,4499.31,Plot area 4500(418.06 sq.m.),5,8,3+,3.0,North-East,Relatively New,,4500.0,,1,1,1,1,0,1,152
house,independent,sector 14,7.5,16600.0,4520.84,Plot area 502(419.74 sq.m.),3,3,2,1.0,West,Old Property,,4518.0,,1,1,0,1,0,2,27
house,independent,sector 26,18.4,1859.0,4520.84,Plot area 502(419.74 sq.m.)Carpet area: 11000 sq.yards (9197.4 sq.m.),6,8,3+,4.0,South,Relatively New,,,11000.0,0,1,1,1,0,2,60
house,international city by sobha phase 2,sector 109,6.25,11574.0,5403.48,Plot area 600(501.68 sq.m.),4,4,3+,2.0,East,Relatively New,,5400.0,,0,1,0,0,0,0,138
house,ansal sushant lok,sector 43,10.5,27911.0,3767.36,Plot area 418(349.5 sq.m.),4,4,2,1.0,North-East,Old Property,,3762.0,,0,1,0,0,0,0,59
house,independent,sector 54,5.5,38194.0,1442.36,Plot area 160(133.78 sq.m.),18,18,3+,4.0,South-West,Relatively New,,1440.0,,0,1,0,0,0,1,70
house,nirvana country,sector 50,10.0,14285.0,6996.54,Built Up area: 7000 (650.32 sq.m.),5,7,2,4.0,East,Moderately old,,7000.0,,0,1,0,0,0,1,0
house,unitech uniworld resorts,sector 33,9.55,19293.0,4951.39,Plot area 550(459.87 sq.m.),6,7,3+,2.0,East,Relatively New,,4950.0,,1,1,1,1,0,2,126
house,unitech espace,sector 50,7.42,34351.0,2163.54,Plot area 2160(200.67 sq.m.)Built Up area: 3200 sq.ft. (297.29 sq.m.),4,4,3,2.0,West,Old Property,,3200.0,,0,0,0,0,0,2,88
house,independent,sector 26,20.0,44444.0,4499.31,Plot area 500(418.06 sq.m.),5,7,3+,3.0,West,Relatively New,,4500.0,,0,1,0,1,0,1,97
house,independent,sector 25,6.5,36111.0,1797.57,Plot area 200(167.23 sq.m.),4,3,3,3.0,,Moderately old,,1800.0,,1,0,0,1,0,0,19
house,uppal southend,sector 49,6.75,32328.0,2088.2,Plot area 232(193.98 sq.m.),12,12,3+,3.0,North,Moderately old,,2088.0,,1,1,0,1,1,2,49
house,independent,sector 26,8.49,47167.0,1797.57,Plot area 200(167.23 sq.m.),12,12,3+,4.0,North,Relatively New,,1800.0,,0,1,0,1,0,2,42
house,emaar mgf marbella,sector 66,12.0,37037.0,3239.93,Plot area 360(301.01 sq.m.),5,5,3+,3.0,East,New Property,,3240.0,,0,1,1,1,0,2,106
house,independent,sector 57,6.21,23000.0,2701.74,Plot area 300(250.84 sq.m.),6,6,3+,4.0,North-East,Old Property,,2700.0,,1,1,1,1,0,0,52
house,dlf city plots,sector 26,26.0,57206.0,4542.37,Plot area 505(422.24 sq.m.),6,7,3+,2.0,North-East,New Property,,4545.0,,1,1,0,1,1,2,138
house,independent,sector 25,6.5,36111.0,1797.57,Plot area 200(167.23 sq.m.),4,4,3+,2.0,North-East,Moderately old,,1800.0,,1,1,1,1,0,0,61
house,independent,sector 40,12.0,38986.0,3078.48,Plot area 342(285.96 sq.m.),16,16,3+,4.0,,New Property,,3078.0,,1,1,1,1,0,2,0
house,unitech aspen greens,sector 50,6.8,31481.0,2163.54,Plot area 240(200.67 sq.m.)Built Up area: 220 sq.yards (183.95 sq.m.)Carpet area: 200 sq.yards (167.23 sq.m.),4,5,3,3.0,West,Old Property,,220.0,200.0,1,1,0,0,0,2,111
house,raj villas,sector 52,8.0,25543.0,3132.29,Carpet area: 348 (290.97 sq.m.),6,5,3+,4.0,East,Undefined,,,348.0,0,0,0,0,0,0,0
house,international city by sobha phase 2,sector 109,7.0,12963.0,5403.48,Plot area 600(501.68 sq.m.),4,4,3+,2.0,West,Relatively New,,5400.0,,0,0,0,0,0,2,102
house,unitech aspen greens,sector 50,6.95,4490.0,2163.54,Plot area 240(200.67 sq.m.)Built Up area: 2160 sq.yards (1806.04 sq.m.)Carpet area: 1720 sq.yards (1438.14 sq.m.),3,3,1,2.0,North-East,Moderately old,,2160.0,1720.0,0,1,0,0,0,0,160
house,ireo victory valley,sector 67,8.0,22222.0,3595.14,Plot area 400(334.45 sq.m.),6,7,3+,3.0,North-East,Moderately old,,3600.0,,1,1,1,1,0,2,151
house,independent,sector 43,15.5,28233.0,5489.59,Plot area 610(510.04 sq.m.),5,6,3,3.0,East,Moderately old,,5490.0,,1,1,1,1,0,0,76
house,international city by sobha phase 1,sector 109,5.9,24280.0,2432.64,Plot area 270(225.75 sq.m.),4,5,2,2.0,East,Relatively New,,2430.0,,0,1,0,0,0,2,111
house,ansals palam vihar,sector 2,9.0,19231.0,4682.3,Plot area 520(434.79 sq.m.),5,5,2,2.0,North,Old Property,,4680.0,,1,1,1,1,0,1,110
house,nirvana country,sector 41,16.0,35556.0,4499.31,Plot area 500(418.06 sq.m.),6,7,3,3.0,North-West,Old Property,,4500.0,,0,1,1,1,0,2,113
flat,dlf park place,sector 54,6.75,24963.0,2704.0,Super Built up area 2704(251.21 sq.m.)Carpet area: 1534 sq.ft. (142.51 sq.m.),4,4,2,8.0,North,Moderately old,2704.0,,1534.0,0,0,0,0,0,1,135
house,vipul tatvam villa,sector 48,7.25,201388.0,355.21,Plot area 360(33.45 sq.m.),4,4,3,2.0,,Relatively New,,360.0,,1,1,1,1,0,2,103
house,independent,sector 26,14.75,51864.0,2841.67,Plot area 316(264.22 sq.m.),16,20,3+,4.0,East,New Property,,2844.0,,1,1,1,1,0,2,153
house,independent,sector 43,5.75,23662.0,2432.64,Plot area 270(225.75 sq.m.)Built Up area: 260 sq.yards (217.39 sq.m.)Carpet area: 220 sq.yards (183.95 sq.m.),4,4,2,4.0,North,Undefined,,260.0,220.0,0,1,1,0,0,1,153
house,independent,sector 2,5.6,17284.0,3239.93,Plot area 360(301.01 sq.m.),8,6,3+,1.0,South-West,Moderately old,,3240.0,,1,1,1,1,0,0,0
house,international city by sobha phase 1,sector 109,12.0,20000.0,7997.58,Plot area 8000(743.22 sq.m.)Built Up area: 7000 sq.ft. (650.32 sq.m.)Carpet area: 6000 sq.ft. (557.42 sq.m.),5,6,3,2.0,North-East,Relatively New,,7000.0,6000.0,1,1,0,0,0,2,154
house,independent,sector 17,7.2,15926.0,4520.84,Plot area 420,4,4,2,1.0,,Old Property,,4494.0,,0,1,1,0,0,0,0
house,independent,sector 28,11.25,34722.0,3239.93,Plot area 360(301.01 sq.m.),9,9,3+,2.0,North,Moderately old,,3240.0,,0,1,1,1,0,2,126
flat,tulip monsella,sector 53,8.25,28000.0,2946.4,Super Built up area 2940(273.13 sq.m.),3,4,3,8.0,,Undefined,2940.0,,,0,0,0,0,0,1,35
house,independent,sector 25,8.0,8000.0,9999.66,Carpet area: 10000 (929.03 sq.m.),3,9,2,3.0,,New Property,,,10000.0,0,0,0,0,0,0,0
house,dlf city plots phase 4,sector 28,9.54,29444.0,3239.93,Plot area 360(301.01 sq.m.),6,5,3+,3.0,North,New Property,,3240.0,,1,1,1,1,0,0,153
flat,tata gurgaon gateway,sector 113,6.0,9139.0,6565.3,Carpet area: 6565 (609.91 sq.m.),5,6,3+,24.0,North,Moderately old,,,6565.0,0,0,0,0,0,0,117
house,independent,sector 43,8.5,31481.0,2701.74,Plot area 300(250.84 sq.m.),5,5,3,3.0,West,Moderately old,,2700.0,,0,1,0,0,0,2,113
flat,elan the presidential,sector 106,6.3,15384.0,4095.2,Super Built up area 4095(380.44 sq.m.)Carpet area: 3500 sq.ft. (325.16 sq.m.),5,6,3+,10.0,North-East,Under Construction,4095.0,,3500.0,0,0,0,0,0,2,62
house,independent,sector 51,5.5,1087.0,50579.57,Plot area 5620(4699.04 sq.m.)Built Up area: 8260 sq.yards (6906.41 sq.m.)Carpet area: 4860 sq.yards (4063.58 sq.m.),8,8,2,3.0,North-East,Relatively New,,8260.0,4860.0,0,0,0,1,0,2,49
house,housing board colony,sector 28,5.5,30556.0,1797.57,Plot area 200(167.23 sq.m.),4,3,3,2.0,North,Old Property,,1800.0,,0,0,0,1,1,2,22
house,independent,sector 38,8.0,230547.0,344.44,Built Up area: 347 (32.24 sq.m.)Carpet area: 215 sq.ft. (19.97 sq.m.),10,10,3+,1.0,North,Undefined,,347.0,215.0,0,0,0,0,0,0,0
house,sobha city,sector 108,10.5,14323.0,7330.22,Built Up area: 7331 (681.07 sq.m.),5,4,3+,1.0,East,Undefined,,7331.0,,0,0,0,0,0,0,59
house,independent,sector 26,19.0,42222.0,4499.31,Plot area 500(418.06 sq.m.),6,8,3+,3.0,East,Moderately old,,4500.0,,1,1,1,1,0,2,103
house,bptp astaire gardens,sector 70,6.5,27871.0,2690.98,Plot area 299(250 sq.m.),4,4,3+,2.0,North-East,New Property,,2691.0,,1,1,0,1,0,2,160
house,cloudnine cottages,sector 48,5.5,55000.0,1001.04,Plot area 1000(92.9 sq.m.),3,3,0,1.0,,Moderately old,,1000.0,,0,0,0,0,0,0,0
house,unitech uniworld resorts,sector 33,8.0,17778.0,4499.31,Built Up area: 500 (418.06 sq.m.),6,5,3+,4.0,,Undefined,,500.0,,0,0,0,0,0,0,0
